"site_i","site_j","distance_km","sim_DDT","sim_PCP","sim_isotope","sim_overall"
"S002","S016",260.343622031288,0.941294470842847,0.315161164534941,0.94832053291515,0.734925389430979
"S002","S017",283.361540568573,0.925611155600594,0.452918054942565,0.897942642318568,0.758823950953909
"S002","S018",1007.82056113307,0.522007372511676,0.0674509547565486,0.851708087515303,0.480388804927843
"S002","S019",1861.0823087259,0.177227119438119,0.0237295979113393,0.775442948529072,0.325466555292844
"S002","S020",1809.60422545842,0.100433494840204,0.126176108913656,0.712842242989527,0.313150615581129
"S002","S021",274.711870365144,0.870454357706292,0.288723578003806,0.909340042109301,0.689505992606466
"S002","S022",985.179029586557,0.358697441606845,0.0515313585145876,0.840669709772745,0.416966169964726
"S002","S023",392.59323380195,0.848899928545052,0.419232062087333,0.89141151744235,0.719847836024912
"S002","S024",290.777240437924,0.824383150465313,0.10843980026917,0.90750593482931,0.613442961854598
"S002","S025",1214.88621290438,0.271651605601775,0.0380350310861779,0.842607788294609,0.384098141660854
"S002","S026",1951.19954679445,0.100433494840204,0.0798233919506983,0.75912379341803,0.313126893402977
"S002","S027",1061.59091837553,0.214170790107382,0.0457258655220681,0.86857873051303,0.376158462047493
"S002","S028",256.595332273275,0.723176921165287,0.26385018997097,0.887052502083826,0.624693204406694
"S002","S029",1784.85707678686,0.111593140257104,0.0648907505776422,0.776395132649279,0.317626341161341
"S002","S030",352.630615765104,0.439331490580342,0.239124341971837,0.879773008682912,0.51940961374503
"S002","S031",359.98895627549,0.598864973641732,0.154280212299375,0.931854136018123,0.561666440653077
"S002","S032",142.655163016735,0.781513044570756,0.233386045816635,0.951732264853411,0.655543785080267
"S002","S033",978.297134073207,0.420320672790188,0.0437024291116702,0.901380687717677,0.455134596539845
"S002","S034",1811.09424281711,0.110455387163073,0.0275259281264902,0.835827022607327,0.324602779298963
"S002","S035",993.665135817831,0.523380838794048,0.095717667946943,0.896958615487301,0.505352374076098
"S002","S036",86.4132951232891,0.840868190696178,0.761000154529225,0.895139329027992,0.832335891417798
"S002","S037",1081.31906296131,0.306128385089601,0.0802010821494092,0.875249290141967,0.420526252460326
"S002","S038",1275.64705648547,0.318863090093676,0.0264022835120531,0.824743395864705,0.390002923156811
"S002","S039",157.449509375732,0.723570838721639,0.495769181643677,0.966660875762131,0.728666965375816
"S002","S040",2123.20889478139,0.100433494840204,0.0379754343115055,0.746851804739488,0.295086911297066
"S002","S041",918.411717446091,0.755776713327523,0.0843184468341798,0.819384611579761,0.553159923913821
"S002","S042",1925.13356078924,0.100433494840204,0.0449869523047815,0.77315699338791,0.306192480177632
"S002","S043",991.994426716977,0.400066840045988,0.0457535817255068,0.848843579063657,0.431554666945051
"S002","S044",324.27927724354,0.72792230346063,0.346020502911929,0.93441904762439,0.669453951332316
"S002","S045",2083.13863823576,0.100433494840204,0.0570123794240585,0.77468575342453,0.310710542562931
"S002","S046",357.252979377994,0.495260900430861,0.292238608064246,0.886097468320104,0.557865658938403
"S002","S047",321.910377445621,0.893122901840156,0.404663354468285,0.904766160997668,0.734184139102037
"S002","S048",1736.96723808787,0.140545541059694,0.0233606401673037,0.743401810367204,0.302435997198067
"S002","S049",427.894208825268,0.947245977617593,0.122493776909886,0.903111848704862,0.657617201077447
"S002","S050",1945.3349256059,0.13985708592723,0.147706707550252,0.709305854213727,0.332289882563737
"S002","S051",1003.27639076048,0.61097207451691,0.089071501152565,0.896652634960307,0.532232070209927
"S002","S052",1114.35233871553,0.389520657340648,0.0824840356501517,0.869205029605223,0.447069907532007
"S002","S053",1054.15535119236,0.561646828203873,0.0634179362170137,0.905495874490272,0.510186879637053
"S002","S054",470.819743539396,0.787092837977956,0.112978753497022,0.884696588831944,0.594922726768974
"S002","S055",1082.12661504993,0.406837520743981,0.103369988635862,0.802885253248652,0.437697587542832
"S002","S056",113.728466974382,0.964216125598343,0.598450688791868,0.914019533211454,0.825562115867222
"S002","S057",1962.47878003201,0.122232837086976,0.0209227436735695,0.769101224131566,0.304085601630704
"S002","S058",1052.45667908251,0.352891120733299,0.0422642253436327,0.87113964052872,0.42209832886855
"S002","S059",898.536601746138,0.448673832277815,0.0410947544835111,0.869974324188968,0.453247636983431
"S002","S060",1929.9618913129,0.122037998679564,0.0998493758201483,0.744470082763437,0.32211915242105
"S003","S004",801.567702246959,0.476738832489288,0.623925417194833,0.857632464392337,0.652765571358819
"S003","S005",1159.6818398979,0.203796244183374,0.679434304486254,0.902288899319051,0.595173149329559
"S003","S006",1182.30511629798,0.274836667017834,0.222035585743598,0.970259238051358,0.48904383027093
"S003","S007",782.175643059131,0.370680533818146,0.297461442570433,0.821825324719935,0.496655767036171
"S003","S008",325.085915632204,0.843585920605756,0.286735193267038,0.935214701872212,0.688511938581669
"S003","S009",1038.00200427266,0.231743530147174,0.836467047570813,0.94843093804698,0.672213838588323
"S003","S010",955.46070805295,0.251165335874938,0.982930727202716,0.784771493810667,0.672955852296107
"S003","S011",1038.71566842254,0.338516735756841,0.60656111375806,0.937136363098243,0.627404737537715
"S003","S012",848.346329369069,0.486090317001078,0.225959575905963,0.838838214320675,0.516962702409239
"S003","S013",1000.92754504339,0.319349245400657,0.318132789572112,0.805955429683089,0.481145821551953
"S003","S014",168.771843212639,0.971176261991607,0.838892793089741,0.918256716704071,0.909441923928473
"S003","S015",991.480145388784,0.206146495132471,0.574503182272472,0.902225261782631,0.560958313062524
"S003","S016",941.092666372419,0.463882412354193,0.353957589053161,0.800373730732442,0.539404577379932
"S003","S017",743.559972765317,0.456153466382829,0.246299931620347,0.848104314313754,0.51685257077231
"S003","S018",152.360896658997,0.944073402943065,0.604650166194784,0.989758801844675,0.846160790327508
"S003","S019",1012.0965582527,0.359623264792222,0.212719084149564,0.908280502671923,0.493540950537903
"S003","S020",1028.09625776616,0.203796244183374,0.884111001063699,0.840354095452676,0.64275378023325
"S003","S021",931.481313471591,0.42897146408972,0.386368466106027,0.862041630845201,0.559127187013649
"S003","S022",79.5776616505864,0.727856692769366,0.46194223050732,0.965313398142958,0.718370773806548
"S003","S023",1141.60885927469,0.418349155231068,0.266090540419439,0.782750058841343,0.489063251497283
"S003","S024",983.12106603434,0.406266961495671,0.972086214220967,0.770854132951385,0.716402436222674
"S003","S025",310.154382896806,0.551226232205787,0.340957188085591,0.967795898421535,0.619993106237638
"S003","S026",1137.22194012731,0.203796244183374,0.715560326513173,0.88791010066128,0.602422223785942
"S003","S027",159.608768043764,0.434588109346544,0.409900086471861,0.965526372789919,0.603338189536108
"S003","S028",888.645662106042,0.356391188029234,0.422791759120006,0.806341704933135,0.528508217360792
"S003","S029",929.114139298314,0.22644101847905,0.581699744101344,0.86990099402305,0.559347252201148
"S003","S030",964.118773383785,0.216508391355033,0.466509118402979,0.809481305842663,0.497499605200225
"S003","S031",870.652676443106,0.295128609858516,0.72305893477453,0.827464168580168,0.615217237737738
"S003","S032",859.502938482337,0.630588676608902,0.477979244952884,0.832871041565927,0.647146321042571
"S003","S033",71.4429079592715,0.85290046516413,0.391761408283426,0.90787426893904,0.717512047462199
"S003","S034",951.173684650424,0.224132328457455,0.246750503034683,0.974327791690045,0.481736874394061
"S003","S035",93.759631893435,0.941595946966622,0.858041284082452,0.940697026591419,0.913444752546831
"S003","S036",995.391475390617,0.414391008185547,0.0848923722553671,0.757907710921281,0.419063697120732
"S003","S037",172.78189029542,0.621185344774123,0.718946052367535,0.935637704291691,0.758589700477783
"S003","S038",370.005670167277,0.647026176607597,0.236677822739563,0.945056519992172,0.609586839779777
"S003","S039",971.175434203008,0.356585315830862,0.225011336106308,0.817507138412747,0.466367930116639
"S003","S040",1261.10318408762,0.203796244183374,0.340422945096142,0.854756865313094,0.46632535153087
"S003","S041",28.3469119485021,0.652062001697188,0.755855318513828,0.964678708457856,0.790865342889624
"S003","S042",1070.05462705277,0.203796244183374,0.403276251401646,0.911681801727449,0.50625143243749
"S003","S043",162.057709653024,0.811802074132796,0.410148542658671,0.862807421644093,0.694919346145187
"S003","S044",742.135641574726,0.677013568873455,0.322390393121785,0.805721704913706,0.601708555636315
"S003","S045",1263.00451675536,0.203796244183374,0.511075711505332,0.911714372369008,0.542195442685905
"S003","S046",1006.40926049225,0.244071147077771,0.381721247240031,0.776139742339414,0.467310712219072
"S003","S047",1013.53235306818,0.551786630387703,0.275670343583625,0.765300515109978,0.530919163027102
"S003","S048",857.198847993896,0.285190249032538,0.209411638583298,0.878293103262809,0.457631663626215
"S003","S049",828.913352029096,0.520259033211136,0.91068859803417,0.788010293668938,0.739652641638082
"S003","S050",1161.0372956097,0.283793259208494,0.755237780410359,0.835918634016285,0.624983224545046
"S003","S051",122.884588063142,0.806605239557191,0.798463093213496,0.899887680187527,0.834985337652738
"S003","S052",205.25781169406,0.790402117582049,0.739411117964029,0.936146864759066,0.821986700101715
"S003","S053",146.628211530045,0.877443353689838,0.568497003663609,0.931293915096174,0.792411424149874
"S003","S054",977.318344412981,0.387889800416006,0.987386411241601,0.787376206492699,0.720884139383435
"S003","S055",237.475303799493,0.825540909956553,0.926638933930865,0.947746757714157,0.899975533867192
"S003","S056",916.947904440395,0.475178508137703,0.186404139975468,0.870867320239787,0.510816656117652
"S003","S057",1091.9309895925,0.248030730722238,0.187557618496815,0.903541919391708,0.446376756203587
"S003","S058",145.30346787843,0.716074703220611,0.378868927361481,0.941963709230521,0.678969113270871
"S003","S059",113.53254807837,0.910433735548717,0.368385447142636,0.927507386963008,0.735442189884787
"S003","S060",1097.2099973589,0.24763537122871,0.895079126781918,0.874102011743332,0.672272169917987
"S004","S005",1949.64644798999,0.0971575835176834,0.423916331883067,0.82158493921439,0.44755295153838
"S004","S006",1983.36702457461,0.131025311759329,0.138533645467173,0.838168562361055,0.369242506529186
"S004","S007",26.016634521157,0.777533753402551,0.476758013654612,0.849509476151995,0.701267081069719
"S004","S008",1018.97655693563,0.402170166893989,0.178901375083578,0.852615341052294,0.47789562767662
"S004","S009",1839.56687260323,0.11048113999931,0.52189305162535,0.826038197872607,0.486137463165756
"S004","S010",170.192837930373,0.526840523066854,0.613275464043575,0.867605090698196,0.669240359269542
"S004","S011",1836.96400681313,0.161384073382801,0.37844889595566,0.82751612676553,0.455783032034664
"S004","S012",47.9616077531101,0.980761837492496,0.362157991450127,0.937165954396325,0.760028594446316
"S004","S013",204.224109528945,0.669862036900115,0.509889132265899,0.939547472333226,0.706432880499747
"S004","S014",690.267457614743,0.462997437283189,0.743748691530466,0.914078382232014,0.70694150368189
"S004","S015",1777.37629320653,0.0982780394112127,0.358447137679111,0.880446104935954,0.445723760675426
"S004","S016",150.962010646766,0.973032572010202,0.567307532756965,0.933089311001992,0.824476471923053
"S004","S017",77.5984330920855,0.956820454505515,0.394758611899017,0.895260049543462,0.748946371982665
"S004","S018",857.659105665589,0.504980683708593,0.377256607200006,0.865483141449191,0.582573477452597
"S004","S019",1808.26491110525,0.17144637539303,0.13272084332332,0.789392593254012,0.364519937323454
"S004","S020",1796.61377917164,0.0971575835176834,0.705709369574827,0.725518315520957,0.509461756204489
"S004","S021",136.377202402488,0.899803906994211,0.619254249719685,0.908744110534507,0.809267422416134
"S004","S022",881.137483610408,0.346997549930382,0.288217498889191,0.852635325945651,0.495950124921741
"S004","S023",341.618236201428,0.877522716256744,0.426478122362416,0.877993702235156,0.727331513618105
"S004","S024",186.474392939426,0.852179293585864,0.606509296757162,0.89100568813672,0.783231426159916
"S004","S025",1077.74103739528,0.262790950379256,0.21273185582188,0.854728601304209,0.443417135835115
"S004","S026",1921.86475615899,0.0971575835176834,0.446456275247802,0.772878970725883,0.438830943163789
"S004","S027",930.700450252699,0.207185027863598,0.255747082460154,0.881656170491026,0.448196093604926
"S004","S028",101.269823962251,0.747560642728305,0.67763188911405,0.878026433848833,0.767739655230396
"S004","S029",1726.6785326163,0.107953226777388,0.362937255520558,0.790705709464701,0.420532063920882
"S004","S030",164.357549953333,0.454144652376096,0.747700134577628,0.872057456714028,0.691300747889251
"S004","S031",84.4837275223444,0.619057206474045,0.862897043640558,0.921724932706026,0.801226394273543
"S004","S032",172.112826410968,0.75602187316942,0.766083944939891,0.940375823824699,0.820827213978003
"S004","S033",859.997737486887,0.406610771991918,0.244429900104072,0.909365037659327,0.520135236585106
"S004","S034",1749.89440378723,0.106852584591912,0.153953910548949,0.85046145206382,0.370422649068227
"S004","S035",867.622074935337,0.506309350656314,0.535353766141534,0.911618005729774,0.651093707509207
"S004","S036",372.358154564377,0.869220168245595,0.136061730963042,0.878981130367839,0.628087676525492
"S004","S037",970.756683990639,0.296143176027071,0.448568715663992,0.891396620972645,0.545369504221236
"S004","S038",1167.7469477021,0.308462504025913,0.147669309293547,0.835648263627976,0.430593358982479
"S004","S039",239.706012331252,0.747967842201892,0.36063819473481,0.949097034415703,0.685901023784135
"S004","S040",2061.27264068411,0.0971575835176834,0.212398528041804,0.760683397905756,0.356746503155081
"S004","S041",800.717057964047,0.731125002297989,0.471597344942674,0.833601988089559,0.678774778443407
"S004","S042",1868.15639852945,0.0971575835176834,0.25161430340054,0.786745921793875,0.378505936237366
"S004","S043",835.0749154628,0.387017573034451,0.255902100590164,0.851135081246608,0.498018251623741
"S004","S044",59.6958241006922,0.704179139692248,0.516713030495298,0.919122497901806,0.71333822269645
"S004","S045",2051.09404155007,0.0971575835176834,0.31887312651911,0.788414968473734,0.401481892836843
"S004","S046",205.276821804193,0.51195986239123,0.61180589333297,0.872348359132124,0.665371371618774
"S004","S047",213.445432661109,0.863991271688326,0.441832206200283,0.888518542544474,0.731447340144361
"S004","S048",1658.68767591801,0.135961266361101,0.130657243968538,0.754775138800659,0.340464549710099
"S004","S049",118.882898045508,0.916348976291226,0.685113900120908,0.889034001458015,0.830165625956716
"S004","S050",1932.71343732822,0.135295267063387,0.826131098547297,0.721944363019505,0.561123576210063
"S004","S051",864.79645016545,0.591043560231529,0.498181418547907,0.903006452409266,0.664077143729567
"S004","S052",991.961983919985,0.376815382733126,0.461337390254205,0.87932111038034,0.57249129445589
"S004","S053",930.9888567566,0.543327190848843,0.35469973018483,0.920780098723726,0.6062690065858
"S004","S054",221.682739034527,0.813631644795207,0.631895892116107,0.872834631689283,0.772787389533532
"S004","S055",1016.76074733586,0.393567409584831,0.57815358344179,0.816781679714824,0.596167557580482
"S004","S056",222.489480141789,0.99672708777794,0.298760292237396,0.915164091985083,0.73688382400014
"S004","S057",1892.9582028542,0.118245880985985,0.117021965368694,0.782839549787,0.339369132047226
"S004","S058",928.74344440929,0.341380617988507,0.236385953566171,0.881939839174614,0.48656880357643
"S004","S059",752.912334607751,0.434039116144356,0.229845043796974,0.879202364538297,0.514362174826543
"S004","S060",1888.70311525641,0.118057397762626,0.558462617599794,0.757861264312676,0.478127093225032
"S005","S006",204.43900786935,0.741517667182848,0.326794782479356,0.922082674357646,0.66346504133995
"S005","S007",1932.58567457412,0.0755433005840262,0.20210550834432,0.747463794568679,0.341704201165675
"S005","S008",1084.60180602131,0.241583268764174,0.422020482883698,0.843836554547681,0.502480102065184
"S005","S009",272.78733347104,0.879404245089164,0.812266671424058,0.938809315442166,0.876826743985129
"S005","S010",2110.16742035928,0.0511865521203679,0.69123315171948,0.726213669080782,0.48954445764021
"S005","S011",162.809110154782,0.602027086571466,0.892744316489442,0.95700063052473,0.817257344528546
"S005","S012",1997.38691203674,0.0990633809387253,0.153524687297677,0.783930051993301,0.345506040076568
"S005","S013",2140.84360449769,0.0650821767954484,0.2161503306172,0.775552740505241,0.352261749305963
"S005","S014",1260.19559674644,0.209844754406832,0.569972541411459,0.898568059886351,0.55946178523488
"S005","S015",174.837255723052,0.988599122446459,0.845561047593668,0.927759554883617,0.920639908307914
"S005","S016",2079.20547071108,0.0945374933805075,0.240490928335966,0.770803381444131,0.368610601053535
"S005","S017",1884.42355097124,0.0929623632200474,0.167344622735482,0.777820469723899,0.346042485226476
"S005","S018",1158.92897214283,0.192398613753214,0.889931759704102,0.896692071713513,0.659674148390276
"S005","S019",163.67892338759,0.566693715716975,0.313082637636923,0.929027624539162,0.602934659297686
"S005","S020",219.516124056741,1,0.60069534309636,0.8614257809017,0.820707041332687
"S005","S021",2072.37663006036,0.0874227732433279,0.262511990044169,0.792302408799563,0.38074572402902
"S005","S022",1082.45437653773,0.279995013040225,0.679892415583302,0.87142853778579,0.610438655469772
"S005","S023",2282.41433328109,0.0852579865933789,0.180791041260253,0.728891555470878,0.33164686110817
"S005","S024",2123.45216624348,0.082795680888609,0.698944491287488,0.732058077712431,0.504599416629509
"S005","S025",962.379744232012,0.369714342816855,0.501825100431751,0.87344360613784,0.581661016462149
"S005","S026",58.1720744151511,1,0.94951365987134,0.91977649126687,0.956430050379403
"S005","S027",1068.38760448969,0.468941141739488,0.603296129979487,0.879032756328129,0.650423342682368
"S005","S028",2028.18876470538,0.0726311855804084,0.287259224800221,0.74316268387802,0.367684364752883
"S005","S029",246.55678844452,0.899997030362362,0.856153038285562,0.960317204566111,0.905489091071345
"S005","S030",2113.93127352402,0.0441235969923398,0.316962298398624,0.743612257660342,0.368232717683769
"S005","S031",2023.74456821114,0.0601461022402258,0.491271044451104,0.771048412195045,0.440821852962125
"S005","S032",1976.1561841201,0.128511603917458,0.324755495853428,0.781311363044734,0.411526154271874
"S005","S033",1114.29989604605,0.23894493262371,0.576599394079244,0.831963559918617,0.549169295540524
"S005","S034",236.346687806689,0.909267509894535,0.36317051023978,0.925875914198038,0.732771311444118
"S005","S035",1115.9721333529,0.191893717530085,0.791843372912771,0.879099752786298,0.620945614409718
"S005","S036",2064.95556864841,0.0844513310915762,0.0576787898995135,0.722808447438789,0.288312856143293
"S005","S037",1006.49456809819,0.328076387986067,0.945042124160545,0.919434096508025,0.730850869551545
"S005","S038",830.189249134781,0.314973723709127,0.348345412024087,0.856014171485202,0.506444435739472
"S005","S039",2085.43985692944,0.0726707480972718,0.152880420648912,0.779845661521617,0.335132276755934
"S005","S040",201.871988541571,1,0.501038794844998,0.925204582433742,0.808747792426247
"S005","S041",1167.50892640306,0.13288778692058,0.89889465330768,0.924202384047635,0.651994941425298
"S005","S042",140.770657228546,1,0.593547085772449,0.912986374972352,0.8355111535816
"S005","S043",1188.28790794092,0.251041787988874,0.603661810936673,0.780624438872316,0.545109345932621
"S005","S044",1890.00319248854,0.137972822597592,0.21904309252375,0.758056254706546,0.371690723275963
"S005","S045",104.515806015641,1,0.752207694151941,0.918788272940333,0.890331989030758
"S005","S046",2154.60020408005,0.0497407830879776,0.259354510126155,0.723208901772072,0.344101398328735
"S005","S047",2156.37627399191,0.112452042863613,0.187299888160227,0.730919621135962,0.343557184053267
"S005","S048",362.268164018472,0.714597518234652,0.308214697433687,0.840903810326534,0.621238675331624
"S005","S049",1987.10884213663,0.106026836970903,0.618753074208908,0.73613166124277,0.48697052414086
"S005","S050",154.170642142709,0.718115168597614,0.513134456054855,0.858407618808926,0.696552414487132
"S005","S051",1134.77144457039,0.164383118360386,0.850927626162158,0.822468375783228,0.612593040101924
"S005","S052",1003.69049237848,0.257838686979756,0.918885702391219,0.848190017496073,0.674971468955682
"S005","S053",1057.19220521048,0.178819659965653,0.836721077975996,0.877586425146628,0.631042387696092
"S005","S054",2135.78918518639,0.0790504844818205,0.670864199581115,0.729552533131079,0.493155739064671
"S005","S055",933.310337470815,0.246863894599844,0.733224430365825,0.920430128562368,0.633506151176012
"S005","S056",2026.04163199078,0.0968395952751226,0.12664936719759,0.801289578835663,0.341592847102792
"S005","S057",204.291453270696,0.821657234125553,0.276049674351716,0.919280628303302,0.672329178926857
"S005","S058",1059.86339247544,0.28460193226598,0.557624077647887,0.854356511240364,0.56552750705141
"S005","S059",1238.10873357658,0.22384522478239,0.542194358910368,0.840371014167856,0.535470199286871
"S005","S060",64.0607518730315,0.822969041830267,0.759077364399086,0.900557642746566,0.827534682991973
"S006","S007",1964.34553308732,0.101876602442971,0.0660470256372617,0.797693810465798,0.321872479515344
"S006","S008",1050.63686892834,0.325795701782791,0.774357633654041,0.911629503336055,0.670594279590963
"S006","S009",154.219515809105,0.843204557316715,0.265444510203255,0.976935899918876,0.695194989146282
"S006","S010",2137.39085411979,0.0690294437822828,0.225891387458687,0.761784218220315,0.352235016487095
"S006","S011",165.635640114861,0.811885020701758,0.366056413290222,0.962053234532791,0.713331556174923
"S006","S012",2030.38084431668,0.133595442594219,0.0501710667906553,0.815516132868935,0.333094214084603
"S006","S013",2180.73851279722,0.087768882220577,0.0706368002768886,0.78750785596764,0.315304512821702
"S006","S014",1303.82328970178,0.282993600414226,0.186264052689763,0.906485552962764,0.458581068688918
"S006","S015",303.472271500043,0.750069113300278,0.38648277780695,0.902681031148612,0.679744307418613
"S006","S016",2120.0568789257,0.127491896099619,0.0785911806138101,0.782114098280745,0.329399058331391
"S006","S017",1922.94193876265,0.125367698349288,0.0546873495859317,0.822921383799528,0.334325477244916
"S006","S018",1154.78675976692,0.259465987485057,0.367213304745988,0.960654586012597,0.529111292747881
"S006","S019",207.48651374719,0.7642349478603,0.958040502549029,0.935937802981553,0.886071084463627
