"dryad_dataset_doi","dryad_version_id","dryad_file_id","file_path","file_size","mime_type","file_status","download_href","candidate_score","candidate_keep","query_term","source_title","source_authors","source_subjects","source_abstract","file_supported_tabular","file_supported_container"
"doi:10.5061/dryad.jwstqjqbr",173362,1444881,"CardouEtAl_2022_CoVitas_Trait-Env_predictors.csv",8650,"application/vnd.ms-excel","copied","/api/v2/files/1444881/download",49,TRUE,"""specific root length"" plant","Data from: Above- and belowground drivers of intraspecific trait variability across subcontinental gradients for five ubiquitous forest plants in North America","Isabelle Aubin; Françoise Cardou; Alison Munson; Madhur Anand; André Arsenault; F. Wayne Bell; Yves Bergeron; Isabelle Boulangeat; Sylvain Delagrange; Nicole J. Fenton; Dominique Gravel; François Hébert; Jill Johnstone; S. Ellen Macdonald; Azim Mallik; Anne C.S. McIntosh; Jennie R. McLaren; Christian Messier; Dave Morris; Bill Shipley; Luc Sirois; Nelson Thiffault; Laura Boisvert-Marsh; Bright B. Kumordzi","Biological sciences; environmental matching; Plant nutrient concentration; specific leaf area (SLA); specific root length (SRL); functional ecology; edaphic conditions; canopy structure; biotic interaction; Understory plants; Aralia nudicaulis; Cornus canadensis; Maianthemum canadense; Trientalis borealis; Vaccinium angustifolium","Intraspecific trait variability (ITV) provides the material for species adaptation to environmental changes. To advance our understanding of how ITV can contribute to species adaptation to a wide range of environmental conditions, we studied five widespread understory forest species exposed to both continental-scale climate gradients, and local soil and disturbance gradients. We investigated the environmental drivers of between-site leaf and root trait variation, and tested whether higher between-site ITV was associated with increased trait sensitivity to environmental variation (i.e. environmental fit). We measured morphological (specific leaf area: SLA, specific root length: SRL) and chemical traits (Leaf and Root N, P, K, Mg, Ca) of five forest understory vascular plant species at 78 sites across Canada. A total of 261 species-by-site combinations spanning ~4300 km were sampled, capturing important abiotic and biotic environmental gradients (neighbourhood composition, canopy structure, soil conditions, climate). We used multivariate and univariate linear mixed models to identify drivers of ITV and test the association of between-site ITV with environmental fit. Between-site ITV of leaf traits was primarily driven by canopy structure and climate. Comparatively, environmental drivers explained only a small proportion of variability in root traits: these relationships were trait-specific and included soil conditions (Root P), canopy structure (Root N) and neighbourhood composition (SRL, Root K). Between-site ITV was associated with increased environmental fit only for a minority of traits, primarily in response to climate (SLA, Leaf N, SRL). Synthesis. By studying how ITV is structured along environmental gradients among species adapted to a wide range of conditions, we can begin to understand how individual species might respond to environmental change. Our results show that generalizable trait-environment relationships occur primarily aboveground and only accounted for a small proportion of variability. For our group of species with broad ecological niches, variability in traits was only rarely associated with higher environmental fit, and primarily along climatic gradients. These results point to promising research avenues on the various ways in which trait variation can affect species performance along different environmental gradients.",TRUE,FALSE
"doi:10.5061/dryad.jwstqjqbr",173362,1444880,"CardouEtAl_2022_CoVitas_Trait-Env_TraitData.csv",145673,"application/vnd.ms-excel","copied","/api/v2/files/1444880/download",49,TRUE,"""specific root length"" plant","Data from: Above- and belowground drivers of intraspecific trait variability across subcontinental gradients for five ubiquitous forest plants in North America","Isabelle Aubin; Françoise Cardou; Alison Munson; Madhur Anand; André Arsenault; F. Wayne Bell; Yves Bergeron; Isabelle Boulangeat; Sylvain Delagrange; Nicole J. Fenton; Dominique Gravel; François Hébert; Jill Johnstone; S. Ellen Macdonald; Azim Mallik; Anne C.S. McIntosh; Jennie R. McLaren; Christian Messier; Dave Morris; Bill Shipley; Luc Sirois; Nelson Thiffault; Laura Boisvert-Marsh; Bright B. Kumordzi","Biological sciences; environmental matching; Plant nutrient concentration; specific leaf area (SLA); specific root length (SRL); functional ecology; edaphic conditions; canopy structure; biotic interaction; Understory plants; Aralia nudicaulis; Cornus canadensis; Maianthemum canadense; Trientalis borealis; Vaccinium angustifolium","Intraspecific trait variability (ITV) provides the material for species adaptation to environmental changes. To advance our understanding of how ITV can contribute to species adaptation to a wide range of environmental conditions, we studied five widespread understory forest species exposed to both continental-scale climate gradients, and local soil and disturbance gradients. We investigated the environmental drivers of between-site leaf and root trait variation, and tested whether higher between-site ITV was associated with increased trait sensitivity to environmental variation (i.e. environmental fit). We measured morphological (specific leaf area: SLA, specific root length: SRL) and chemical traits (Leaf and Root N, P, K, Mg, Ca) of five forest understory vascular plant species at 78 sites across Canada. A total of 261 species-by-site combinations spanning ~4300 km were sampled, capturing important abiotic and biotic environmental gradients (neighbourhood composition, canopy structure, soil conditions, climate). We used multivariate and univariate linear mixed models to identify drivers of ITV and test the association of between-site ITV with environmental fit. Between-site ITV of leaf traits was primarily driven by canopy structure and climate. Comparatively, environmental drivers explained only a small proportion of variability in root traits: these relationships were trait-specific and included soil conditions (Root P), canopy structure (Root N) and neighbourhood composition (SRL, Root K). Between-site ITV was associated with increased environmental fit only for a minority of traits, primarily in response to climate (SLA, Leaf N, SRL). Synthesis. By studying how ITV is structured along environmental gradients among species adapted to a wide range of conditions, we can begin to understand how individual species might respond to environmental change. Our results show that generalizable trait-environment relationships occur primarily aboveground and only accounted for a small proportion of variability. For our group of species with broad ecological niches, variability in traits was only rarely associated with higher environmental fit, and primarily along climatic gradients. These results point to promising research avenues on the various ways in which trait variation can affect species performance along different environmental gradients.",TRUE,FALSE
"doi:10.5061/dryad.jwstqjqbr",173362,1444882,"README_for_Cardou_Aubin_Munson_CoVitas_ms2_Metadata.xlsx",629919,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","copied","/api/v2/files/1444882/download",49,TRUE,"""specific root length"" plant","Data from: Above- and belowground drivers of intraspecific trait variability across subcontinental gradients for five ubiquitous forest plants in North America","Isabelle Aubin; Françoise Cardou; Alison Munson; Madhur Anand; André Arsenault; F. Wayne Bell; Yves Bergeron; Isabelle Boulangeat; Sylvain Delagrange; Nicole J. Fenton; Dominique Gravel; François Hébert; Jill Johnstone; S. Ellen Macdonald; Azim Mallik; Anne C.S. McIntosh; Jennie R. McLaren; Christian Messier; Dave Morris; Bill Shipley; Luc Sirois; Nelson Thiffault; Laura Boisvert-Marsh; Bright B. Kumordzi","Biological sciences; environmental matching; Plant nutrient concentration; specific leaf area (SLA); specific root length (SRL); functional ecology; edaphic conditions; canopy structure; biotic interaction; Understory plants; Aralia nudicaulis; Cornus canadensis; Maianthemum canadense; Trientalis borealis; Vaccinium angustifolium","Intraspecific trait variability (ITV) provides the material for species adaptation to environmental changes. To advance our understanding of how ITV can contribute to species adaptation to a wide range of environmental conditions, we studied five widespread understory forest species exposed to both continental-scale climate gradients, and local soil and disturbance gradients. We investigated the environmental drivers of between-site leaf and root trait variation, and tested whether higher between-site ITV was associated with increased trait sensitivity to environmental variation (i.e. environmental fit). We measured morphological (specific leaf area: SLA, specific root length: SRL) and chemical traits (Leaf and Root N, P, K, Mg, Ca) of five forest understory vascular plant species at 78 sites across Canada. A total of 261 species-by-site combinations spanning ~4300 km were sampled, capturing important abiotic and biotic environmental gradients (neighbourhood composition, canopy structure, soil conditions, climate). We used multivariate and univariate linear mixed models to identify drivers of ITV and test the association of between-site ITV with environmental fit. Between-site ITV of leaf traits was primarily driven by canopy structure and climate. Comparatively, environmental drivers explained only a small proportion of variability in root traits: these relationships were trait-specific and included soil conditions (Root P), canopy structure (Root N) and neighbourhood composition (SRL, Root K). Between-site ITV was associated with increased environmental fit only for a minority of traits, primarily in response to climate (SLA, Leaf N, SRL). Synthesis. By studying how ITV is structured along environmental gradients among species adapted to a wide range of conditions, we can begin to understand how individual species might respond to environmental change. Our results show that generalizable trait-environment relationships occur primarily aboveground and only accounted for a small proportion of variability. For our group of species with broad ecological niches, variability in traits was only rarely associated with higher environmental fit, and primarily along climatic gradients. These results point to promising research avenues on the various ways in which trait variation can affect species performance along different environmental gradients.",FALSE,FALSE
"doi:10.5061/dryad.fr8sp",11572,47004,"Species SLA and SRLs.xls",82944,"application/vnd.ms-excel","created","/api/v2/files/47004/download",49,TRUE,"""specific root length"" plant","Data from: Functional correlations between specific leaf area and specific root length along a regional environmental gradient in Inner Mongolia grasslands","Junhui Cheng; Pengfei Chu; Dima Chen; Yongfei Bai","divergence time; environmental gradient; Specific leaf area; specific root length; trait-gradient analysis; evolutionary history; root branching order","Among above- and belowground traits, specific leaf area (SLA, cm2 g−1) and specific root length (SRL, m g−1) are the two key traits reflecting species resource acquisition strategies. However, patterns of variation in SLA and SRL have rarely been examined simultaneously across evolutionary history and environmental gradients, and the SLA-SRL relationship is still controversial on several grounds. We examined the inter- and intraspecific variations in SLA and SRL of different root branching orders and the SLA-SRL relationship across 55 species and 21 plant communities of four vegetation types along a 2,000-km transect in the Inner Mongolia grassland. With increasing root branching order, the interspecific variation in SRL increased but the intraspecific variation in SRL decreased considerably, and the form of SLA-SRL relationship shifted from positive to negative. This indicates that acquisition of soil resources (e.g. water and nutrients) is a fundamental strategy for plant investment to root length. When inter- and intraspecific variations in SLA and SRLs were partitioned into alpha (within-community) and beta (among-community) components, the alpha component exhibited substantially greater inter- and intraspecific variations than the beta component. Across the transect, the evolutionarily late diverged species in phylogenetic tree evolved toward low SLA and SRL-1 (SRL for first-order roots) and tended to distribute in resource-poor conditions along the environmental gradient. The early diverged species, in contrast, had high SLA and SRL-1 and mostly distributed in resource-rich conditions. Our findings suggest that patterns of inter- and intraspecific variations in SLA and SRL of different root branching orders and the form of SLA-SRL relationship could be well explained by within- and among-community filtering processes and species divergence time. Coordination and trade-offs between leaves and roots do not mutually exclude but operate simultaneously at different scales and among different root branching orders in arid and semiarid grasslands.",FALSE,FALSE
"doi:10.5061/dryad.9n859",3511,21646,"Species abundance and functional trait_2016-09-25.xlsx",700182,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","created","/api/v2/files/21646/download",49,TRUE,"""leaf nitrogen"" plant","Data from: Patterns and thresholds of grazing-induced changes in community structure and ecosystem functioning: species-level responses and the critical role of species traits","Wenhuai Li; Fengwei Xu; Shuxia Zheng; Friedhelm Taube; Yongfei Bai","plant strategy; semi-arid regions; grassland management; topographic location; grazing intensity; Specific leaf area; leaf nitrogen content; ecological threshold","Overgrazing has resulted in widespread decline in biodiversity and ecosystem functioning in grasslands worldwide in recent decades. However, few studies have examined the patterns and thresholds of grazing-induced changes in community structure and ecosystem functioning along a grazing gradient and based on species-level responses and plant functional traits. To identify the thresholds of grazing intensity at both species and community levels, we conducted a grazing manipulation experiment with seven levels of grazing intensity (0–9 sheep ha-1) and two topographies (flat versus slope) in a typical steppe. Four plant functional traits were measured, including specific leaf area (SLA), plant height, leaf nitrogen content (LNC) and stem: leaf ratio (SLR). The threshold of grazing intensity that significantly altered community composition was at 3.75 sheep ha-1 for the flat system and 3.0 sheep ha-1 for the slope system. For both flat and slope systems, the threshold grazing intensity for changes in primary productivity was at 3.0 sheep ha-1, beyond which the productivity decreased substantially. At species level, the abundances of common species, most of which are perennial grasses, declined at moderate grazing intensities (3.0–4.5 sheep ha-1). The abundances of most rare species, which are perennial forbs, declined at low grazing intensities (1.5–3.0 sheep ha-1). Specific leaf area and leaf nitrogen content are good predictors of species-level responses to grazing. Low SLA and high LNC species are negatively affected by high grazing intensity, while high SLA and low LNC species are little affected by grazing. The negative effect of grazing intensity on species abundance was greater in the slope system than in the flat system. Synthesis and applications. Our results indicate that the structural and functioning thresholds of grazing intensity depend on plant traits and species composition, which is mediated by topographic location. These findings, integrating plant functional traits and threshold approaches, have important implications for determining sustainable grazing intensity in grassland management and biodiversity conservation in semi-arid regions.",FALSE,FALSE
"doi:10.5061/dryad.rxwdbrv8w",137965,929443,"geb13381-LT-Brazil-v.1.1.1.zip",121972,"application/x-zip-compressed","copied","/api/v2/files/929443/download",49,TRUE,"""leaf nitrogen"" plant; ""leaf phosphorus"" plant","LT-Brazil: A database of leaf traits across biomes and vegetation types in Brazil","Eduardo Mariano; Taciana Gomes; Silvia Lins; Adibe Abdalla-Filho; Amin Soltangheisi; Maria Araújo; Rodrigo Almeida; Fernanda Augusto; Luiza Canisares; Siglea Chaves; Cristiane Costa; Thaís Diniz-Reis; Leonardo Galera; Melissa Martinez; Maristela Morais; Elen Perez; Lucas Reis; Carla Simon; Silvia Mardegan; Tomas Domingues; Raquel Miatto; Rafael Oliveira; Carla Reis; Gabriela Nardoto; Jens Kattge; Luiz Martinelli","Natural sciences; leaf mass per area; leaf nitrogen; leaf phosphorus; leaf N:P ratio; climatic parameters; Chemical soil properties; woody species; Leaf traits","Motivation: Leaf traits represent an important component of plant functional strategies, and those related to carbon fixation and nutrient acquisition form the leaf economics spectrum. However, observations of functional leaf traits are underrepresented in tropical regions in comparison with those in temperate areas. Brazil, a country with continental scale and vast biodiversity is a timely example, where many biomes are impacted by human activities and climate change. However, leaf traits relevant to understand vegetation responses to these impacts remain poorly quantified for many species found in the country. We compiled an extensive data set of four functional leaf traits for native woody species occurring in the Brazilian territory. In addition to trait observations, sampling dates and geo-references were compiled and climatic parameters and soil properties of each sampling site were extracted from several databases. Main types of variables contained: The LT-Brazil data set contains 3479, 1216, 775, and 775 clean observations of leaf mass per area, leaf nitrogen (N) concentration per unit mass, leaf phosphorus (P) concentration per unit mass, and leaf N : P ratio, respectively, from native woody species, encompassing information of biome, vegetation, taxonomic data, geographical coordinates, climatic parameters, as well as soil properties. Spatial location and grain: We compiled trait observations from 223 sites under native vegetation distributed in all main biomes (i.e., Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, and Pantanal) across the Brazilian territory. Time period and grain: The data represent information published and/or sampled during the last 25 years. Major taxa and level of measurement: Our compilation was focused on trait data observed for native woody species, excluding monocots, palm trees, herbs, and hemiparasitic plants. Thus, 108, 478, and 1321 botanical families, genera, and species were included, covering c. 9% of the woody angiosperm flora of Brazil. Software format: Data are provided as comma-separated value (.csv) files.",FALSE,TRUE
"doi:10.5061/dryad.d7wm37q6j",256276,2592712,"Data.zip",2023134,"application/x-zip-compressed","copied","/api/v2/files/2592712/download",49,TRUE,"""photosynthetic rate"" plant; ""growth form"" plant trait","Morphology, anatomy and photosynthesis data for two leaf types of Ficus pumila","Jun-Yin Deng; Yong-Jin Wang; Lu-Fan Chen; Tong Luo; Rong Wang; Xiao-Yong Chen","Natural sciences; Heteromorphic leaves; Functional divergent traits; ecological adaptation","Plants that display heteroblasty possess conspicuous variations in leaf morphology between their juvenile and adult phases, with certain species retaining juvenile-like leaves even in adulthood. Nevertheless, the ecological advantages of maintaining two or more distinct leaf types in heteroblastic plants at the adult stage remain unclear. The aim of this study is to examine the adaptive significance of heteroblastic leaves sampled from branches with divergent functions (sterile and fertile branches) of mature Ficus pumila individuals by comparing their morphological, anatomical, and physiological characteristics. Leaves on sterile branches (LSs) exhibited a significantly larger specific leaf area, thinner palisade and spongy tissues, lower chlorophyll contents, and lower light saturation points than leaves on fertile branches (LFs). These results demonstrate that LSs are better adapted to low light environments, while LFs are well equipped to take advantages of high light conditions. However, both LFs and LSs have a low light compensation point with no significant difference between them, indicating that they start to accumulate photosynthetic products under same light conditions. Interestingly, significant higher net photosynthetic rate was detected in LFs, showing they have higher photosynthetic capacity. Furthermore, LFs produced significant more nutrients compared to LSs, which may associate to their ability of accumulating more photosynthetic products under full light conditions and higher photosynthetic capacity. Overall, we observed a pattern of divergence in morphological features of leaves on two functional branches. Anatomical and physiological features indicate that LFs have an advantage in varied light conditions, providing amounts of photosynthetic products to support the sexual reproduction, while LSs adapt to low light environments. Our findings provide evidence that heteroblasty facilitates F. pumila to utilize varying light environments, likely associated with its growth form as a climbing plant. This strategy allows the plant to allocate resources more effectively and optimize its overall fitness.",FALSE,TRUE
"doi:10.5061/dryad.d7wm37q6j",256276,2592715,"README.md",806,"text/markdown","created","/api/v2/files/2592715/download",49,TRUE,"""photosynthetic rate"" plant; ""growth form"" plant trait","Morphology, anatomy and photosynthesis data for two leaf types of Ficus pumila","Jun-Yin Deng; Yong-Jin Wang; Lu-Fan Chen; Tong Luo; Rong Wang; Xiao-Yong Chen","Natural sciences; Heteromorphic leaves; Functional divergent traits; ecological adaptation","Plants that display heteroblasty possess conspicuous variations in leaf morphology between their juvenile and adult phases, with certain species retaining juvenile-like leaves even in adulthood. Nevertheless, the ecological advantages of maintaining two or more distinct leaf types in heteroblastic plants at the adult stage remain unclear. The aim of this study is to examine the adaptive significance of heteroblastic leaves sampled from branches with divergent functions (sterile and fertile branches) of mature Ficus pumila individuals by comparing their morphological, anatomical, and physiological characteristics. Leaves on sterile branches (LSs) exhibited a significantly larger specific leaf area, thinner palisade and spongy tissues, lower chlorophyll contents, and lower light saturation points than leaves on fertile branches (LFs). These results demonstrate that LSs are better adapted to low light environments, while LFs are well equipped to take advantages of high light conditions. However, both LFs and LSs have a low light compensation point with no significant difference between them, indicating that they start to accumulate photosynthetic products under same light conditions. Interestingly, significant higher net photosynthetic rate was detected in LFs, showing they have higher photosynthetic capacity. Furthermore, LFs produced significant more nutrients compared to LSs, which may associate to their ability of accumulating more photosynthetic products under full light conditions and higher photosynthetic capacity. Overall, we observed a pattern of divergence in morphological features of leaves on two functional branches. Anatomical and physiological features indicate that LFs have an advantage in varied light conditions, providing amounts of photosynthetic products to support the sexual reproduction, while LSs adapt to low light environments. Our findings provide evidence that heteroblasty facilitates F. pumila to utilize varying light environments, likely associated with its growth form as a climbing plant. This strategy allows the plant to allocate resources more effectively and optimize its overall fitness.",FALSE,FALSE
"doi:10.5061/dryad.n848j",13113,50524,"Data_Dryad_Prietoetal_2017.xlsx",59697,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","created","/api/v2/files/50524/download",48,TRUE,"""leaf carbon"" plant","Data from: Leaf carbon and oxygen isotopes are coordinated with the leaf economics spectrum in Mediterranean rangeland species","Iván Prieto; José I. Querejeta; Jules Segrestin; Florence Volaire; Catherine Roumet","stomatal conductance; Carex flacca; Stipa pennata; WUE; plant strategies; Lotus corniculatus; Centaurea pectinata; Sanguisorba minor; Thymus dolomiticus; Bromopsis erecta; Koeleria vallesiana; Prunella laciniata; Leaf traits; Carex humilis; Mediterranean ecosystems; Potentilla neumanniana; Festuca christiani-bernardii; Helianthemum canum; C and O isotopes; Coronilla minima; Hieracium pilosella","The leaf economics spectrum (LES) describes covariation of traits relevant to carbon and nutrient economics across plant species, but much less is known about the relationship between the LES and leaf water economy. We propose an approach combining the measurement of two leaf traits related to water use economy, leaf carbon (δ13C) and oxygen (δ18O) isotopic composition, and the measurement of leaf morphological and nutrient traits to investigate the link between leaf carbon and nutrient economics and water use. We tested the relationships between leaf traits linked to carbon and nutrient use within the LES and water use traits using leaf δ18O as a proxy of stomatal conductance (gs) and δ13C as a proxy of intrinsic water use efficiency (WUEi) across 15 Mediterranean rangeland species grown in an irrigated common garden and in a natural grassland in Southern France. The target species spanned a wide range of variation in leaf morphological and nutrient trait values and a wide range of leaf δ18O and δ13C values. PCA analysis revealed multiple associations among leaf morphology, nutrients and isotopic composition, with the first axis alone explaining 56.0% of the total variation across species. Leaf δ18O and δ13C covaried with leaf morphology and leaf nutrient concentrations along a single resource use axis. Species with high leaf δ18O and δ13C (low gs and high WUEi) exhibited a resource-conservative strategy (high LDMC, low leaf N, P and K) whereas species with low leaf δ18O and δ13C (high gs and low WUEi) showed a more resource-acquisitive strategy (high SLA and leaf N, P and K). These leaf trait syndromes and resource use strategies were strongly conserved across sites with contrasting environmental conditions, indicating that foliar δ18O and δ13C can be included as an integral part of the LES for this set of rangeland species. Overall, the data suggest a tight coupling and coordination between water, carbon and nutrient use strategies across herbaceous plant species. A dual δ18O and δ13C isotope approach combined with LES trait measurements is a promising tool to more comprehensively assess the diversity of resource use strategies among coexisting plant species.",FALSE,FALSE
"doi:10.5061/dryad.qp25093",65538,318504,"foliar_cover_updated_2.xls",1221120,"application/vnd.ms-excel","copied","/api/v2/files/318504/download",48,TRUE,"""specific leaf area"" plant; ""leaf nitrogen"" plant; ""leaf phosphorus"" plant","Data from: Leaf nutrients, not specific leaf area, are consistent indicators of elevated nutrient inputs","Jennifer Firn; James M. McGree; Eric Harvey; Habacuc Flores-Moreno; Martin Schütz; Yvonne M. Buckley; Elizabeth T. Borer; Eric W. Seabloom; Kimberly J. La Pierre; Andrew M. MacDougall; Suzanne M. Prober; Carly J. Stevens; Lauren L. Sullivan; Erica Porter; Emma Ladouceur; Charlotte Allen; Karine H. Moromizato; John W. Morgan; W. Stanley Harpole; Yann Hautier; Nico Eisenhauer; Justin P. Wright; Peter B. Adler; Carlos Alberto Arnillas; Jonathan D. Bakker; Lori Biederman; Arthur A. D. Broadbent; Cynthia S. Brown; Miguel N. Bugalho; Maria C. Caldeira; Elsa E. Cleland; Anne Ebeling; Philip A. Fay; Nicole Hagenah; Andrew R. Kleinhesselink; Rachel Mitchell; Joslin L. Moore; Carla Nogueira; Pablo Luis Peri; Christiane Roscher; Melinda D. Smith; Peter D. Wragg; Anita C. Risch","Leaf traits; edaphic conditions; climatic conditions; Nutrient Network; Specific leaf area; leaf nitrogen content; leaf phosphorus content; leaf potassium content; vertebrate consumers","Leaf traits are frequently measured in ecology to provide a ‘common currency’ for predicting how anthropogenic pressures impact ecosystem function. Here, we test whether leaf traits consistently respond to experimental treatments across 27 globally distributed grassland sites across 4 continents. We find that specific leaf area (leaf area per unit mass)—a commonly measured morphological trait inferring shifts between plant growth strategies—did not respond to up to four years of soil nutrient additions. Leaf nitrogen, phosphorus and potassium concentrations increased in response to the addition of each respective soil nutrient. We found few significant changes in leaf traits when vertebrate herbivores were excluded in the short-term. Leaf nitrogen and potassium concentrations were positively correlated with species turnover, suggesting that interspecific trait variation was a significant predictor of leaf nitrogen and potassium, but not of leaf phosphorus concentration. Climatic conditions and pretreatment soil nutrient levels also accounted for significant amounts of variation in the leaf traits measured. Overall, we find that leaf morphological traits, such as specific leaf area, are not appropriate indicators of plant response to anthropogenic perturbations in grasslands.",FALSE,FALSE
"doi:10.5061/dryad.qp25093",65538,318505,"NutNet1(1).zip",554438,"application/zip","copied","/api/v2/files/318505/download",48,TRUE,"""specific leaf area"" plant; ""leaf nitrogen"" plant; ""leaf phosphorus"" plant","Data from: Leaf nutrients, not specific leaf area, are consistent indicators of elevated nutrient inputs","Jennifer Firn; James M. McGree; Eric Harvey; Habacuc Flores-Moreno; Martin Schütz; Yvonne M. Buckley; Elizabeth T. Borer; Eric W. Seabloom; Kimberly J. La Pierre; Andrew M. MacDougall; Suzanne M. Prober; Carly J. Stevens; Lauren L. Sullivan; Erica Porter; Emma Ladouceur; Charlotte Allen; Karine H. Moromizato; John W. Morgan; W. Stanley Harpole; Yann Hautier; Nico Eisenhauer; Justin P. Wright; Peter B. Adler; Carlos Alberto Arnillas; Jonathan D. Bakker; Lori Biederman; Arthur A. D. Broadbent; Cynthia S. Brown; Miguel N. Bugalho; Maria C. Caldeira; Elsa E. Cleland; Anne Ebeling; Philip A. Fay; Nicole Hagenah; Andrew R. Kleinhesselink; Rachel Mitchell; Joslin L. Moore; Carla Nogueira; Pablo Luis Peri; Christiane Roscher; Melinda D. Smith; Peter D. Wragg; Anita C. Risch","Leaf traits; edaphic conditions; climatic conditions; Nutrient Network; Specific leaf area; leaf nitrogen content; leaf phosphorus content; leaf potassium content; vertebrate consumers","Leaf traits are frequently measured in ecology to provide a ‘common currency’ for predicting how anthropogenic pressures impact ecosystem function. Here, we test whether leaf traits consistently respond to experimental treatments across 27 globally distributed grassland sites across 4 continents. We find that specific leaf area (leaf area per unit mass)—a commonly measured morphological trait inferring shifts between plant growth strategies—did not respond to up to four years of soil nutrient additions. Leaf nitrogen, phosphorus and potassium concentrations increased in response to the addition of each respective soil nutrient. We found few significant changes in leaf traits when vertebrate herbivores were excluded in the short-term. Leaf nitrogen and potassium concentrations were positively correlated with species turnover, suggesting that interspecific trait variation was a significant predictor of leaf nitrogen and potassium, but not of leaf phosphorus concentration. Climatic conditions and pretreatment soil nutrient levels also accounted for significant amounts of variation in the leaf traits measured. Overall, we find that leaf morphological traits, such as specific leaf area, are not appropriate indicators of plant response to anthropogenic perturbations in grasslands.",FALSE,TRUE
"doi:10.5061/dryad.r80tb",12882,49993,"DATA DOMBROSKIE TRACEY AND AARSSEN.xlsx",62683,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","created","/api/v2/files/49993/download",48,TRUE,"""fruit mass"" plant","Data from: Leafing intensity and the fruit size/number trade-off in woody angiosperms","Sarah L. Dombroskie; Amanda J. Tracey; Lonnie W. Aarssen","Viburnum rafinesquianum Schultes; Juglans nigra L.; fruiting intensity; Aesculus hippocastanum L.; Tilia americana L.; Viburnum alnifolium Marshall; Staphylea trifolia L.; Prunus serotina Ehrh.; Acer saccharum Marshall; Fraxinus americana L.; Prunus virginiana L.; Sambucus canadensis L.; Zanthoxylum americanum Miller; Carpinus caroliniana Walter; Syringa vulgaris L.; Acer spicatum Lam; Cornus racemosa Lam.; Cornus rugosa Lam.; fecundity allocation; Alnus incana (L.) Moench; Acer pensylvanicum L.; Lonicera tatarica L.; reproductive economy; Sorbus americana Marshall; Corylus cornuta Marshall; Quercus alba L.; Betula alleghaniensis Britton; Viburnum acerifolium L.; axillary meristems; Carya cordiformis (Wangenh.) K. Koch.; Betula papyrifera Marshall; Quercus macrocarpa Michx.; plant body size; Viburnum trilobum Marshall; Lonicera dioica; Catalpa speciosa Warder; Carya ovata (Miller) K. Koch.; Ribes cynosbati L.; Acer saccharinum L.; Ostrya virginiana (Miller) K. Koch; Ribes americanum (Miller.); Viburnum lentago L.; Robinia pseudoacacia L.; Fagus grandifolia Ehrh.; Plant development; fruit size; Rhus typhina L.; Rhamnus cathartica L.; Acer negundo L.; leaf size; Ilex verticillata (L) A. Gray; Quercus rubra L.; Cornus sericea L.; Crataegus L.","A sample of woody angiosperm species was used to test a central prediction of the ‘leafing intensity premium’ hypothesis: higher leafing intensity (number of leaves produced per unit dry mass of shoot vegetative tissue produced in the same growing season) confers a larger bud bank (i.e. number of axillary meristems per unit shoot tissue) that can be deployed for reproduction, and thus confers generally greater fruit numbers, and hence higher potential fecundity allocation (i.e. fecundity per unit size of the supporting shoot tissue that is produced in the same growing season. Current-year shoots (i.e. bearing leaves) were collected to record: shoot dry mass, total number of leaves, total number of fruits or fruit clusters (if derived from inflorescences), mean individual leaf dry mass and mean individual fruit dry mass. Sampled individuals (shrubs and trees) were also measured for body size (main stem height and circumference). Species with larger individual fruit (or fruit cluster) mass have generally larger leaves, but they also have a negative trade-off relationship with ‘fruiting intensity’ – that is the total number of reproductive meristems producing fruits (or fruit clusters) per unit dry mass of shoot vegetative tissue produced in the same growing season. Variation in fruiting intensity, however, is better predicted by a positive relationship with variation in bud bank size. Species with smaller leaf size (dry mass) have generally higher leafing intensity; species with higher leafing intensity in turn have generally higher fruiting intensity; and species with higher fruiting intensity in turn have generally higher potential fecundity allocation (based on the typical species maximum number of seeds per fruit, obtained from published floras). Species with smaller body size have generally higher potential fecundity allocation, but body size had no significant relationships with other measured traits when controlling for phylogeny (using phylogenetically independent contrasts). Synthesis. Our results indicate that bud bank size is an important functional trait for defining adaptive strategy in woody angiosperms. A larger bud bank is generated by higher leafing intensity, which in turn generates higher fruiting intensity, thus generating greater potential fecundity allocation. These traits will be important for maximizing reproductive economy – that is capacity to produce offspring despite growth or body size limitation (e.g. due to crowding/competition, or because of limited time available for growth, flowering, pollination or fruit/seed maturation).",FALSE,FALSE
