"query_term","dryad_dataset_doi","dryad_dataset_id","title","authors","abstract","source_subjects","field_of_science","storage_size","latest_version_id","fetch_page"
"""stem density"" plant","doi:10.5061/dryad.4mw6m90dr",99325,"Landscape structure, predictability of forest regeneration trajectories, and recovery rate on secondary forests","Kátia F. Rito; Michelle Farfán; Iván C. Navía; Francisco Mora; Víctor Arroyo-Rodríguez","Abandonment of agricultural lands promotes the global expansion of secondary forests, which are critical for preserving biodiversity and ecosystem functions and services. Such roles largely depend, however, on two essential successional attributes, trajectory and recovery rate, which are expected to depend on landscape-scale forest cover in non- linear ways. This dataset is the synthesis outcome of 22 independent databases from studies of woody plant species recovery as part of the research project entitled ""Impacts of landscape structure on secondary tropical forest regeneration"". This work aimed to understand the effect of landscape-level disturbance on forest regeneration, specifically through the predictability of trajectories and the recovery rate of these forests. Using a multiscale approach and a large vegetation dataset (843 plots, 3511 tree species) from 22 secondary forest chronosequences distributed across the Neotropics, we show that successional trajectories of woody plant species richness, stem density, and basal area are less predictable in landscapes (4-km radius) with intermediate (40-60%) forest cover than in landscapes with high (&gt;60%) forest cover. This supports theory suggesting that high spatial and environmental heterogeneity in intermediately deforested landscapes can increase the variation in key ecological factors for forest recovery (e.g. seed dispersal, seedling recruitment), increasing the uncertainty of successional trajectories. Regarding the recovery rate, only the species richness is positively related to forest cover in relatively small (1-km radius) landscapes. These findings highlight the importance of using a spatially-explicit landscape approach in restoration initiatives and suggest that these initiatives can be more effective in more forested landscapes, especially if implemented across spatial extents of 1-4 km radius. ","Biological sciences; successional trajectories; species richness; basal area; stem density; landscape forest cover; forest regeneration","Biological sciences",113939,212501,3
"""stem density"" plant","doi:10.5061/dryad.vp86v3r0",3021,"Data from: Patterns of primary succession of native and introduced plants in lowland wet forests in eastern Hawai‘i","Naupaka Zimmerman; R. Flint Hughes; Susan Cordell; Patrick Hart; Heather Kalei Chang; David Perez; Ryan Kaipoalohaakala Like; Rebecca Ostertag","The majority of Hawaii’s lowland wet forests no longer exist, with many of the last remaining patches found on the eastern, windward sides of the largest islands. To better understand successional patterns and invasion in these native systems, we quantified basal area (BA) and densities of woody species and understory cover at nine sites in the Puna district on the Island of Hawai‘i, representing age gradients of native stand development on both ‘a’ā and pāhoehoe lava flows. On both flow types, BA of native species increased (from 5 to 50 m2/ha) and stem densities decreased (from 3700 to 2600 stems/ha) with increasing stand/flow age. Both native and introduced species compositions diverged between substrate types on older flows. We found that lowland wet native forests remain at least partially intact in several locations, but their functional and compositional integrity is increasingly compromised by invasion of nonnative species, such as Psidium cattleianum and Melastoma candidum, which become more common at sites greater than 300-yr old. This time period may represent a threshold, after which abiotic environmental conditions no longer constrain recruitment of introduced species. On older flows, nonnative stem densities swamped those of native species by an order of magnitude, with nonnative stems (height > 1.3 m) achieving densities as high as 18,000 stems/ha. In addition, all stands lacked recruitment of native woody species in the understory, suggesting that without management, the native components of these forests may soon no longer be self-sustaining.","Melastoma candidum; ecosystem development; Metrosideros polymorpha; < 5000 YBP; Psidium cattleianum",,862748,3036,3
"""stem density"" plant","doi:10.5061/dryad.z8w9ghxmk",128895,"Return of diversity: wetland plant community recovery following purple loosestrife biocontrol","Stacy Endriss; Vicki Nuzzo; Bernd Blossey","Spread of non-native species can be important drivers of widespread biodiversity declines, which often leads to precautionary management based on assumptions that (1) introduced biota have negative impacts and are therefore “guilty” of causing harm, and (2) reducing an introduced species’ abundance will reduce these negative impacts, in turn, benefiting native species. However, we frequently lack data to gauge both the negative impacts of introduced species and the success or failure of chosen management interventions. Addressing these knowledge gaps is critical to improving management outcomes for native species while maintaining public trust to sustain funding of management activities. Here, we investigated the response of  Lythrum salicaria (purple loosestrife) and associated plant communities to the implementation of biological control in more than 10 wetland sites in New York State for up to 28 years. Introduced to North America from Europe in the 1800s, L. salicaria is a prime example of an introduced species with a continent-wide distribution that could not be suppressed by mechanical and chemical treatments. In the 1980s, waterfowl biologists, wetland managers, and conservationists alike worried about the loss of diverse wetland plant communities associated with the rapid expansion of  L. salicaria. In response, after careful assessments of safety and potential costs and benefits, four highly host-specific insect herbivores were released in North America in the early 1990s to reduce L. salicaria abundance and its negative ecological impacts. In a companion paper (Blossey et al. 2024), we documented reduced L. salicaria occupancy and stem densities following insect releases over time (i.e., biological success), irrespective of site-specific differences in starting plant communities or L. salicaria abundance. Here, we show that reduced abundance of  L. salicaria leads to the ultimate goal of introduced plant management: increased cover, abundance, and diversity of species, often of native species (i.e., ecological success). We also conduct analyses to provide inference about which plant species are most sensitive to L. salicaria , including changes in L. salicaria stem density.   Overall, we provide an important conservation success story: our findings emphasize that biocontrol of introduced plants can be effective and safe, allowing native species to recover as a dominant non-native species gradually declines.","Earth and related environmental sciences; Biological control; Community ecology; Conservation science; ecological recovery; ecological success; invasion; long-term monitoring; management; Purple Loosestrife","Earth and related environmental sciences",798497,362962,3
"""stem density"" plant","doi:10.5061/dryad.4f4qrfj83",41456,"Time travelling seeds reveal that plant regeneration and growth traits are responding to climate change","Susan Everingham","Studies assessing the biological impacts of climate change typically rely on long-term, historic data. Here, we overcame the problem of absent historical data by using resurrected plant seeds. We collected seed and seedling trait measurements from resurrected historic seeds and modern seeds from the same species in the same geographic location. Our modern/historic seed pairs for each species were selected from a range of regions that have undergone different amounts o climate change. In regions where climate has changed to a greater degree (across a number of climate change variables), we found plant regeneration and growth traits to have changed more than in regions where climate changes have been marginal. Statistical model predictors of regeneration and growth trait changes (except stem density) combined at least two measures of climate change, indicating that these changes are correlated to climate change and that compounded changes, rather than change in a single climate metric, lead to plant regeneration and growth trait responses. Synthesis: plant trait responses to climate change are positive news for the future of plants, hinting at their ability to respond relatively swiftly as the climate continues to change.",,,1423740,114629,3
"""stem density"" plant","doi:10.5061/dryad.8sf7m0cjr",49289,"Shortgrass steppe and northern mixedgrass prairie plant species traits","Dana Blumenthal; Julie Kray; Kevin Mueller; Troy Ocheltree","Despite progress in trait-based ecology, there is limited understanding of the plant traits that structure semiarid grasslands. In particular, it remains unclear how traits that enable plants to cope with water limitation are related to traits that influence other key functions such as herbivore defense and growth. The hypothesis that drought and herbivory exert convergent selection pressures is supported for morphological traits, but largely untested for struct­ural, physiological, and phenological traits. Drought and economic traits can also covary, but where and to what degree remains uncertain. Here we address these uncertainties in semiarid shortgrass steppe and mixedgrass prairie, the largest remaining grasslands in North America. Using a broad selection of traits for 37 of the most common plant species in each ecosystem, we ask whether traits that confer drought tolerance, avoidance and escape covary with herbivore resistance traits and economic traits. Results reveal that both drought tolerance and escape are coordinated with other functions, but in opposite fashion. Drought tolerant species (low leaf osmotic potential and high leaf dry matter content, LDMC) were also herbivore resistant (high leaf toughness and cellulose) and at the ‘slow’ end of the economic spectrum (low leaf nitrogen, leaf phosphorus, and high stem density). Conversely, drought escape via early senescence was associated with lower drought tolerance, lower herbivore resistance, and ‘fast’ economic traits. Drought avoidance, as indicated by thick leaves, may also be associated with lower drought tolerance (LDMC). Senescence date and LDMC appear to be key traits in these semiarid grasslands, differentiating species along multiple axes of function. Synthesis – Covariation between drought, herbivory and economic traits means that, of the many potential trait combinations, few actually exist within these grasslands. Consequently, changes in land management and climate should have predictable effects on drought resistance, forage quality and productivity in the western Great Plains. ",,,1412702,73984,3
"""stem density"" plant","doi:10.7280/D17D5H",46989,"Data from: Lineage and latitudinal variation in Phragmites australis tolerance to herbivory: implications for invasion success","Jordan Croy; Laura Meyerson; Warwick Allen; Ganesh Bhattarai; James T. Cronin","Herbivores play a critical role in plant invasions either by facilitating or inhibiting species establishment and spread. However, relatively few studies with invasive plant species have focused on the role of plant tolerance and how it varies geographically to influence invasion success. We conducted a common garden study using two lineages (native and invasive) of the grass Phragmites australis that are prevalent in North American wetlands. Using 31 populations collected across a broad geographic range, we tested five predictions: 1) the invasive lineage is more tolerant to simulated folivory than the native lineage, 2) tolerance to herbivory decreases with increasing latitude of origin of the populations, 3) estimates of tolerance are correlated with putative tolerance traits and plasticity in those traits, 4) a tradeoff exists between tolerance and resistance to herbivory, and 5) tolerance has a fitness cost. Response to folivory varied substantially among populations of P. australis , ranging from intolerance to overcompensation. Our model selection procedure deemed lineage to be an important predictor of tolerance but, contrary to our prediction, the native lineage was 19% more tolerant to folivory than the invasive lineage. Tolerance for both lineages exhibited a u-shaped relationship with latitude. A tolerance-resistance tradeoff was evident within the invasive but not the native lineage. Also, tolerance was positively correlated with belowground biomass allocation, leaf silica concentrations, specific leaf area and plasticity in stem density, and negatively correlated with the relative growth rate of the population and plasticity in putative resistance traits. Lastly, although we did not detect costs of tolerance, our results highlight that fast growth rates can maintain high fitness in the presence of herbivory. Herbivory and plant defense strategies for P. australis lineages in North America exhibit complex biogeographic patterns that cause substantial heterogeneity in enemy release and biotic resistance and, consequently, invasion success.","enemy release; invasive plant; Plant defenses; tolerance-resistance tradeoff; Phragmites australis; tolerance to defoliation;  functional traits",,359670,70676,3
"""stem density"" plant","doi:10.5061/dryad.7ng3j",15536,"Data from: Genotypic diversity and trait variance interact to affect marsh plant performance","A. Randall Hughes","1. Intraspecific diversity can have important effects on population, community and ecosystem processes, yet we have little understanding of the relative importance of genetic- vs. trait-based measures of intraspecific diversity. 2. I conducted a manipulative field experiment of plant (Spartina alterniflora) genotypic diversity and trait diversity to examine their independent and interactive effects on plant performance and community structure. I focused on variation within and among genotypes in plant stem height, a trait that varies substantially across environmental gradients and can be an important predictor of plant competition intensity. 3. Trait and genotypic diversity interactively affected multiple metrics of plant performance. Both stem density and spatial spread increased with genotypic diversity in the low trait diversity combinations, yet there were negligible to weak negative effects in the high trait diversity treatments. S. alterniflora percent cover also varied with genotypic and trait diversity, but not in a clear linear pattern. 4. There were no effects of trait or genotypic diversity on associated macrofauna above-ground, yet they interactively affected below-ground measures. Infaunal abundance and sediment oxygen availability mirrored the idiosyncratic response of plant percent cover. 5. Despite the interactive effects of genotypic and trait diversity, high trait diversity consistently increased plant performance in genotypic monoculture. 6. Synthesis: The effects of intraspecific plant trait diversity on a range of plant and community responses in this study reinforce the premise that functional differences underlie ecological effects of genetic diversity and suggest that readily measured trait variance may serve as a valuable predictor of plant performance.","biodiversity-ecosystem function; Littoraria irrorata; Terebra dislocata; Genotypic diversity; Spartina alterniflora; Melongena corona",,50847,15591,3
"""stem density"" plant","doi:10.5061/dryad.3j9kd51h6",63010,"Plant and microbial impacts of an invasive species vary across an environmental gradient","Emily Farrer; Christina Birnbaum; Pawel Waryszak; Susannah Halbrook; Monica Brady; Caitlin Bumby; Helena Candaele; Nelle Kulick; Sean Lee; Carolyn Schroeder; McKenzie Smith; William Wilber; Emily C. Farrer; Paweł Waryszak; Susannah R. Halbrook; Monica V. Brady; Caitlin R. Bumby; Nelle K. Kulick; Sean F. H. Lee; Carolyn S. Schroeder; McKenzie K. H. Smith","Invasive plants often successfully occupy large areas encompassing broad environmental gradients in their invaded range, yet how invader dominance and effects on ecological communities vary across the landscape has rarely been explored. Furthermore, while the impacts of invasion on plant communities are well studied, it is not well understood whether responses of aboveground (plant) and belowground (microbial) communities are coupled. Here we test patterns in  Phragmites australis (common reed) invasion in a field survey of eight sites situated across a salinity gradient, ranging from freshwater to saline marsh, in Southeast Louisiana. At each site, we surveyed plant composition and used metabarcoding methods to assess soil fungal and bacterial composition in plots within the dense Phragmites stand, in a transition zone of ~50:50 Phragmites :native plants, and in native-only areas. We hypothesized that Phragmites’ abundance and impact on above and belowground communities would vary across the salinity gradient and that the responses of above and belowground communities to invasion would be coupled. We found weak evidence that invasion varied across the gradient:  Phragmites stem densities increased slightly with salinity, and Phragmites increased aboveground litter accumulation more in fresh and saline areas compared to brackish. We found stronger evidence that plant and microbial responses to invasion varied with salinity. Phragmites strongly reduced native plant density across the gradient, with slightly greater reductions in fresh and saline areas. Plant species richness displayed consistent decreases with invasion across the salinity gradient; however, fungal and bacterial richness increased sharply with invasion only in brackish sites. Furthermore, the effect of Phragmites on plant and microbial community composition became stronger as salinity increased. Plants and microbes exhibited coupled responses to invasion in the magnitude of compositional shifts brought on by Phragmites , but Phragmites’ effects on richness were not coupled. Synthesis . Overall, the variability in Phragmites impacts across the gradient, particularly soil microbial impacts, suggests that it may be difficult to generalize invader effects from single-site or single-ecosystem studies. However, above and belowground communities show some coupled responses to Phragmites ; thus understanding plant community responses to invasion gives insight into impacts occurring belowground.","Biological sciences; Plant science; Ecology; Ecology, Evolution, Behavior and Systematics","Biological sciences",50708858,249398,3
"""stem density"" plant","doi:10.5061/dryad.wm37pvmpg",80562,"Plant and soil microbial diversity and related spatial and environmental factors in the grasslands of northern China","Congwen Wang","Plant and soil microbial diversity and related spatial and environmental factors in the grasslands of northern China from 2018 and 2019. The data included 54 and 27 sites in 2018 and 2019 respectively. The data table contains two sheets, one for 2018 and the other for 2019. Spatial factors include longitude and latitude; climatic factors include mean annual temperature, mean annual precipitation, temperature seasonality, precipitation seasonality, potential evapotranspiration, and aridity index; soil factors include soil bulk density, soil moisture, soil pH, soil organic carbon, soil clay content, soil silt content, soil sand content, soil total carbon, soil total nitrogen, and soil C:N ratio; plant functional diversity include    functional richness (FRic), functional evenness (FEve), functional divergence (FDiv), functional dispersion (FDis), Rao's quadratic entropy (RaoQ); community-weighted mean (CWM) traits include specific leaf area (SLA), leaf dry matter content (LDMC), leaf nitrogen content (leafN),ratio of leaf carbon to nitrogen (leaf C:N), and stem density; soil microbial diversity include bacterial diversity and fungal diversity; fungal functional guilds include pathotrophic fungi, saprotrophic fungi, arbuscular mycorrhizal fungi, and ectomycorrhizal fungi; bacterial functional guilds include aerobic chemoheterotrophy, predatory or exoparasitic, cellulolysis, aerobic nitrite oxidation, sulfur respiration, nitrate reduction, ureolysis, aromatic compound degradation, intracellular parasites, fermentation, and methanotrophy in the data sheet of 2018.  Soil microbial diversity include bacterial diversity and fungal diversity; fungal functional guilds include pathotrophic fungi, saprotrophic fungi, arbuscular mycorrhizal fungi, and ectomycorrhizal fungi; bacterial functional guilds include aerobic chemoheterotrophy, predatory or exoparasitic, cellulolysis, aerobic nitrite oxidation, sulfur respiration, nitrate reduction, ureolysis, aromatic compound degradation, intracellular parasites, fermentation, and methanotrophy in the data sheet of 2019.",,,94852,154745,3
"""stem density"" plant","doi:10.5061/dryad.nm13c",16069,"Data from: Phenotypic effects of the nurse Thylacospermum caespitosum on dependent plant species along regional climate stress gradients","Xingpei Jiang; Richard Michalet; Shuyan Chen; Liang Zhao; Xiangtai Wang; Chenyue Wang; Lizhe An; Sa Xiao","Contrasting phenotypes of alpine cushion species have been recurrently described in several mountain ranges along small-scale topography gradients, with tight competitive phenotypes in stressful convex topography and loose facilitative phenotypes in sheltered concave topography. The consistency of phenotypic effects along large-scale climate stress gradients have been proposed as a test of the likely genetic bases of the differences observed at small-scale. Inversely, plastic phenotypic effects are more likely to vanish at some points along climate stress gradients. We tested this hypothesis for two phenotypes of the alpine cushion species Thylacospermum caespitosum at four points along regional gradients of cold and drought stress in northwest China. We measured the traits of the two cushion phenotypes and quantified their associated plant communities and environmental variables along the regional temperature and aridity gradients. Cushion height, convexity and stem density overall showed significant effect of phenotypes. Difference in tightness of cushions between phenotypes was consistent across climate conditions, whereas differences in cushion convexity and height between phenotypes increased with increasing cold stress. Phenotypic effects on species richness and abundance were consistent along both climate gradients but not effects on species composition, while there were no phenotypic effects on environmental variables. Additionally, RII (relative interaction index) curves were linear along the drought gradient but unimodal along the temperature gradient, likely due to the occurrence of contrasting species pools at the different sites. We conclude that the consistency of phenotypic effects of T. caespitosum was high for species richness and abundance and mainly explained by differences in interference mediated by likely heritable differences in cushion tightness. Additionally, our study shows that the shapes of the relationship between plant responses to neighbours and environmental stresses are not necessarily driven by niche-based deterministic factors.","Thylacospermum caespitosum; alpine cushion plants; regional stress gradients",,46319,16126,3
"""stem density"" plant","doi:10.5061/dryad.z34tmpgsk",163854,"Data from: Chronosequence resampling elucidates tree community and forest structure recovery patterns in restored tropical rainforest","Eveliina Korkiatupa; Geoffrey M. Malinga; Sille Holm; Wouter van Goor; Richard Kigenyi; Anu Valtonen","We investigated the forest structure, tree diversity and community in an actively restored rainforest in Kibale National Park, East Africa, Uganda. Vegetation surveys were done in 2013 and 2021. The study area consisted of actively restored compartments planted in 1995, 1999, 2000, 2005, 2007, 2008, 2011 a  and 2017 a ( a = surveyed only in 2021) and primary forest as a reference site (altogether 55 study sites).  In the datasets, we present:  (1) the tree community data (total estimated stem density / ha) (2) univariable data for each study site (forest structure and diversity variables, and metadata of the study sites) (3) DBH data for planted trees.","Earth and related environmental sciences; Restoration ecology; Tropical rainforests; Africa; Ecological succession; Uganda; Plant communities; Community ecology","Earth and related environmental sciences",82199,384556,3
"""stem density"" plant","doi:10.5061/dryad.m96d0",2716,"Data from: Spatial patterns of plant litter in a tidal freshwater marsh and implications for marsh persistence","Andrew James Elmore; Katharina A. M. Engelhardt; Daniel Cadol; Cindy M. Palinkas","The maintenance of marsh platform elevation under conditions of sea level rise is dependent on mineral sediment supply to marsh surfaces and conversion of above- and below-ground plant biomass to soil organic material. These physical and biological processes interact within the tidal zone, resulting in elevation-dependent processes contributing to marsh accretion. Here we explore spatial pattern in a variable related to above-ground biomass, plant litter, to reveal its role in the maintenance of marsh surfaces. Plant litter persisting through the dormant season represents the more recalcitrant portion of plant biomass, and as such has an extended period of influence on ecosystem processes. We conducted a field and remote sensing analysis of plant litter height, above-ground biomass, vertical cover, and stem density (collectively termed plant litter structure) at a tidal freshwater marsh located within the Potomac River estuary. LiDAR and field observations show that plant litter structure becomes more prominent with increasing elevation. Spatial patterns in litter structure exhibit stability from year to year and correlate with patterns in soil organic matter content, revealed by measuring the loss on ignition of surface sediments. The amount of mineral material embedded within plant litter decreases with increasing elevation, representing an important trade-off with litter structure. Therefore, at low elevations where litter structure is short and sparse, the role of plant litter is to capture sediment; at high elevations where litter structure is tall and dense, above-ground litter contributes organic matter to soil development. This organic matter contribution has the potential to eclipse that of below-ground biomass as the root to shoot ratio of dominant species at high elevations is low compared to that of dominant species at low elevations. Because of these tradeoffs in mineral and organic matter incorporation into soil across elevation gradients, the rate of marsh surface elevation change is remarkably consistent across elevation. Because of the role of plant litter in marsh ecosystem processes, monitoring and assessment of these dynamic geomorphic marsh landscapes might be streamlined through the measurement of plant litter structure, either via LiDAR technologies or field observation.","Tidal freshwater marsh; light detection and ranging; plant litter; organic matter; Typha angustifolia; Holocene; Sediment",,52989130,2727,3
"""stem density"" plant","doi:10.5061/dryad.2dq44",20137,"Data from: Cushion plant morphology controls biogenic capability and facilitation effects of Silene acaulis along an elevation gradient","Giuliano Bonanomi; Adriano Stinca; Giovanni Battista Chirico; Giampiero Ciaschetti; Antonio Saracino; Guido Incerti","The stress-gradient hypothesis (SGH) predicts that the balance of plant–plant interactions shifts along abiotic environmental gradients, with facilitation becoming more frequent under stressful conditions. However, recent studies have challenged this perspective, reporting that positive interactions are, in some cases, more common at the intermediate level of environmental severity gradients. Here, we test whether and how neighbour effects by Silene acaulis cushions vary along a 700 m wide altitudinal transect, in relation to cushion morphological traits and environmental severity. Field measurements along the gradient, within and outside cushions, included (i) species richness and cover of coexisting vascular plants; (ii) cushion morphology; (iii) above- and below-ground microclimate; and (iv) soil quality. We used the relative interaction index to decouple neighbour trait effects and environmental severity effects on plant diversity at different elevations. The ability of the cushion plant to facilitate heterospecifics shifts considerably along the elevation gradient, being greatest at the intermediate level. On the other hand, Silene morphological traits steadily change along the gradient, from lax, soft and flat-shaped cushion habits at low elevation to tightly knit and dome-shaped habits at high elevation. Cushion morphological changes are associated with mitigating effects on microclimate, indicating that cushions effectively act as a heat-trap at medium and high elevations, while at low elevations the soft and flat cushions avoid excessive heat accumulation by tight coupling with the surrounding atmosphere. At the upper end of the gradient, cushion cespitose–pulvinate compactness and high stem density appear to be critical traits in modulating the net effect of plant–plant interaction, since the space available for hosting other vascular species is considerably reduced. In conclusion, this work provides a mechanistic link between plant morphological traits, associated biogenic microclimate changes and variation in net plant–plant interactions along the explored severity gradient. Our findings support an alternative conceptual model to SGH, with plant facilitation collapsing at the upper extreme of the abiotic stress gradient.","Stress-gradient hypothesis; Silene acaulis; Plant Community; severity-interaction relationships; soil fertility",,1427741,20201,3
"""stem density"" plant","doi:10.5061/dryad.wstqjq2sr",116817,"Contrasting species richness in patches of alternative foundation species suggests a framework for understanding Species of Unusual Effect","Carrie Barker; Kyle Harms","Questions: Structurally dominant species can be especially influential in plant community assembly and ecosystem function as Species of Unusual Effect (SUEs). For example, native bunchgrasses function as foundation species and ecosystem engineers in the naturally high-diversity groundcover of longleaf pine savannas. Other species structurally dominate relatively small, discrete patches across the savanna landscape, e.g., the fern  Pteridium aquilinum and the shrub  Ilex glabra . Do patch-level species richness and composition of assemblages of groundcover plants and arthropods differ among alternative locally dominant species? Location: We conducted our study in a restored longleaf pine savanna in southeastern Louisiana. Methods: We compared the groundcover plant and arthropod assemblages within discrete patches structurally dominated by P. aquilinum or I. glabra to adjacent areas physically dominated by native bunchgrasses. We compared local plant species richness and composition, stem density, aboveground dry biomass, and litter dry biomass, as well as arthropod species richness and composition, abundance, and dry biomass. Results: Species richness and stem density of non-dominant groundcover plants were significantly lower in patches of P. aquilinum and I. glabra than within bunchgrass-dominated areas. Species composition of non-dominant groundcover plants was more variable within I. glabra patches compared to bunchgrass areas. Arthropod species richness and abundance were also significantly lower in patches of P. aquilinum compared to bunchgrass areas, and species composition of arthropods differed significantly between P. aquilinum patches and bunchgrass areas. Conclusions: At the local scale of groundcover plant patches (along with their attendant arthropods) in a longleaf pine savanna in southeastern Louisiana, native bunchgrasses are associated with higher species richness compared to the alternative foundation species  P. auilinum or  I. glabra . Although removal experiments, community-assembly experiments, or reciprocal replacement experiments should be conducted to test the hypothesis that these species differentially influence the groundcover as, respectively, diversity-enhancing vs. diversity-inhibiting SUEs, our observations exemplify how alternative foundation species could add complexity to natural landscapes by differentially influencing characteristics of their associated local communities.","Biological sciences; Biodiversity; bunchgrass; Community assembly; foundation species; Longleaf pine savanna; Species of Unusual Effect; Arthropod diversity; ecosystem engineer; plant diversity","Biological sciences",27268,383645,3
"""stem density"" plant","doi:10.5061/dryad.qjq2bvqmv",110751,"Effects of plant traits and ecosystem properties on wave attenuation and soil carbon content","Tilla Schulte Ostermann; Maike Heuner; Elmar Fuchs; Stijn Temmerman; Ken Schoutens; Tjeerd J. Bouma; Vanessa Minden","Understanding the relationships among the environment, species traits and ecosystem properties is important for developing management measures that optimize the delivery of ecosystem services ( ESs ). Here, we identify the most important relationships responsible for the delivery of two key ESs provided by tidal marshes: (1) nature-based shoreline protection through wave attenuation and (2) mitigation of climate change through soil carbon storage. In two tidal zones below and above the mean high water (MHW, Elbe Estuary, Germany) level, we measured environmental parameters, such as soil salinity and inundation, as well as plant traits representing adaptations to hydrodynamic stress and strongly influencing decomposition rates. Multiple linear regression results showed that wave attenuation rates were positively related to aboveground community biomass and stem bending resistance, and soil organic carbon was positively related to stem-specific density (below the MHW level). In the tidal zone above the MHW level, soil carbon density was governed by inundation duration and decomposition rates. Our study highlights that (1) ES delivery is not equally spread across tidal marshes and (2) ecosystem management should stimulate the development and persistence of habitat diversity (here , low and high marsh zones) to maximize ES delivery potential. Securing the delivery of the two studied ESs under climate change will depend on providing suitable ( landward ) space to sustain the functioning of the two marsh zones. In the studied marshes, these services are highly dependent on a few species (i.e., wave attenuation on Schoenoplectus tabernaemontani and Bolboschoenus maritimus and carbon storage on Phragmites australis ) , and as such , current and future ESs strongly depend on specific species’ responses to changing environmental conditions.","Biological sciences; ecosystem properties; ecosystem services; estuarine vegetation; plant traits; soil organic carbon; wave attenuation; Tidal marshes","Biological sciences",97182,267375,3
"""stem density"" plant","doi:10.5061/dryad.gk15h50",9207,"Data from: The balance of canopy and soil effects determines intraspecific differences in foundation species’ effects on associated plants","Nuria Pistón; Richard Michalet; Christian Schöb; Petr Macek; Cris Armas; Francisco I. Pugnaire","1. The impact of plant-plant interactions on species diversity patterns has been broadly addressed in stressful environments, such as alpine ecosystems, where foundation species promote species richness by creating habitat for other species. However, foundation species with contrasting phenotypes might modify the microhabitat differently, which would alter the subordinate community composition, and coincide with distinct feedback effects of those subordinate species on the foundation species. However, the precise interaction mechanisms that facilitate species are not fully understood, especially the relative contribution of above- and below-ground compartments of foundation species to subordinate species and the potential feedbacks they receive. 2. We explored whether two contrasted canopy phenotypes (tight and loose) of the shrub Cytisus galianoi differed in their effects on the microhabitat and on subordinate plant community composition in a dry subalpine system. We also experimentally distinguished the relative contribution of above- (canopy) and below-ground (soil) effects of C. galianoi on the most frequent subordinate species, Festuca indigesta, as well as the reciprocal effects of F. indigesta on C. galianoi. 3. We performed observational and manipulative experiments to assess the influence of phenotypic differences of the shrub on understory microhabitat and subordinate plant community composition. Reciprocal effects were assessed by removing either F. indigesta from the understory of the two shrub phenotypes or the C. galianoi canopy from the immediate vicinity of F. indigesta. 4. The two C. galianoi phenotypes differed in mean values of functional traits (like stem density or plant height), modified their understory microhabitats differently, and hosted distinct subordinate communities. Loose phenotypes had more positive effects on community composition and diversity than tight phenotypes. Additionally, tight phenotypes simultaneously showed both more positive aboveground and more negative belowground effects on F. indigesta than loose phenotypes. There were no significant feedback effects of F. indigesta on C. galianoi. 5. The two phenotypes of the foundation species C. galianoi showed contrasting effects on the subordinate plant community: compared to the tight phenotype, the loose phenotype had higher associated species diversity and reduced reciprocal interaction intensities above- and below-ground with the subordinate species F. indigesta. This highlights the impact of phenotypic variation for plant interactions and community-level diversity.","Bi-directional interactions; Physiological status; Feedback effects; Cytisus galianoii; Niche construction; phenotypic variability; Festuca indigesta",,162899,9248,3
