"source_provider","provider_dataset_id","zenodo_record_id","doi","query_term","title","authors","abstract","source_subjects","field_of_science","storage_size","candidate_score","candidate_keep","candidate_rationale"
"zenodo","zenodo:19856305","19856305","10.5281/zenodo.19856305","""plant trait"" dataset","Thermo-hydrological observatory in a permafrost river valley landscape in Syrdakh, Central Yakutia","Pohl, Eric; Grenier, Christophe; Séjourné, Antoine; Bouchard, Frédéric; Leger, Emmanuel; Saintenoy, Albane; Konstantinov, Pavel; Cuynet, Amélie; Ottlé, Catherine; Hatté, Christine; Noret, Aurelie; Danilov, Kensheri; Bazhin, Kirill; Khristoforov, Ivan; Fortier, Daniel; Fedorov, Alexander; Mouche, Emmanuel","These are the files for a paper submitted to ESSD Discussion with the title ""Thermo-hydrological observatory in a permafrost river valley landscape in Syrdakh, Central Yakutia"" (https://essd.copernicus.org/preprints/essd-2025-134/). The corresponding link to the final manuscript will be provided once the dataset is accepted for publishing. The database is split into three groups to allow for a small data volume download without the ortho-mosaic and digital surface model. The latter two can be downloaded separately as Syrdakh-DB_imagery.zip (ortho-mosaic) and Syrdakh-DB_dsm.zip. These files should be added if the user wants to utilize the QGIS project that shows the locations of each measurement. For this, the unpacked folders (""imagery"" for ortho-mosaic, and ""dsm"" for the digital surface model) need then to be placed inside the ""auxiliary"" folder for the QGIS project file (syrdakh_gis_2026-03-03.qgz) to find the relevant files.",,"dataset",,2,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=1; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19856380","19856380","10.5281/zenodo.19856380","""plant trait"" dataset","Evolutionary and ecological determinants of the phenology of births in wild large herbivores, a systematic review","Thel, Lucie; Bonenfant, Christophe; Chamaillé-Jammes, Simon","This dataset contains the descriptive information related to each article retained in the analyses as well as quantitative information about the tests and conclusions associated with the investigation of the drivers of the phenology of births in large hebivores (n = 124 articles).",,"dataset",,-10,FALSE,"veto_match=birth.*herbivore|herbivore.*birth|parturition|phenology of births"
"zenodo","zenodo:19850108","19850108","10.5281/zenodo.19850108","""plant trait"" dataset","HVA CT: Hepatic Venous Annotations CT","Salvi, Matteo; Gassino, Riccardo; Ranzini, Marta; Ferillo, Giuseppe; Vacca, Luca; Isu, Giuseppe; Orini, Claudio; Angileri, Giuseppe; Meiburger, Kristen M.; Laghi, Andrea","The HVA‑CT dataset provides refined annotations of intrahepatic venous structures derived from contrast‑enhanced thin‑slice CT volumes included in the Medical Segmentation Decathlon Task 08. The dataset focuses on the re‑annotation of portal and hepatic veins in cases for which thin‑slice acquisitions are available. A text file (task08_caselist.txt) is provided listing the specific Medical Segmentation Decathlon cases included. For each selected case, the dataset includes updated three‑dimensional segmentation masks of the intrahepatic portal and hepatic venous systems generated through a structured re‑annotation workflow. In addition, liver segmentation masks automatically generated using TotalSegmentator are provided to support anatomical context and downstream analysis. Case‑level metadata describing imaging properties and available annotations are also included. All annotations are provided in NIfTI format and are spatially aligned with the original Medical Segmentation Decathlon Task 08 CT volumes. The dataset is intended to support the development, benchmarking, and evaluation of automated methods for intrahepatic vessel segmentation and analysis.",,"dataset",,7,FALSE,"plant_hits=1; trait_hits=1; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19856148","19856148","10.5281/zenodo.19856148","""plant trait"" dataset","Joint Inversion of S-wave Travel Times and Rayleigh-Wave Dispersion for Imaging Subsurface Faults Beneath the Seoul Metropolitan Area","Kim, Min-Kyung; Chang, Sung-Joon; Lee, Junhyung; Chung, Dongchan; Park, Seongjun; Hong, Tae-Kyung","This dataset contains ASCII-format data files of 3-D S-wave velocity model beneath the Seoul metropolitan area and Seoul region. Figure 7 - S-wave velocity structure beneath the Seoul metropolitan area. (a) Depth slices at 4, 8, 15, 20, 30, and 40 km. Figure 8 - S-wave velocity structure beneath the Seoul region. (a) Depth slices at 4, 8, 15, 20, 30, and 40 km.",,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19856105","19856105","10.5281/zenodo.19856105","""plant trait"" dataset","Supporting data and simulation files for Passive resilience and climate adaptation in indigenous housing: Bioclimatic and thermal performance assessment of Shuar vernacular architecture in Amazonian Ecuador","Correa-Jaramillo, Ramiro","This dataset contains supporting files associated with the manuscript &ldquo;Passive resilience and climate adaptation in indigenous housing: Bioclimatic and thermal performance assessment of Shuar vernacular architecture in Amazonian Ecuador&rdquo;. The files support the bioclimatic evaluation and exploratory thermal sensitivity analysis of Shuar vernacular housing in the Kupiamais community, Ecuador.",,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19808659","19808659","10.5281/zenodo.19808659","""plant trait"" dataset","WALS Measurement Data and MATLAB Scripts for Reproducing Scattering Properties of Carbon Black and Crumpled Graphene Aerosols","Yazici, Halil Ibrahim","This dataset contains the experimental and simulation data files and MATLAB post-processing scripts used to generate the scattering-property figures presented in the manuscript &ldquo;Scattering properties of crumpled few-layer graphene and graphene oxide particles investigated by wide-angle light scattering (WALS)&rdquo; by H. I. Yazici et al. submitted to the special issue&nbsp; VSI: RAD-25 of the Journal of Quantitative Spectroscopy and Radiative Transfer . The files included in this repository enable reproduction of the reported scattering results for carbon black, crumpled few-layer graphene, and graphene oxide aerosols.",,"dataset",,8,FALSE,"plant_hits=0; trait_hits=1; measurement_hits=2; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19855148","19855148","10.5281/zenodo.19855148","""plant trait"" dataset","Systematic Literature Review on Metaphor in Organizational Change","Kamal, Anju","This dataset accompanies a systematic literature review on the use of metaphor in organizational change. It contains the full methodological documentation, coding scheme, screening protocol, and classified corpus of 333 studies identified through the review process. The literature search covers publications up to mid 2025.",,"dataset",,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19854274","19854274","10.5281/zenodo.19854274","""plant trait"" dataset","Man0EUvRE CS3 Dataset: Renewable Pulls and Industry Relocation","Baldauf, Thomas; Eschmann, Jonas","&nbsp; Final Industrial Energy Demand under Renewable Energy Endowment Shocks &ndash; Simulation Results from Case Study 3 (Man0EUvRE Project) Description: This dataset contains simulation results on sector- and country-level final industrial energy demand generated by the agent-based macroeconomic model developed in Case Study 3 (CS3) of the Man0EUvRE project (""Energy System Modelling for Transition to a net-Zero 2050 for EU via REPowerEU"", Grant Agreement No. 101069750, co-funded by the European Commission under the CETPartnership Joint Call 2022). Scientific context The transition to renewable energy reshapes industrial competitiveness because the distribution of renewable resources is geographically uneven. Regions endowed with abundant low-cost renewable electricity may develop new comparative advantages, potentially attracting industrial production &ndash; a mechanism referred to as the renewable pull effect (Samadi et al., 2023). CS3 investigates how such heterogeneous renewable energy endowments affect industrial relocation decisions and the resulting country-specific final energy demand across Europe. The underlying model is a discrete-time, agent-based, stock-flow consistent macroeconomic simulation framework built with the open-source sfctools library (DLR). It represents 30 industrial sectors across 11 European countries in a multi-regional input&ndash;output structure calibrated to EXIOBASE 3.9.5. Firms are heterogeneous agents that compare unit production costs across countries and may relocate probabilistically (multinomial logit rule with home bias and congestion frictions) or &ndash; in an extension scenario &ndash; switch products within a capability-constrained product space. Energy endowment shocks are derived from the renewable export cost index of Kan et al. (2025) and applied as permanent proportional changes to country-level energy endowments at the mid-point of each simulation run (T = 340 periods, 20 Monte Carlo repetitions per scenario). Dataset contents The dataset consists of two files reporting Monte Carlo summary statistics of final industrial energy demand: CS3_IAMC_2022_means.xlsx &ndash; Monte Carlo means across 20 simulation runs CS3_IAMC_2022_medians.xlsx &ndash; Monte Carlo medians across 20 simulation runs Both files follow the IAMC data format (long format: Model / Scenario / Region / Variable / Unit / 2022) and report final energy demand in EJ/yr for the post-shock equilibrium state. Variables include sector-level demand for 30 explicitly modelled industries (e.g. Final Energy|Industry|C_STEL for steel, Final Energy|Industry|C_CHEM for chemicals) as well as aggregate categories ( Final Energy|Industry , Final Energy|Industry|Other , Final Energy|Industry|FossilFeedstock ). Scenarios Five scenarios are included, varying behavioral and adjustment parameters while holding all other calibration targets and endowment shocks constant: Scenario &beta;_C &kappa; &tau; Product switching Reference No-Shock 8.0 0.02 2.0 Off Base Shock 8.0 0.02 2.0 Off Beta_High Shock 16.0 0.02 2.0 Off HB_Low Shock 8.0 0.00 2.0 Off Temp_Low Shock 8.0 0.02 1.5 Off With_Prodswitch Shock 8.0 0.02 2.0 On The Reference No-Shock scenario provides the counterfactual baseline without any energy endowment modification. The remaining scenarios apply regional renewable energy endowment shocks (&delta;_r) derived from Kan et al. (2025) and differ only in relocation friction and cost-sensitivity parameters, enabling robustness analysis. Geographic and sectoral scope Regions: Denmark, Finland, France, Germany, Greece, Italy, Netherlands, Norway, Poland, Spain, Sweden. Explicitly modelled industries (30): aluminium (C_ALUM), chemicals (C_CHEM), cement (C_CMNT), copper (C_COPP), ceramics (C_CRMC), electrical machinery (C_ELMA), fabricated metals (C_FABM), furniture (C_FURN), garments (C_GARM), glass (C_GLAS), leather (C_LETH), lead/zinc/tin products (C_LZTP), machinery and equipment (C_MACH), media (C_MDIA), medical instruments (C_MEIN), motor vehicles (C_MOTO), nitrogen fertilisers (C_NFER), office machinery (C_OFMA), other non-ferrous metals (C_ONFM), other non-metallic minerals (C_ONMM), other transport equipment (C_OTRE), paper (C_PAPE), phosphate fertilisers (C_PFER), plastics (C_PLAS), radio/TV equipment (C_RATV), rubber products (C_RUBP), steel (C_STEL), textiles (C_TEXT), wood products (C_WOOD), other manufacturing (C_OFMA). Important scope note: Quantitative findings apply exclusively to the 30 explicitly modelled industries. The aggregate variable Final Energy|Industry|Other carries no endogenous relocation dynamics and represents sectors not individually resolved in the model. Households and the service sector are not covered. Intended use These results have been handed over to TU Berlin for integration into the GENeSYS-MOD energy system model as part of the Man0EUvRE project's European scenario analysis. References Kan, X., Reichenberg, L., Hedenus, F., &amp; Daniels, D. (2025). Renewable export cost index as an indicator of global renewable energy trade potential. Communications Earth &amp; Environment , 6, 112. https://doi.org/10.1038/s43247-025-02094-7 Samadi, S., Fischer, A., &amp; Lechtenbohmer, S. (2023). The renewables pull effect: How regional differences in renewable energy costs could influence where industrial production is located in the future. Energy Research &amp; Social Science , 104, 103257. Stadler, K., Wood, R., Bulavskaya, T., et al. (2025). EXIOBASE 3 (3.9.5) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.14869924 Baldauf, T. (2023). sfctools [Software]. DLR Institute for Networked Energy Systems. https://gitlab.com/dlr-ve/esy/sfctools Funding This research was funded by CETPartnership under the European Partnership Joint Call 2022, co-funded by the European Commission (Grant Agreement No. 101069750).","Renewable Energy; industrial relocation; industrial energy demand; renewable pulls; product space; Man0EUvRE; EXIOBASE; MRIO","dataset",,-10,FALSE,"veto_match=renewable.*industry|industry relocation"
"zenodo","zenodo:19855311","19855311","10.5281/zenodo.19855311","""plant trait"" dataset","AfBo 2.0: A world-wide survey of affix borrowing","Frank Seifart; Francesco Gardani","Cite the source of the dataset as: Seifart, Frank, and Gardani, Francesco. 2026. AfBo 2.0: A world-wide survey of affix borrowing. Leipzig: Max Planck Institute for Evolutionary Anthropology. DOI: 10.5281/zenodo.3610154","cldf:StructureDataset; linguistics","dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19682429","19682429","10.5281/zenodo.19682429","""plant trait"" dataset","HydroMoth vs SoundTrap ST600: SPL calibration validation dataset (100–1000 Hz, pool and field)","Böttner, Til",,,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19854828","19854828","10.5281/zenodo.19854828","""plant trait"" dataset","Dataset for Cognitive-Linguistic Therapy in Turkish-Speaking Individuals with Non-Fluent Aphasia","ÖZCAN VURAL, AYŞEGÜL; KURUOĞLU, GÜLMİRA; ÖZTÜRK, VESİLE; VUPA ÇİLENGİROĞLU, ÖZGÜL","This dataset contains anonymized language assessment scores (ALA) from Turkish-speaking individuals with non-fluent aphasia who participated in a 12-week cognitive-linguistic therapy program. Data include pre-therapy, 6-week, and 12-week assessment scores.",,"dataset",,2,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=1; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19683474","19683474","10.5281/zenodo.19683474","""plant trait"" dataset","Data for ""Trends in alcohol use among Czech adolescents: findings from the HBSC study 2014–2022""","Csémy, Ladislav; Badura, Petr; Kážmér, Ladislav","This dataset contains aggregated prevalence estimates regarding alcohol consumption among adolescents in the Czech Republic, based on three waves of the Health Behaviour in School-aged Children (HBSC) study conducted in 2014, 2018, and 2022. The data represents a total sample of 29,525 respondents (14,761 boys and 13,764 girls) across three target age groups: 11, 13, and 15 years old.","trends in alcohol use; adolescents; gender differences; Czech Republic; HBSC study","dataset",,2,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=1; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19854597","19854597","10.5281/zenodo.19854597","""plant trait"" dataset","Dataset for ""Identification and Matching of Room Acoustics With Moving Head-Worn Microphone Arrays""","Deppisch, Thomas","This dataset is associated with the publication T. Deppisch, S. Amengual Gar&iacute;, P. Calamia, J. Ahrens, ""Identification and Matching of Room Acoustics With Moving Head-Worn Microphone Arrays"", 2026. The dataset contains anechoic array impulse responses and measurements with the head-worn array during movement in four rooms. Please find more information in the manuscript. An example of how to use this data is given in the corresponding GitHub repository.",,"dataset",,2,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=1; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19854710","19854710","10.5281/zenodo.19854710","""plant trait"" dataset","Dataset for the prediction of secondary structure of proteins","Mirabello, Claudio",,,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19853968","19853968","10.5281/zenodo.19853968","""plant trait"" dataset","Cellular protein delivery through membrane potential driven water pores: Computational data","Franke, Jonathan; Dubatouka, Palina; Yourdkhani, Amin; Soni, Sahil; Utesch, Tillmann; Serrano, Juliana; Soykan, Tolga; Lehmann, Martin; Sun, Han; Arafiles, Jan Vincent; Hackenberger, Christian","Dataset molecular dynamics performed in ""Cellular protein delivery through membrane potential driven water pores""","Cell penetrating peptides","dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19511163","19511163","10.5281/zenodo.19511163","""global database"" plant traits","A global geospatial dataset of freshwater fish species at the drainage-basin scale (updated to December 2024)","Liuyong, Ding","Description This dataset presents an updated and expanded version of the global freshwater fish occurrence database at the drainage-basin scale originally developed by Tedesco et al. (2017). Building on this foundational resource, the present version incorporates substantial revisions to improve spatial resolution, taxonomic completeness, and temporal coverage. Specifically, the updated dataset includes: An expanded drainage-basin framework comprising 3,364 basins , providing improved global spatial representation An updated inventory of 18,821 freshwater fish species , standardized and revised to December 2024 Updated species&ndash;basin occurrence records based on recent data sources, literature, and database integration Harmonized taxonomy aligned with current nomenclatural standards These updates enable more robust analyses of global freshwater fish biodiversity patterns, knowledge gaps, and conservation prioritization. This dataset is intended to support research in macroecology, biogeography, and biodiversity conservation. Users are encouraged to cite both the original dataset (Tedesco et al. 2017) and this updated version when using the data. Data Files This dataset is provided in multiple formats to facilitate use across different GIS and analytical platforms: Basin_202412_3364.shp / .dbf / .shx / .prj A standard ESRI shapefile representing the global drainage-basin framework (3,364 basins). .shp : geometry (basin polygons) .dbf : attribute table (basin-level information) .shx : shape index file .prj : coordinate reference system (CRS) information All spatial data are provided in the WGS 84 geographic coordinate system (EPSG:4326) . Basin_202412_3364.rds An R serialized object containing the basin spatial data, optimized for direct use in R (e.g., with sf ). This format preserves data structure and enables efficient loading for analytical workflows. cas_freshwater_202412.xlsx A tabular dataset containing freshwater fish species occurrence records across drainage basins, including updated taxonomy and species&ndash;basin associations standardized to December 2024. References Tedesco, P. A. et al. A global database on freshwater fish species occurrence in drainage basins . Sci. Data 4 , 1&ndash;6 (2017). Ding, L. et al. Global shortfalls in freshwater fish biodiversity knowledge inform strategic collection priorities. (2026).","freshwater fish; basin","dataset",,1,FALSE,"plant_hits=2; trait_hits=0; measurement_hits=0; exclude_hits=1; kw_hits=0"
"zenodo","zenodo:19829758","19829758","10.5281/zenodo.19829758","""global database"" plant traits","IIASA-GAINS model: Global database on anthropogenic methane emissions, future mitigation potentials and costs","Höglund-Isaksson, Lena; Gómez-Sanabria, Adriana; Kuehnle-Nelson, Lovisa; Quinn-Savory, Scarlett; Brocza-Pflüg, Flora; Zhang, Shaohui","This database contains global estimates of anthropogenic methane emissions, future mitigation potentials and mitigation costs. Estimates have been produced January-April 2026 using IIASA's GAINS model v4.1b (https://iiasa.ac.at/models-tools-data/gains) and represent an update of results presented in UNEP (2025) Global Methane Status Report. Key updates concern updates of historical energy sector and agricultural sector activity data to country statistics until year 2024, shift of baseyear for projections from 2020 to 2025, with 2025 activity data aligned with 2024 statistics, consideration of measures as mentioned in National Determined Contributions (NDCs) submitted as of end of January 2026 (extention from June 2025), a higher resolution of technology representation for leak control in the oil and gas sector to better reflect potential and costs for biannual vs monthly leak-detection and repair programs, a revision of coal-mining emissions in China to reflect recent studies suggesting a regional shift within China from regions with high emission factors to regions with lower emission factors for coal mining (Zhang et al., 2025), and an update of country-specific natural gas prices (see separate note in Description sheet). A detailed documentation of assumptions will be published separately. Previous versions of GAINS model methane data have been documented in H&ouml;glund-Isaksson et al., 2020 and H&ouml;glund-Isaksson, 2012. &nbsp;&nbsp;","methane emissions; mitigation costs; methane mitigation potential; GAINS model","dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19852570","19852570","10.5281/zenodo.19852570","""plant functional trait"" data","Cost-Effectiveness of Innovative Solutions to reduce Marine Litter","Astudillo-Pascual, Marina; Ainsworth, Gillian B.; VILLASANTE, SEBASTIAN","Data collected and generated for the calculation of a cost&ndash;benefit analysis (CBA) of MyGearTag and a Fishers Reward Program for the reduction of marine litter (two NETTAG+ innovative solutions). Data was obtained from a combination of official data sources and project-generated information: Scientific, Technical and Economic Committee for Fisheries (STECF) Annual Economic Report (using mean values for the period 2018&ndash;2022 at fleet-segment level), NetTag project deliverables (D2.2) and interviews as well as, NETTAG+ consultations with fishers&rsquo; representatives and fishing gear manufacturers (for information related to fishing gear characteristics, gear values, frequency of gear loss, time spent on gear recovery, and recovery rates). Proxy values were employed where direct observations were not available. Technical and cost data related to the MyGearTag system (unit price, training requirements, and operational characteristics) were provided or validated by NETTAG+ WP3 partners (University of Newcastle). &nbsp; Calculation and analysis All calculations for CBAs were carried out by the Equalsea Lab at at the University of Santiago de Compostela (USC).","MyGearTag; rewards; incentives; marine litter; cost-benefit; implementation","dataset",,-2,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=1; kw_hits=0"
"zenodo","zenodo:19592552","19592552","10.5281/zenodo.19592552","""plant functional trait"" data","Data and code for ""A Prototype Differential Atom Interferometer for Fundamental Physics""","Baynham, Charles","Data and code for &ldquo;A Prototype Differential Atom Interferometer for Fundamental Physics&rdquo; 10.5281/zenodo.19592552 Data and plots curated by Charles Baynham c.baynham@imperial.ac.uk - for authorship contributions see the paper . Reproducible figure-generation code for the Differential Atom Interferometry (DAI) paper from the AION experiment at Imperial College London. This repository contains the data and figure scripts for arXiv:2504.09158 . Figures Notebook Description Figure 1.ipynb Black-hole merger sensitivity projections Figure 4.ipynb Composite figure: Allan deviation, signal recovery, and noise analysis Figure 5a.ipynb Maximum-likelihood frequency scan results Figure 5b.ipynb Amplitude histogram analysis across signal strengths Repository Structure ├── pyproject.toml # Python dependencies ├── uv.lock # Pinned dependency lockfile ├── utilities/ # Stripped-down analysis utilities │ ├── plots.py # Plotting helpers and styles │ ├── adevtools.py # Allan deviation tools │ ├── datasets/paths.py # Data path resolution (local paths) │ └── analysis/ │ └── signal_extraction.py ├── data/ # All data bundled (no network access needed) │ ├── intermediate_data/ # Pre-processed experimental data (CSVs, NPYs) │ ├── precomputed_true_signals/ # Pre-computed signal extraction results (NPZs) │ ├── 2026-01-20-DAI-Analysis/ # Monte Carlo and timeseries data │ ├── 2026-02-24-Amplitude-DAI-MC/ # Amplitude Monte Carlo results │ └── 2025-02-12-black-holes-plot/ # Black hole merger sensitivity data ├── figures/ # Notebooks and generated outputs │ ├── Figure 1.ipynb │ ├── Figure 4.ipynb │ ├── Figure 5a.ipynb │ └── Figure 5b.ipynb └── icl_experiments/ # Trimmed ARTIQ experiment repository ├── repository/ # Experiment code (DifferentialClockInterferometryWithNoiseAndSignalFrag) ├── device_db_config/ # Device database configuration ├── hdf5_data/ # Raw ARTIQ HDF5 datasets └── pyproject.toml # Experiment dependencies Running the Notebooks Dependencies are managed with uv . The uv.lock file pins every transitive dependency to exact versions. Download this repository and extract the files. Open a terminal in the extracted directory. Install uv if you don&rsquo;t have it: macOS / Linux: curl -LsSf https://astral.sh/uv/install.sh | sh Windows (PowerShell): powershell - ExecutionPolicy ByPass - c ""irm https://astral.sh/uv/install.ps1 | iex"" For more options, see the UV installation guide . Create a virtual environment and install all dependencies: uv sync Open any notebook in figures/ : uv run jupyter notebook To update or add dependencies, edit pyproject.toml and run uv lock to regenerate the lockfile. All data is bundled in data/ &mdash; no network access or external data stores are required. Data Provenance Experimental data was collected using the ARTIQ control system on the AION strontium cold-atom interferometer at Imperial College London . Raw datasets are stored on the ICL Research Data Store (RDS) and were pre-processed into the CSV/NPY/NPZ files included here. intermediate_data/ : Excitation fraction timeseries extracted from ARTIQ HDF5 datasets, plus MLE fitting results. The CSV filenames encode the 5-digit run IDs (RIDs) of the source HDF5 files. precomputed_true_signals/ : Frequency and phase extraction results computed via NDScanDataset.from_rid() and extract_frequency_and_phase() &mdash; bundled as NPZ files to remove the ARTIQ/RDS dependency 2026-01-20-DAI-Analysis/ : Monte Carlo Allan deviation results and residual timeseries 2026-02-24-Amplitude-DAI-MC/ : Monte Carlo simulation results for three signal amplitude levels 2025-02-12-black-holes-plot/ : Gravitational wave sensitivity curves and black hole merger population data icl_experiments/ : Trimmed ARTIQ experiment repository retaining only the code needed to run DifferentialClockInterferometryWithNoiseAndSignalFrag . Raw HDF5 datasets are stored in icl_experiments/hdf5_data/ .",,"dataset",,5,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=1; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19855773","19855773","10.5281/zenodo.19855773","""plant functional trait"" data","Data/code availability for ""Photonic-integrated quantum sensor array for microscale magnetic localisation"", arXiv:2511.11496","Weng, Hao-Cheng","This repository contains file, code, and data associated with the work ""Photonic-integrated quantum sensor array for microscale magnetic localisation"", currently published at arXiv:2511.11496.",,"dataset",,-10,FALSE,"veto_match=photon"
"zenodo","zenodo:19856115","19856115","10.5281/zenodo.19856115","""plant functional trait"" data","Overview of PEH Data: Mastercodebook for Data Requests","Remy, Sylvie",,,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19855732","19855732","10.5281/zenodo.19855732","""plant functional trait"" data","Accelign benchmark data","Kallenborn",,,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19855010","19855010","10.5281/zenodo.19855010","""plant functional trait"" data","Structural and functional basis of antinociceptive action of χ-conotoxin AoIA at the noradrenaline transporter","Belleza, Oliver V.; Sitte, Harald","Raw data deposition",,"dataset",,4,FALSE,"plant_hits=0; trait_hits=1; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19854096","19854096","10.5281/zenodo.19854096","""plant functional trait"" data","SingleLane-InnerRingWestLine-Expressway","Ji, Xinkai; Han, Yu","The data were collected on the Nanjing Inner Ring West Line, an elevated segment of Nanjing&rsquo;s urban expressway network. The study section is configured as a two-way, two-lane roadway, with one lane per direction, meaning that lane-changing maneuvers are not possible within the observed area. Traffic videos were simultaneously captured by two UAVs and then stitched in post-processing to obtain continuous vehicle trajectories over a road segment of approximately 700 m. Three independent data-collection sessions were conducted, denoted as AD, BE, and CF, respectively.",,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19852739","19852739","10.5281/zenodo.19852739","""plant functional trait"" data","Output and Data for ""BQ v1.0: a patch-interior overlap operator and diagnostic protocol for support-aware moisture-budget residuals""","Gan, Guangji; Chen, Lihong","This directory contains the derived stores, checkpoints, machine-readable&nbsp;reports, and generated figures used by the BQ v1.0 operator and diagnostic&nbsp;paper. It is intended to be used with the companion code.",,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19567610","19567610","10.5281/zenodo.19567610","""plant functional trait"" data","Výsledky zkoušek/experimentů měrné emise znečišťujících látek ze spalování pevných paliv v domácnostech (NFR sector 1A4bi)","Hopan, František","N&aacute;zev v&yacute;sledku: SS02030031-V118 DC 1.1 Emisn&iacute; faktory pro lok&aacute;ln&iacute; topeni&scaron;tě - spalov&aacute;n&iacute; pevn&yacute;ch paliv&nbsp; Technologick&aacute; agentura Česk&eacute; republiky 2. veřejn&aacute; soutěž Programu Prostřed&iacute; pro život Č&iacute;slo projektu: TAČR SS02030031 N&aacute;zev projektu: Integrovan&yacute; syst&eacute;m v&yacute;zkumu, hodnocen&iacute; a kontroly kvality ovzdu&scaron;&iacute; Akronym: ARAMIS Doba ře&scaron;en&iacute; projektu 07/2020 až 12/2026 Ře&scaron;itel projektu: Ing. Jitka Haboňov&aacute; Vypracoval:&nbsp;Ing. Franti&scaron;ek Hopan, Ph.D., Ing. Jiř&iacute; Ry&scaron;av&yacute;, Ph.D. Organizace: Vysok&aacute; &scaron;kola b&aacute;ňsk&aacute; &ndash; Technick&aacute; univerzita Ostrava, Centrum energetick&yacute;ch a environment&aacute;ln&iacute;ch technologi&iacute;, V&yacute;zkumn&eacute; energetick&eacute; centrum &nbsp; Popis: V uveden&eacute;m dokumentu se nach&aacute;zej&iacute; měrn&eacute; emise z experimentů proveden&yacute;ch na V&yacute;zkumn&eacute;m energetick&eacute;m centru. Slouž&iacute; jako podkladov&aacute; data pro stanoven&iacute; emisn&iacute;ch faktorů zneči&scaron;ťuj&iacute;c&iacute;ch l&aacute;tek pro spalov&aacute;n&iacute; pevn&yacute;ch paliv v dom&aacute;c&iacute;ch topeni&scaron;t&iacute;ch (NFR sektor 1A4bi). &nbsp; &nbsp;",,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
