"source_provider","provider_dataset_id","query_term","title","authors","abstract","source_subjects","field_of_science","storage_size","candidate_score","candidate_keep","candidate_rationale","doi","paper_url","data_links","fetch_chunk","query_source"
"scientific_data","10.1038/sdata.2014.12","2014-06","Direct infusion mass spectrometry metabolomics dataset: a benchmark for data processing and quality control","Jennifer A Kirwan; Ralf J M Weber; David I Broadhurst; Mark R Viant","<jats:title>Abstract</jats:title><jats:p>Direct-infusion mass spectrometry (DIMS) metabolomics is an important approach for characterising molecular responses of organisms to disease, drugs and the environment. Increasingly large-scale metabolomics studies are being conducted, necessitating improvements in both bioanalytical and computational workflows to maintain data quality. This dataset represents a systematic evaluation of the reproducibility of a multi-batch DIMS metabolomics study of cardiac tissue extracts. It comprises of twenty biological samples (cow vs. sheep) that were analysed repeatedly, in 8 batches across 7 days, together with a concurrent set of quality control (QC) samples. Data are presented from each step of the workflow and are available in MetaboLights. The strength of the dataset is that intra- and inter-batch variation can be corrected using QC spectra and the quality of this correction assessed independently using the repeatedly-measured biological samples. Originally designed to test the efficacy of a batch-correction algorithm, it will enable others to evaluate novel data processing algorithms. Furthermore, this dataset serves as a benchmark for DIMS metabolomics, derived using best-practice workflows and rigorous quality assessment.</jats:p>",,,,-11,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=1; exclude_hits=2","10.1038/sdata.2014.12","https://doi.org/10.1038/sdata.2014.12",,"2014-06","crossref"
"scientific_data","10.1038/sdata.2014.13","2014-06","Comprehensive RNA-Seq transcriptomic profiling across 11 organs, 4 ages, and 2 sexes of Fischer 344 rats","Ying Yu; Chen Zhao; Zhenqiang Su; Charles Wang; James C Fuscoe; Weida Tong; Leming Shi","<jats:title>Abstract</jats:title><jats:p>The rat is used extensively by the pharmaceutical, regulatory, and academic communities for safety assessment of drugs and chemicals and for studying human diseases; however, its transcriptome has not been well studied. As part of the SEQC (i.e., MAQC-III) consortium efforts, a comprehensive RNA-Seq data set was constructed using 320 RNA samples isolated from 10 organs (adrenal gland, brain, heart, kidney, liver, lung, muscle, spleen, thymus, and testes or uterus) from both sexes of Fischer 344 rats across four ages (2-, 6-, 21-, and 104-week-old) with four biological replicates for each of the 80 sample groups (organ-sex-age). With the Ribo-Zero rRNA removal and Illumina RNA-Seq protocols, 41 million 50 bp single-end reads were generated per sample, yielding a total of 13.4 billion reads. This data set could be used to identify and validate new rat genes and transcripts, develop a more comprehensive rat transcriptome annotation system, identify novel gene regulatory networks related to tissue specific gene expression and development, and discover genes responsible for disease and drug toxicity and efficacy.</jats:p>",,,,-37,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=5","10.1038/sdata.2014.13","https://doi.org/10.1038/sdata.2014.13",,"2014-06","crossref"
"scientific_data","10.1038/sdata.2014.11","2014-06","Genomes and phenomes of a population of outbred rats and its progenitors","Amelie Baud; Victor Guryev; Oliver Hummel; Martina Johannesson; Amelie Baud; Victor Guryev; Oliver Hummel; Martina Johannesson; Roel Hermsen; Pernilla Stridh; Delyth Graham; Martin W McBride; Tatiana Foroud; Sophie Calderari; Margarita Diez; Johan Ockinger; Amennai D Beyeen; Alan Gillett; Nada Abdelmagid; Andre Ortlieb Guerreiro-Cacais; Maja Jagodic; Jonatan Tuncel; Ulrika Norin; Elisabeth Beattie; Ngan Huynh; William H Miller; Daniel L Koller; Imranul Alam; Samreen Falak; Mary Osborne-Pellegrin; Esther Martinez-Membrives; Toni Canete; Gloria Blazquez; Elia Vicens-Costa; Carme Mont-Cardona; Sira Diaz-Moran; Adolf Tobena; Diana Zelenika; Kathrin Saar; Giannino Patone; Anja Bauerfeind; Marie-Therese Bihoreau; Matthias Heinig; Young-Ae Lee; Carola Rintisch; Herbert Schulz; David A Wheeler; Kim C Worley; Donna M Muzny; Richard A Gibbs; Mark Lathrop; Nico Lansu; Pim Toonen; Frans Paul Ruzius; Ewart de Bruijn; Heidi Hauser; David J Adams; Thomas Keane; Santosh S Atanur; Tim J Aitman; Paul Flicek; Tomas Malinauskas; E Yvonne Jones; Diana Ekman; Regina Lopez-Aumatell; Anna F Dominiczak; Rikard Holmdahl; Tomas Olsson; Dominique Gauguier; Norbert Hubner; Alberto Fernandez-Teruel; Edwin Cuppen; Richard Mott; Jonathan Flint; Jonathan Flint","<jats:title>Abstract</jats:title><jats:p>Finding genetic variants that contribute to phenotypic variation is one of the main challenges of modern genetics. We used an outbred population of rats (Heterogeneous Stock, HS) in a combined sequence-based and genetic mapping analysis to identify sequence variants and genes contributing to complex traits of biomedical relevance. Here we describe the sequences of the eight inbred progenitors of the HS and the variants that segregate between them. We report the genotyping of 1,407 HS rats, and the collection from 2,006 rats of 195 phenotypic measures that are relevant to models of anxiety, type 2 diabetes, hypertension and osteoporosis. We make available haplotype dosages for the 1,407 genotyped rats, since genetic mapping in the HS is best carried out by reconstructing each HS chromosome as a mosaic of the progenitor genomes. Finally, we have deposited an R object that makes it easy to incorporate our sequence data into any genetic study of HS rats. Our genetic data are available for both Rnor3.4 and Rnor5.0 rat assemblies.</jats:p>",,,,-8,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=1","10.1038/sdata.2014.11","https://doi.org/10.1038/sdata.2014.11","10.6084/m9.figshare.943485","2014-06","crossref"
"scientific_data","10.1038/sdata.2014.9","2014-06","The species translation challenge—A systems biology perspective on human and rat bronchial epithelial cells","Carine Poussin; Carole Mathis; Leonidas G Alexopoulos; Dimitris E Messinis; Rémi H J Dulize; Vincenzo Belcastro; Ioannis N Melas; Theodore Sakellaropoulos; Kahn Rhrissorrakrai; Erhan Bilal; Pablo Meyer; Marja Talikka; Stéphanie Boué; Raquel Norel; John J Rice; Gustavo Stolovitzky; Nikolai V Ivanov; Manuel C Peitsch; Julia Hoeng",,,,,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2014.9","https://doi.org/10.1038/sdata.2014.9","10.6084/m9.figshare.960097","2014-06","crossref"
"scientific_data","10.1038/sdata.2014.17","2014-07","Genome-wide functional genomic and transcriptomic analyses for genes regulating sensitivity to vorinostat","Katrina J Falkenberg; Cathryn M Gould; Ricky W Johnstone; Kaylene J Simpson","<jats:title>Abstract</jats:title><jats:p>Identification of mechanisms of resistance to histone deacetylase inhibitors, such as vorinostat, is important in order to utilise these anticancer compounds more efficiently in the clinic. Here, we present a dataset containing multiple tiers of stringent siRNA screening for genes that when knocked down conferred sensitivity to vorinostat-induced cell death. We also present data from a miRNA overexpression screen for miRNAs contributing to vorinostat sensitivity. Furthermore, we provide transcriptomic analysis using massively parallel sequencing upon knockdown of 14 validated vorinostat-resistance genes. These datasets are suitable for analysis of genes and miRNAs involved in cell death in the presence and absence of vorinostat as well as computational biology approaches to identify gene regulatory networks.</jats:p>",,,,-16,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=2","10.1038/sdata.2014.17","https://doi.org/10.1038/sdata.2014.17",,"2014-07","crossref"
"scientific_data","10.1038/sdata.2014.19","2014-07","Life history profiles for 27 strepsirrhine primate taxa generated using captive data from the Duke Lemur Center","Sarah M Zehr; Richard G Roach; David Haring; Julie Taylor; Freda H Cameron; Anne D Yoder","<jats:title>Abstract</jats:title><jats:p>Since its establishment in 1966, the Duke Lemur Center (DLC) has accumulated detailed records for nearly 4,200 individuals from over 40 strepsirrhine primate taxa—the lemurs, lorises, and galagos. Here we present verified data for 3,627 individuals of 27 taxa in the form of a life history table containing summarized species values for variables relating to ancestry, reproduction, longevity, and body mass, as well as the two raw data files containing direct and calculated variables from which this summary table is built. Large sample sizes, longitudinal data that in many cases span an animal’s entire life, exact dates of events, and large numbers of individuals from closely related yet biologically diverse primate taxa make these datasets unique. This single source for verified raw data and systematically compiled species values, particularly in combination with the availability of associated biological samples and the current live colony for research, will support future studies from an enormous spectrum of disciplines.</jats:p>",,,,-3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=1; exclude_hits=1","10.1038/sdata.2014.19","https://doi.org/10.1038/sdata.2014.19","10.5061/dryad.fj974","2014-07","crossref"
"scientific_data","10.1038/sdata.2014.18","2014-07","The Clodia database: a long time series of fishery data from the Adriatic Sea","Carlotta Mazzoldi; Andrea Sambo; Emilio Riginella",,,,,-8,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=1","10.1038/sdata.2014.18","https://doi.org/10.1038/sdata.2014.18","10.6084/m9.figshare.1015506","2014-07","crossref"
"scientific_data","10.1038/sdata.2014.14","2014-07","Transcriptomic analysis of midbrain and individual hindbrain rhombomeres in the chick embryo","Leigh Wilson; David Chambers","<jats:title>Abstract</jats:title><jats:p>The anteroposterior compartments of the developing hindbrain (rhombomeres [r]) are normally patterned by the combinatorial action of distinct Hox genes. Using Affymetrix GeneChips to define the repertoire of genes regulated in each rhombomere, we have performed a systematic survey of the transcriptional status of individual segments of the developing chick hindbrain (r1-5) at a key stage of early development (HH11) and identified hundreds of previously un-described genes expressed in this region. For comparative purposes, we have also included the adjacent region of the embryonic midbrain (m) in our dataset. In summary, six different embryonic brain regions (m, r1, r2, r3, r4 &amp; r5) are represented by biological duplicates to give a raw dataset comprised of 12 individual Affymetrix GeneChip Cel and CHP files. These data give an opportunity to assess the genome-wide complexity of gene expression during patterning of the chick developing midbrain and hindbrain, and may be relevant to extending our understanding of the genes regulated by Hox family transcription factors.</jats:p>",,,,-5,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=1","10.1038/sdata.2014.14","https://doi.org/10.1038/sdata.2014.14",,"2014-07","crossref"
"scientific_data","10.1038/sdata.2014.16","2014-07","Erratum: Genomes and phenomes of a population of outbred rats and its progenitors","Amelie Baud; Victor Guryev; Oliver Hummel; Martina Johannesson; Amelie Baud; Victor Guryev; Oliver Hummel; Martina Johannesson; Roel Hermsen; Pernilla Stridh; Delyth Graham; Martin W McBride; Tatiana Foroud; Sophie Calderari; Margarita Diez; Johan Ockinger; Amennai D Beyeen; Alan Gillett; Nada Abdelmagid; Andre Ortlieb Guerreiro-Cacais; Maja Jagodic; Jonatan Tuncel; Ulrika Norin; Elisabeth Beattie; Ngan Huynh; William H Miller; Daniel L Koller; Imranul Alam; Samreen Falak; Mary Osborne-Pellegrin; Esther Martinez-Membrives; Toni Canete; Gloria Blazquez; Elia Vicens-Costa; Carme Mont-Cardona; Sira Diaz-Moran; Adolf Tobena; Diana Zelenika; Kathrin Saar; Giannino Patone; Anja Bauerfeind; Marie-Therese Bihoreau; Matthias Heinig; Young-Ae Lee; Carola Rintisch; Herbert Schulz; David A Wheeler; Kim C Worley; Donna M Muzny; Richard A Gibbs; Mark Lathrop; Nico Lansu; Pim Toonen; Frans Paul Ruzius; Ewart de Bruijn; Heidi Hauser; David J Adams; Thomas Keane; Santosh S Atanur; Tim J Aitman; Paul Flicek; Tomas Malinauskas; E Yvonne Jones; Diana Ekman; Regina Lopez-Aumatell; Anna F Dominiczak; Rikard Holmdahl; Tomas Olsson; Dominique Gauguier; Norbert Hubner; Alberto Fernandez-Teruel; Edwin Cuppen; Richard Mott; Jonathan Flint; Jonathan Flint",,,,,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2014.16","https://doi.org/10.1038/sdata.2014.16",,"2014-07","crossref"
"scientific_data","10.1038/sdata.2014.26","2014-08","An extended Arctic proxy temperature database for the past 2,000 years","Nicholas P. McKay; Darrell S. Kaufman","<jats:title>Abstract</jats:title><jats:p>Robust climate reconstructions of the most recent centuries and millennia are invaluable for placing modern warming in the context of natural variability. Here we present an extended and revised database (version 1.1) of proxy temperature records recently used to reconstruct Arctic temperatures for the past 2,000 years. The datasets are presented in a machine-readable format, and have been extended with the geochronologic data and consistently generated time-uncertain ensembles, which will be useful in future analyses of the influence of geochronologic uncertainty. A standardized description of the seasonality of the temperature response for each record, as reported by the original authors, is also included to motivate a more nuanced approach to integrating records with variable seasonal sensitivities. Despite the predominance of seasonal, rather than annual, temperature responders in the database, comparisons with the instrumental record of temperature suggest that, as a whole, the datasets best record annual temperature variability across the Arctic, especially in northeast Canada and Greenland, where the density of records is highest.</jats:p>",,,,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2014.26","https://doi.org/10.1038/sdata.2014.26","10.6084/m9.figshare.1054736","2014-08","crossref"
"scientific_data","10.1038/sdata.2014.21","2014-08","Transcriptomic profiling of rat liver samples in a comprehensive study design by RNA-Seq","Binsheng Gong; Charles Wang; Zhenqiang Su; Huixiao Hong; Jean Thierry-Mieg; Danielle Thierry-Mieg; Leming Shi; Scott S. Auerbach; Weida Tong; Joshua Xu","<jats:title>Abstract</jats:title><jats:p>RNA-Seq provides the capability to characterize the entire transcriptome in multiple levels including gene expression, allele specific expression, alternative splicing, fusion gene detection, and etc. The US FDA-led SEQC (i.e., MAQC-III) project conducted a comprehensive study focused on the transcriptome profiling of rat liver samples treated with 27 chemicals to evaluate the utility of RNA-Seq in safety assessment and toxicity mechanism elucidation. The chemicals represented multiple chemogenomic modes of action (MOA) and exhibited varying degrees of transcriptional response. The paired-end 100 bp sequencing data were generated using Illumina HiScanSQ and/or HiSeq 2000. In addition to the core study, six animals (i.e., three aflatoxin B1 treated rats and three vehicle control rats) were sequenced three times, with two separate library preparations on two sequencing machines. This large toxicogenomics dataset can serve as a resource to characterize various aspects of transcriptomic changes (e.g., alternative splicing) that are byproduct of chemical perturbation.</jats:p>",,,,-40,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=5","10.1038/sdata.2014.21","https://doi.org/10.1038/sdata.2014.21","10.6084/m9.figshare.1032698","2014-08","crossref"
"scientific_data","10.1038/sdata.2014.20","2014-08","Cross-platform ultradeep transcriptomic profiling of human reference RNA samples by RNA-Seq","Joshua Xu; Zhenqiang Su; Huixiao Hong; Jean Thierry-Mieg; Danielle Thierry-Mieg; David P. Kreil; Christopher E. Mason; Weida Tong; Leming Shi","<jats:title>Abstract</jats:title><jats:p>Whole-transcriptome sequencing (‘RNA-Seq’) has been drastically changing the scale and scope of genomic research. In order to fully understand the power and limitations of this technology, the US Food and Drug Administration (FDA) launched the third phase of the MicroArray Quality Control (MAQC-III) project, also known as the SEquencing Quality Control (SEQC) project. Using two well-established human reference RNA samples from the first phase of the MAQC project, three sequencing platforms were tested across more than ten sites with built-in truths including spike-in of external RNA controls (ERCC), titration data and qPCR verification. The SEQC project generated over 30 billion sequence reads representing the largest RNA-Seq data ever generated by a single project on individual RNA samples. This extraordinarily ultradeep transcriptomic data set and the known truths built into the study design provide many opportunities for further research and development to advance the improvement and application of RNA-Seq.</jats:p>",,,,-32,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=4","10.1038/sdata.2014.20","https://doi.org/10.1038/sdata.2014.20",,"2014-08","crossref"
"scientific_data","10.1038/sdata.2014.24","2014-08","A draft genome for the African crocodilian trypanosome Trypanosoma grayi","Steven Kelly; Alasdair Ivens; Paul T. Manna; Wendy Gibson; Mark C. Field","<jats:title>Abstract</jats:title><jats:p>The availability of genome sequence data has greatly enhanced our understanding of the adaptations of trypanosomatid parasites to their respective host environments. However, these studies remain somewhat restricted by modest taxon sampling, generally due to focus on the most important pathogens of humans. To address this problem, at least in part, we are releasing a draft genome sequence for the African crocodilian trypanosome, <jats:italic>Trypanosoma grayi</jats:italic> ANR4. This dataset comprises genomic DNA sequences assembled <jats:italic>de novo</jats:italic> into contigs, encompassing over 10,000 annotated putative open reading frames and predicted protein products. Using phylogenomic approaches we demonstrate that <jats:italic>T. grayi</jats:italic> is more closely related to <jats:italic>Trypanosoma cruzi</jats:italic> than it is to the African trypanosomes <jats:italic>T. brucei</jats:italic>, <jats:italic>T. congolense</jats:italic> and <jats:italic>T. vivax</jats:italic>, despite the fact <jats:italic>T. grayi</jats:italic> and the African trypanosomes are each transmitted by tsetse flies. The data are deposited in publicly accessible repositories where we hope they will prove useful to the community in evolutionary studies of the trypanosomatids.</jats:p>",,,,-16,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=2","10.1038/sdata.2014.24","https://doi.org/10.1038/sdata.2014.24",,"2014-08","crossref"
"scientific_data","10.1038/sdata.2014.23","2014-08","Comprehensive analysis of the venom gland transcriptome of the spider Dolomedes fimbriatus","Sergey A. Kozlov; Vassili N. Lazarev; Elena S. Kostryukova; Oksana V. Selezneva; Elena A. Ospanova; Dmitry G. Alexeev; Vadim M. Govorun; Eugene V. Grishin",,,,,-8,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=1","10.1038/sdata.2014.23","https://doi.org/10.1038/sdata.2014.23",,"2014-08","crossref"
"scientific_data","10.1038/sdata.2014.22","2014-08","Quantum chemistry structures and properties of 134 kilo molecules","Raghunathan Ramakrishnan; Pavlo O. Dral; Matthias Rupp; O. Anatole von Lilienfeld",,,,,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2014.22","https://doi.org/10.1038/sdata.2014.22","10.6084/m9.figshare.978904","2014-08","crossref"
"scientific_data","10.1038/sdata.2014.25","2014-08","Longitudinal recordings of the vocalizations of immature Gombe chimpanzees for developmental studies","Frans X. Plooij; Hetty van de Rijt-Plooij; Martha Fischer; Anne Pusey","<jats:title>Abstract</jats:title><jats:p>Many researchers are interested in chimpanzee vocal communication, both as an important aspect of chimpanzee social behavior and as a source of insights into the evolution of human language. Nonetheless, very little is known about how chimpanzee vocal communication develops from infancy to adulthood. The largest dataset of audiorecordings from free-living immature chimpanzees was collected by the late Hetty van de Rijt-Plooij and Frans X. Plooij at Gombe National Park, Tanzania (1971–1973). These recordings have not yet been analysed. Therefore, the most extensive effort to study the development of chimpanzee vocalizations remains unfinished. The audiospecimens total over 10 h on 28 tapes, including 20 tapes focusing on 17 specific immature individuals with a total of 1,136 recordings. In order to make this dataset available to more researchers, the analogue sound recordings were digitized and stored in the Macaulay Library and the Dryad Repository. In addition, the original notes on the contexts of the calls were translated and transcribed from Dutch into English.</jats:p>",,,,2,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=1; exclude_hits=0","10.1038/sdata.2014.25","https://doi.org/10.1038/sdata.2014.25","10.5061/dryad.5tq80","2014-08","crossref"
"scientific_data","10.1038/sdata.2014.29","2014-09","Metabolic differences in ripening of Solanum lycopersicum ‘Ailsa Craig’ and three monogenic mutants","Stephan Beisken; Mark Earll; Charles Baxter; David Portwood; Zsuzsanna Ament; Aniko Kende; Charlie Hodgman; Graham Seymour; Rebecca Smith; Paul Fraser; Mark Seymour; Reza M. Salek; Christoph Steinbeck","<jats:title>Abstract</jats:title><jats:p>Application of mass spectrometry enables the detection of metabolic differences between groups of related organisms. Differences in the metabolic fingerprints of wild-type <jats:italic>Solanum lycopersicum</jats:italic> and three monogenic mutants, <jats:italic>ripening inhibitor</jats:italic> (<jats:italic>rin</jats:italic>), <jats:italic>non-ripening</jats:italic> (<jats:italic>nor</jats:italic>) and <jats:italic>Colourless non-ripening</jats:italic> (<jats:italic>Cnr</jats:italic>), of tomato are captured with regard to ripening behaviour. A high-resolution tandem mass spectrometry system coupled to liquid chromatography produced a time series of the ripening behaviour at discrete intervals with a focus on changes post-anthesis. Internal standards and quality controls were used to ensure system stability. The raw data of the samples and reference compounds including study protocols have been deposited in the open metabolomics database MetaboLights <jats:italic>via</jats:italic> the metadata annotation tool Isatab to enable efficient re-use of the datasets, such as in metabolomics cross-study comparisons or data fusion exercises.</jats:p>",,,,-5,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=1","10.1038/sdata.2014.29","https://doi.org/10.1038/sdata.2014.29",,"2014-09","crossref"
