"source_provider","provider_dataset_id","query_term","title","authors","abstract","source_subjects","field_of_science","storage_size","candidate_score","candidate_keep","candidate_rationale","doi","paper_url","data_links","fetch_chunk"
"scientific_data","10.1038/s41597-020-00653-5","2020-09","Global terrestrial carbon fluxes of 1999–2019 estimated by upscaling eddy covariance data with a random forest","Jiye Zeng; Tsuneo Matsunaga; Zheng-Hong Tan; Nobuko Saigusa; Tomoko Shirai; Yanhong Tang; Shushi Peng; Yoko Fukuda","<jats:title>Abstract</jats:title><jats:p>The terrestrial biosphere is a key player in slowing the accumulation of carbon dioxide in the atmosphere. While quantification of carbon fluxes at global land scale is important for mitigation policy related to climate and carbon, measurements are only available at sites scarcely distributed in the world. This leads to using various methods to upscale site measurements to the whole terrestrial biosphere. This article reports a product obtained by using a Random Forest to upscale terrestrial net ecosystem exchange, gross primary production, and ecosystem respiration from FLUXNET 2015. Our product covers land from −60°S to 80°N with a spatial resolution of 0.1° × 0.1° every 10 days during the period 1999–2019. It was compared with four existing products. A distinguishable feature of our method is using three derived variables of leaf area index to represent plant functional type (PFT) so that measurements from different PFTs can be mixed better by the model. This product can be valuable for the carbon-cycle community to validate terrestrial biosphere models and cross check datasets.</jats:p>",NA,NA,NA,18,TRUE,"plant_hits=4; trait_hits=1; measurement_hits=1; exclude_hits=0","10.1038/s41597-020-00653-5","https://doi.org/10.1038/s41597-020-00653-5","https://doi.org/10.1038/s41597-020-00653-5","2020-09"
"scientific_data","10.1038/s41597-021-00826-w","2021-02","Reference carbon cycle dataset for typical Chinese forests via colocated observations and data assimilation","Honglin He; Rong Ge; Xiaoli Ren; Li Zhang; Qingqing Chang; Qian Xu; Guoyi Zhou; Zongqiang Xie; Silong Wang; Huimin Wang; Qibin Zhang; Anzhi Wang; Zexin Fan; Yiping Zhang; Weijun Shen; Huajun Yin; Luxiang Lin; Mathew Williams; Guirui Yu","<jats:title>Abstract</jats:title><jats:p>Chinese forests cover most of the representative forest types in the Northern Hemisphere and function as a large carbon (C) sink in the global C cycle. The availability of long-term C dynamics observations is key to evaluating and understanding C sequestration of these forests. The Chinese Ecosystem Research Network has conducted normalized and systematic monitoring of the soil-biology-atmosphere-water cycle in Chinese forests since 2000. For the first time, a reference dataset of the decadal C cycle dynamics was produced for 10 typical Chinese forests after strict quality control, including biomass, leaf area index, litterfall, soil organic C, and the corresponding meteorological data. Based on these basic but time-discrete C-cycle elements, an assimilated dataset of key C cycle parameters and time-continuous C sequestration functions was generated via model-data fusion, including C allocation, turnover, and soil, vegetation, and ecosystem C storage. These reference data could be used as a benchmark for model development, evaluation and C cycle research under global climate change for typical forests in the Northern Hemisphere.</jats:p>",NA,NA,NA,17,TRUE,"plant_hits=3; trait_hits=1; measurement_hits=2; exclude_hits=0","10.1038/s41597-021-00826-w","https://doi.org/10.1038/s41597-021-00826-w","10.6084/m9.figshare.12331400","2021-02"
"scientific_data","10.1038/s41597-021-00873-3","2021-03","WOODIV, a database of occurrences, functional traits, and phylogenetic data for all Euro-Mediterranean trees","Anne-Christine Monnet; Kévin Cilleros; Frédéric Médail; Marwan Cheikh Albassatneh; Juan Arroyo; Gianluigi Bacchetta; Francesca Bagnoli; Zoltán Barina; Manuel Cartereau; Nicolas Casajus; Panayotis Dimopoulos; Gianniantonio Domina; Aggeliki Doxa; Marcial Escudero; Bruno Fady; Arndt Hampe; Vlado Matevski; Stephen Misfud; Toni Nikolic; Daniel Pavon; Anne Roig; Estefania Santos Barea; Ilaria Spanu; Arne Strid; Giovanni Giuseppe Vendramin; Agathe Leriche","<jats:title>Abstract</jats:title><jats:p>Trees play a key role in the structure and function of many ecosystems worldwide. In the Mediterranean Basin, forests cover approximately 22% of the total land area hosting a large number of endemics (46 species). Despite its particularities and vulnerability, the biodiversity of Mediterranean trees is not well known at the taxonomic, spatial, functional, and genetic levels required for conservation applications. The WOODIV database fills this gap by providing reliable occurrences, four functional traits (plant height, seed mass, wood density, and specific leaf area), and sequences from three DNA-regions (<jats:italic>rbc</jats:italic>L,<jats:italic>mat</jats:italic>K, and<jats:italic>trn</jats:italic>H-<jats:italic>psb</jats:italic>A), together with modelled occurrences and a phylogeny for all 210 Euro-Mediterranean tree species. We compiled, homogenized, and verified occurrence data from sparse datasets and collated them on an INSPIRE-compliant 10 × 10 km grid. We also gathered functional trait and genetic data, filling existing gaps where possible. The WOODIV database can benefit macroecological studies in the fields of conservation, biogeography, and community ecology.</jats:p>",NA,NA,NA,47,TRUE,"plant_hits=7; trait_hits=6; measurement_hits=1; exclude_hits=0","10.1038/s41597-021-00873-3","https://doi.org/10.1038/s41597-021-00873-3","10.6084/m9.figshare.13952897, 10.5061/dryad.234","2021-03"
"scientific_data","10.1038/s41597-021-00911-0","2021-05","Author Correction: WOODIV, a database of occurrences, functional traits, and phylogenetic data for all Euro-Mediterranean trees","Anne-Christine Monnet; Kévin Cilleros; Frédéric Médail; Marwan Cheikh Albassatneh; Juan Arroyo; Gianluigi Bacchetta; Francesca Bagnoli; Zoltán Barina; Manuel Cartereau; Nicolas Casajus; Panayotis Dimopoulos; Gianniantonio Domina; Aggeliki Doxa; Marcial Escudero; Bruno Fady; Arndt Hampe; Vlado Matevski; Stephen Misfud; Toni Nikolic; Daniel Pavon; Anne Roig; Estefania Santos Barea; Ilaria Spanu; Arne Strid; Giovanni Giuseppe Vendramin; Agathe Leriche","",NA,NA,NA,12,FALSE,"plant_hits=2; trait_hits=1; measurement_hits=1; exclude_hits=0; dropped: Author Correction paper, no associated dataset","10.1038/s41597-021-00911-0","https://doi.org/10.1038/s41597-021-00911-0","https://doi.org/10.1038/s41597-021-00911-0","2021-05"
"scientific_data","10.1038/s41597-021-01006-6","2021-09","AusTraits, a curated plant trait database for the Australian flora","Daniel Falster; Rachael Gallagher; Elizabeth H. Wenk; Ian J. Wright; Dony Indiarto; Samuel C. Andrew; Caitlan Baxter; James Lawson; Stuart Allen; Anne Fuchs; Anna Monro; Fonti Kar; Mark A. Adams; Collin W. Ahrens; Matthew Alfonzetti; Tara Angevin; Deborah M. G. Apgaua; Stefan Arndt; Owen K. Atkin; Joe Atkinson; Tony Auld; Andrew Baker; Maria von Balthazar; Anthony Bean; Chris J. Blackman; Keith Bloomfield; David M. J. S. Bowman; Jason Bragg; Timothy J. Brodribb; Genevieve Buckton; Geoff Burrows; Elizabeth Caldwell; James Camac; Raymond Carpenter; Jane A. Catford; Gregory R. Cawthray; Lucas A. Cernusak; Gregory Chandler; Alex R. Chapman; David Cheal; Alexander W. Cheesman; Si-Chong Chen; Brendan Choat; Brook Clinton; Peta L. Clode; Helen Coleman; William K. Cornwell; Meredith Cosgrove; Michael Crisp; Erika Cross; Kristine Y. Crous; Saul Cunningham; Timothy Curran; Ellen Curtis; Matthew I. Daws; Jane L. DeGabriel; Matthew D. Denton; Ning Dong; Pengzhen Du; Honglang Duan; David H. Duncan; Richard P. Duncan; Marco Duretto; John M. Dwyer; Cheryl Edwards; Manuel Esperon-Rodriguez; John R. Evans; Susan E. Everingham; Claire Farrell; Jennifer Firn; Carlos Roberto Fonseca; Ben J. French; Doug Frood; Jennifer L. Funk; Sonya R. Geange; Oula Ghannoum; Sean M. Gleason; Carl R. Gosper; Emma Gray; Philip K. Groom; Saskia Grootemaat; Caroline Gross; Greg Guerin; Lydia Guja; Amy K. Hahs; Matthew Tom Harrison; Patrick E. Hayes; Martin Henery; Dieter Hochuli; Jocelyn Howell; Guomin Huang; Lesley Hughes; John Huisman; Jugoslav Ilic; Ashika Jagdish; Daniel Jin; Gregory Jordan; Enrique Jurado; John Kanowski; Sabine Kasel; Jürgen Kellermann; Belinda Kenny; Michele Kohout; Robert M. Kooyman; Martyna M. Kotowska; Hao Ran Lai; Etienne Laliberté; Hans Lambers; Byron B. Lamont; Robert Lanfear; Frank van Langevelde; Daniel C. Laughlin; Bree-Anne Laugier-Kitchener; Susan Laurance; Caroline E. R. Lehmann; Andrea Leigh; Michelle R. Leishman; Tanja Lenz; Brendan Lepschi; James D. Lewis; Felix Lim; Udayangani Liu; Janice Lord; Christopher H. Lusk; Cate Macinnis-Ng; Hannah McPherson; Susana Magallón; Anthony Manea; Andrea López-Martinez; Margaret Mayfield; James K. McCarthy; Trevor Meers; Marlien van der Merwe; Daniel J. Metcalfe; Per Milberg; Karel Mokany; Angela T. Moles; Ben D. Moore; Nicholas Moore; John W. Morgan; William Morris; Annette Muir; Samantha Munroe; Áine Nicholson; Dean Nicolle; Adrienne B. Nicotra; Ülo Niinemets; Tom North; Andrew O’Reilly-Nugent; Odhran S. O’Sullivan; Brad Oberle; Yusuke Onoda; Mark K. J. Ooi; Colin P. Osborne; Grazyna Paczkowska; Burak Pekin; Caio Guilherme Pereira; Catherine Pickering; Melinda Pickup; Laura J. Pollock; Pieter Poot; Jeff R. Powell; Sally A. Power; Iain Colin Prentice; Lynda Prior; Suzanne M. Prober; Jennifer Read; Victoria Reynolds; Anna E. Richards; Ben Richardson; Michael L. Roderick; Julieta A. Rosell; Maurizio Rossetto; Barbara Rye; Paul D. Rymer; Michael A. Sams; Gordon Sanson; Hervé Sauquet; Susanne Schmidt; Jürg Schönenberger; Ernst-Detlef Schulze; Kerrie Sendall; Steve Sinclair; Benjamin Smith; Renee Smith; Fiona Soper; Ben Sparrow; Rachel J. Standish; Timothy L. Staples; Ruby Stephens; Christopher Szota; Guy Taseski; Elizabeth Tasker; Freya Thomas; David T. Tissue; Mark G. Tjoelker; David Yue Phin Tng; Félix de Tombeur; Kyle Tomlinson; Neil C. Turner; Erik J. Veneklaas; Susanna Venn; Peter Vesk; Carolyn Vlasveld; Maria S. Vorontsova; Charles A. Warren; Nigel Warwick; Lasantha K. Weerasinghe; Jessie Wells; Mark Westoby; Matthew White; Nicholas S. G. Williams; Jarrah Wills; Peter G. Wilson; Colin Yates; Amy E. Zanne; Graham Zemunik; Kasia Ziemińska","<jats:title>Abstract</jats:title>
                  <jats:p>We introduce the AusTraits database - a compilation of values of plant traits for taxa in the Australian flora (hereafter AusTraits). AusTraits synthesises data on 448 traits across 28,640 taxa from field campaigns, published literature, taxonomic monographs, and individual taxon descriptions. Traits vary in scope from physiological measures of performance (e.g. photosynthetic gas exchange, water-use efficiency) to morphological attributes (e.g. leaf area, seed mass, plant height) which link to aspects of ecological variation. AusTraits contains curated and harmonised individual- and species-level measurements coupled to, where available, contextual information on site properties and experimental conditions. This article provides information on version 3.0.2 of AusTraits which contains data for 997,808 trait-by-taxon combinations. We envision AusTraits as an ongoing collaborative initiative for easily archiving and sharing trait data, which also provides a template for other national or regional initiatives globally to fill persistent gaps in trait knowledge.</jats:p>",NA,NA,NA,40,TRUE,"plant_hits=4; trait_hits=6; measurement_hits=2; exclude_hits=0; title_override=TRUE","10.1038/s41597-021-01006-6","https://doi.org/10.1038/s41597-021-01006-6","10.5281/zenodo.3568417, 10.5061/dryad.72h45, 10.5061/dryad.234","2021-09"
"scientific_data","10.1038/s41597-021-01104-5","2022-01","A taxonomic, genetic and ecological data resource for the vascular plants of Britain and Ireland","Marie C. Henniges; Robyn F. Powell; Sahr Mian; Clive A. Stace; Kevin J. Walker; Richard J. Gornall; Maarten J. M. Christenhusz; Max R. Brown; Alex D. Twyford; Peter M. Hollingsworth; Laura Jones; Natasha de Vere; Alexandre Antonelli; Andrew R. Leitch; Ilia J. Leitch","<jats:title>Abstract</jats:title><jats:p>The vascular flora of Britain and Ireland is among the most extensively studied in the world, but the current knowledge base is fragmentary, with taxonomic, ecological and genetic information scattered across different resources. Here we present the first comprehensive data repository of native and alien species optimized for fast and easy online access for ecological, evolutionary and conservation analyses. The inventory is based on the most recent reference flora of Britain and Ireland, with taxon names linked to unique Kew taxon identifiers and DNA barcode data. Our data resource for 3,227 species and 26 traits includes existing and unpublished genome sizes, chromosome numbers and life strategy and life-form assessments, along with existing data on functional traits, species distribution metrics, hybrid propensity, associated biomes, realized niche description, native status and geographic origin of alien species. This resource will facilitate both fundamental and applied research and enhance our understanding of the flora’s composition and temporal changes to inform conservation efforts in the face of ongoing climate change and biodiversity loss.</jats:p>",NA,NA,NA,13,TRUE,"plant_hits=3; trait_hits=1; measurement_hits=0; exclude_hits=0","10.1038/s41597-021-01104-5","https://doi.org/10.1038/s41597-021-01104-5","https://doi.org/10.1038/s41597-021-01104-5","2022-01"
"scientific_data","10.1038/s41597-022-01346-x","2022-06","GriddingMachine, a database and software for Earth system modeling at global and regional scales","Yujie Wang; Philipp Köhler; Renato K. Braghiere; Marcos Longo; Russell Doughty; A. Anthony Bloom; Christian Frankenberg","<jats:title>Abstract</jats:title><jats:p>Land and Earth system modeling is moving towards more explicit biophysical representations, requiring increasing variety of datasets for initialization and benchmarking. However, researchers often have difficulties in identifying and integrating non-standardized datasets from various sources. We aim towards a standardized database and one-stop distribution method of global datasets. Here, we present the GriddingMachine as (1) a database of global-scale datasets commonly used to parameterize or benchmark the models, from plant traits to vegetation indices and geophysical information and (2) a cross-platform open source software to download and request a subset of datasets with only a few lines of code. The GriddingMachine datasets can be accessed either manually through traditional HTTP, or automatically using modern programming languages including Julia, Matlab, Octave, Python, and R. The GriddingMachine collections can be used for any land and Earth modeling framework and ecological research at the regional and global scales, and the number of datasets will continue to grow to meet the increasing needs of research communities.</jats:p>",NA,NA,NA,12,TRUE,"plant_hits=2; trait_hits=1; measurement_hits=1; exclude_hits=0","10.1038/s41597-022-01346-x","https://doi.org/10.1038/s41597-022-01346-x","https://doi.org/10.1038/s41597-022-01346-x","2022-06"
"scientific_data","10.1038/s41597-023-02695-x","2023-11","Improved global 250 m 8-day NDVI and EVI products from 2000–2021 using the LSTM model","Changhao Xiong; Han Ma; Shunlin Liang; Tao He; Yufang Zhang; Guodong Zhang; Jianglei Xu","<jats:title>Abstract</jats:title><jats:p>Satellite vegetation index (VI) products, such as normalized difference vegetation index (NDVI) and enhanced vegetation index (EVI), have been widely used. However, they are severely contaminated by clouds and other factors and provide false signals of the surface vegetation conditions. In this study, the new global seamless 250 m, eight-day NDVI and EVI products from 2000–2021 were developed from Moderate Resolution Imaging Spectroradiometer (MODIS) surface reflectance data using a long short-term memory (LSTM) neural network method. High-quality globally representative time series VI samples were constructed to train the model using a combination of the Savitzky-Golay filter (SG), Global LAnd Surface Satellite (GLASS) leaf area index (LAI) fitting and upper envelope methods. To evaluate the proposed method and the 250 m VI products, the MODIS VI product (MOD13Q1) was used for the inter-comparisons using four widely used VI reconstruction methods. Assuming that the MODIS VI data of high quality represents the true values, the root mean square error (RMSE) for NDVI and EVI generated by the LSTM model are 0.0734 and 0.0509, respectively.</jats:p>",NA,NA,NA,10,TRUE,"plant_hits=2; trait_hits=1; measurement_hits=0; exclude_hits=0","10.1038/s41597-023-02695-x","https://doi.org/10.1038/s41597-023-02695-x","10.6084/m9.figshare.22220050, 10.6084/m9.figshare.22220125, 10.6084/m9.figshare.22267048","2023-11"
"scientific_data","10.1038/s41597-025-05509-4","[direct-doi]","Plant traits and associated ecological data from global change experiments and climate gradients in Norway","Vigdis Vandvik; Aud H. Halbritter; Marc Macias-Fauria; Brian S. Maitner; Sean T. Michaletz; Richard J. Telford; Nicole Bison; Julia Chacon-Labella; Sehoya Cotner; Dagmar Egelkraut; Josef Garen; Joseph Gaudard; Sonya R. Geange; Maria A. Rosati; Emil A. S. Andersen; Sam J. Ahler; Joe Atkinson; Marta Baumane; Pia M. Bradler; Hilary Rose Dawson; Julia Eckberg; Alexander D. Elsy; Joshua Erkelenz; Susan E. Eshelman; Coskun Guclu; Rebekka Gullvåg; Ragnhild Gya; Sorrel Hartford; Meghan T. Hayden; Mukhlish J. M. Holle; Alyssa T. Kullberg; Kai Lepley; Marta Correia; Cora E. Löwenstein; Celesté Maré; Dickson Mauki; Jocelyn Navarro; Barryette Oberholzer; Bernard Olivier; Alyssa N. Olson; Courtenay A. Ray; Jonathan von Oppen; Tom Vorstenbosch; Jonathan A. Wang; Brian J. Enquist","<jats:title>Abstract</jats:title>
          <jats:p>Plant functional trait-based approaches are powerful tools to assess the consequences of global environmental changes for plant ecophysiology, population and community ecology, ecosystem functioning, and landscape ecology. Here, we present data capturing these ecological dimensions from grazing, nitrogen addition, and warming experiments conducted along a 821 m a.s.l. elevation gradient and from a climate warming experiment conducted across a 3,200 mm precipitation gradient in boreal and alpine grasslands in Vestland County, western Norway. From these systems we collected 28,762 plant and leaf functional trait measurements from 76 vascular plant species, 88 leaf assimilation-temperature responses, 577 leaf handheld hyperspectral readings, 2.26 billion leaf temperature measurements, 3,696 ecosystem CO<jats:sub>2</jats:sub> flux measurements, and 10.69 ha of multispectral (10-band) and RGB cm-resolution imagery from 4,648 individual images obtained from airborne sensors. These data augment existing longer-term data on local climate, soils, plant populations, plant community composition, and ecosystem functioning from within the same experiments and study systems and from similar systems in other mountain regions globally.</jats:p>",NA,NA,NA,27,TRUE,"plant_hits=7; trait_hits=3; measurement_hits=1; exclude_hits=1; title_override=TRUE","10.1038/s41597-025-05509-4","https://doi.org/10.1038/s41597-025-05509-4","https://doi.org/10.1038/s41597-025-05509-4, 10.5281/zenodo.3934575, 10.5281/zenodo.15342255, 10.5281/zenodo.15387073, 10.5281/zenodo.15381031, 10.5281/zenodo.15365536","[direct-doi]"
"scientific_data","10.1038/s41597-023-02467-7","[direct-doi]","Plant traits and associated data from a warming experiment, a seabird colony, and along elevation in Svalbard","Vigdis Vandvik; Aud H. Halbritter; Inge H. J. Althuizen; Casper T. Christiansen; Jonathan J. Henn; Ingibjörg Svala Jónsdóttir; Kari Klanderud; Marc Macias-Fauria; Yadvinder Malhi; Brian Salvin Maitner; Sean Michaletz; Ruben E. Roos; Richard J. Telford; Polly Bass; Katrín Björnsdóttir; Lucely Lucero Vilca Bustamante; Adam Chmurzynski; Shuli Chen; Siri Vatsø Haugum; Julia Kemppinen; Kai Lepley; Yaoqi Li; Mary Linabury; Ilaíne Silveira Matos; Barbara M. Neto-Bradley; Molly Ng; Pekka Niittynen; Silje Östman; Karolína Pánková; Nina Roth; Matiss Castorena; Marcus Spiegel; Eleanor Thomson; Alexander Sæle Vågenes; Brian J. Enquist","<jats:title>Abstract</jats:title><jats:p>The Arctic is warming at a rate four times the global average, while also being exposed to other global environmental changes, resulting in widespread vegetation and ecosystem change. Integrating functional trait-based approaches with multi-level vegetation, ecosystem, and landscape data enables a holistic understanding of the drivers and consequences of these changes. In two High Arctic study systems near Longyearbyen, Svalbard, a 20-year ITEX warming experiment and elevational gradients with and without nutrient input from nesting seabirds, we collected data on vegetation composition and structure, plant functional traits, ecosystem fluxes, multispectral remote sensing, and microclimate. The dataset contains 1,962 plant records and 16,160 trait measurements from 34 vascular plant taxa, for 9 of which these are the first published trait data. By integrating these comprehensive data, we bridge knowledge gaps and expand trait data coverage, including on intraspecific trait variation. These data can offer insights into ecosystem functioning and provide baselines to assess climate and environmental change impacts. Such knowledge is crucial for effective conservation and management in these vulnerable regions.</jats:p>",NA,NA,NA,19,TRUE,"plant_hits=3; trait_hits=4; measurement_hits=1; exclude_hits=1; title_override=TRUE","10.1038/s41597-023-02467-7","https://doi.org/10.1038/s41597-023-02467-7","10.5281/zenodo.8102139, 10.5281/zenodo.8239015","[direct-doi]"
"scientific_data","10.1038/s41597-025-06045-x","[direct-doi]","Plant traits and associated ecological data from Afromontane grasslands of Maloti-Drakensberg, South Africa","Aud H. Halbritter; Vigdis Vandvik; Nicole N. Bison; Vincent Ralph Clark; Marcella Cross; Michelle Greve; Julia Kemppinen; Nicola Kühn; Brian S. Maitner; Sean T. Michaletz; Jocelyn Navarro; Pekka Niittynen; Peter Christiaan le Roux; Joseph D. M. White; Bezawit Yilma Abebe; Nadine Michaela Arzt; Ludwig Baldaszti; Lina Aragón; Samuel Beale; Kristine Birkeli; Anya P. Courtenay; Hilary Rose Dawson; Liliya Kirilova Draganova; Lauren E. Gillespie; Kaleb A. Goff; Anna Tariro Deirdre Gowera; Axel Gualdoni-Becerra; Onalenna Gwate; Liyenne Wu Chen Hagenberg; Priya Hansda; Rebecca Harris; Joshua Lee; Michelle A. Louw; Aino-Maja Määttänen; Nathan Malamud; Lesego Malekana; Bridgette Mc Millan; Nasser Rabi; Michael Mustri; Samson Mekasha; Sara Shemsu Nasir; Francisco Navarro-Rosales; Bismark Ofosu-Bamfo; Akuonani Zakeyo Phiri; Eline Sterre Rentier; Carmen Vázquez-Ribera; Grecia Rivas; Tin Widyani Satriawan; Imke Chrissie Smit; Paul Abayomi Sobowale Soremi; Ragnhild Svensen Stokka; Jiří Šubrt; Jonas Trepel; Jakub D. Wieczorkowski; Brian J. Enquist","<jats:title>Abstract</jats:title>
                  <jats:p>The Afromontane region harbors ancient grasslands with high levels of endemism, now under threat from land-use change, biological invasions and encroachment, and climate warming. As part of an international Plant Functional Traits Course we collected comprehensive trait data in five sites along an elevation gradient from 2,000–2,800 m a.s.l. and in a climate warming experiment at 3,064 m a.s.l. in the Maloti-Drakensberg, South Africa. We sampled 24,405 aboveground and 94 root trait measurements from 171 vascular plant taxa paired with 11 other datasets reflecting vegetation and structure, leaf and ecosystem carbon and water fluxes, leaf hyperspectral reflectance, and microclimatic and environmental data. Our data provide the first recorded trait data for 47 vascular plant species and more than double the trait data coverage from the Maloti-Drakensberg (106% increase). This study offers insights into plant and ecosystem functioning, provides a baseline for assessing impacts of environmental change, builds local competence, and aligns with similar data from China, Svalbard, Peru, and Norway.</jats:p>",NA,NA,NA,31,TRUE,"plant_hits=7; trait_hits=4; measurement_hits=1; exclude_hits=1; title_override=TRUE","10.1038/s41597-025-06045-x","https://doi.org/10.1038/s41597-025-06045-x","https://doi.org/10.1038/s41597-025-06045-x, 10.5281/zenodo.3934575, 10.5281/zenodo.4678327, 10.5281/zenodo.1069704, 10.5281/zenodo.15793031, 10.5281/zenodo.15906869, 10.5281/zenodo.15882216, 10.5281/zenodo.15785956, 10.5281/zenodo.15851288","[direct-doi]"
"scientific_data","10.1038/s41597-024-02980-3","[direct-doi]","Plant trait and vegetation data along a 1314 m elevation gradient with fire history in Puna grasslands, Perú","Aud H. Halbritter; Vigdis Vandvik; Sehoya H. Cotner; William Farfan-Rios; Brian S. Maitner; Sean T. Michaletz; Imma Oliveras Menor; Richard J. Telford; Adam Ccahuana; Rudi Cruz; Jhonatan Sallo-Bravo; Paul Efren Santos-Andrade; Lucely L. Vilca-Bustamante; Matiss Castorena; Julia Chacón-Labella; Casper Tai Christiansen; Sandra M. Duran; Dagmar D. Egelkraut; Ragnhild Gya; Siri Vatsø Haugum; Lorah Seltzer; Miles R. Silman; Tanya Strydom; Marcus P. Spiegel; Agustina Barros; Kristine Birkeli; Mickey Boakye; Fernanda Chiappero; Adam Chmurzynski; Josef C. Garen; Joseph Gaudard; Tasha-Leigh J. Gauthier; Sonya R. Geange; Fiorella N. Gonzales; Jonathan J. Henn; Kristýna Hošková; Anders Isaksen; Laura H. Jessup; Will Johnson; Erik Kusch; Kai Lepley; Mackenzie Lift; Trace E. Martyn; Miguel Muñoz Mazon; Sara L. Middleton; Natalia L. Quinteros Casaverde; Jocelyn Navarro; Verónica Zepeda; Korina Ocampo-Zuleta; Andrea Carmeli Palomino-Cardenas; Samuel Pastor Ploskonka; Maria Elisa Pierfederici; Verónica Pinelli; Jess Rickenback; Ruben E. Roos; Hilde Stokland Rui; Eugenia Sanchez Diaz; Andrea Sánchez-Tapia; Alyssa Smith; Erickson Urquiaga-Flores; Jonathan von Oppen; Brian J. Enquist","<jats:title>Abstract</jats:title><jats:p>Alpine grassland vegetation supports globally important biodiversity and ecosystems that are increasingly threatened by climate warming and other environmental changes. Trait-based approaches can support understanding of vegetation responses to global change drivers and consequences for ecosystem functioning. In six sites along a 1314 m elevational gradient in Puna grasslands in the Peruvian Andes, we collected datasets on vascular plant composition, plant functional traits, biomass, ecosystem fluxes, and climate data over three years. The data were collected in the wet and dry season and from plots with different fire histories. We selected traits associated with plant resource use, growth, and life history strategies (leaf area, leaf dry/wet mass, leaf thickness, specific leaf area, leaf dry matter content, leaf C, N, P content, C and N isotopes). The trait dataset contains 3,665 plant records from 145 taxa, 54,036 trait measurements (increasing the trait data coverage of the regional flora by 420%) covering 14 traits and 121 plant taxa (ca. 40% of which have no previous publicly available trait data) across 33 families.</jats:p>",NA,NA,NA,52,TRUE,"plant_hits=6; trait_hits=8; measurement_hits=1; exclude_hits=0; title_override=TRUE","10.1038/s41597-024-02980-3","https://doi.org/10.1038/s41597-024-02980-3","10.5281/zenodo.10071893","[direct-doi]"
