transect_id,plot,individual,herbivory
Duck.Lake.West,1,3,0
Duck.Lake.West,1,3,3
Duck.Lake.West,1,4,0
Duck.Lake.West,1,4,0
Duck.Lake.West,1,4,2
Duck.Lake.West,1,4,3
Duck.Lake.West,1,4,3
Duck.Lake.West,1,5,0
Duck.Lake.West,1,5,0
Duck.Lake.West,1,5,5
Duck.Lake.West,1,5,20
Duck.Lake.West,2,1,0
Duck.Lake.West,2,1,2
Duck.Lake.West,2,1,4
Duck.Lake.West,2,1,10
Duck.Lake.West,2,2,1
Duck.Lake.West,2,2,0
Duck.Lake.West,2,3,1
Duck.Lake.West,2,3,3
Duck.Lake.West,2,3,2
Duck.Lake.West,2,4,0
Duck.Lake.West,2,4,0
Duck.Lake.West,2,5,0
Duck.Lake.West,2,5,0
Duck.Lake.West,2,5,1
Duck.Lake.West,2,5,3
Duck.Lake.West,3,1,0
Duck.Lake.West,3,1,50
Duck.Lake.West,3,2,1
Duck.Lake.West,3,2,2
Duck.Lake.West,3,2,1
Duck.Lake.West,3,2,0
Duck.Lake.West,3,3,0
Duck.Lake.West,3,3,0
Duck.Lake.West,3,3,0
Duck.Lake.West,3,3,0
Duck.Lake.West,3,3,1
Duck.Lake.West,3,3,1
Duck.Lake.West,3,4,0
Duck.Lake.West,3,4,0
Duck.Lake.West,3,4,0
Duck.Lake.West,3,5,0
Duck.Lake.West,3,5,0
Duck.Lake.West,3,5,1
Duck.Lake.West,3,5,1
Duck.Lake.West,3,5,0
Duck.Lake.West,3,5,11
Duck.Lake.West,3,5,1
Duck.Lake.West,3,5,1
Duck.Lake.West,4,1,0
Duck.Lake.West,4,1,0
Duck.Lake.West,4,1,0
Duck.Lake.West,4,1,0
Duck.Lake.West,4,1,2
Duck.Lake.West,4,1,0
Duck.Lake.West,4,1,5
Duck.Lake.West,4,1,0
Duck.Lake.West,4,1,6
Duck.Lake.West,4,2,0
Duck.Lake.West,4,2,0
Duck.Lake.West,4,2,4
Duck.Lake.West,4,3,0
Duck.Lake.West,4,3,0
Duck.Lake.West,4,3,30
Duck.Lake.West,4,3,30
Duck.Lake.West,4,4,1
Duck.Lake.West,4,4,0
Duck.Lake.West,4,4,1
Duck.Lake.West,4,4,3
Duck.Lake.West,4,5,0
Duck.Lake.West,4,5,0
Duck.Lake.West,4,5,1
Duck.Lake.West,4,5,1
Duck.Lake.West,5,1,1
Duck.Lake.West,5,1,0
Duck.Lake.West,5,1,0
Duck.Lake.West,5,1,1
Duck.Lake.West,5,2,1
Duck.Lake.West,5,2,1
Duck.Lake.West,5,2,0
Duck.Lake.West,5,2,0
Duck.Lake.West,5,2,5
Duck.Lake.West,5,2,0
Duck.Lake.West,5,3,0
Duck.Lake.West,5,3,2
Duck.Lake.West,5,3,0
Duck.Lake.West,5,3,0
Duck.Lake.West,5,4,3
Duck.Lake.West,5,4,1
Duck.Lake.West,5,4,4
Duck.Lake.West,5,4,95
Duck.Lake.West,5,5,1
Duck.Lake.West,5,5,50
Duck.Lake.West,5,5,60
Duck.Lake.West,5,5,30
Duck.Lake.West,5,5,3
Duck.Lake.East,1,avg,5.593220339
Duck.Lake.East,2,avg,5.593220339
Duck.Lake.East,3,1,0
Duck.Lake.East,3,1,0
Duck.Lake.East,3,1,0
Duck.Lake.East,3,2,0
Duck.Lake.East,3,2,0
Duck.Lake.East,3,2,1
Duck.Lake.East,3,2,1
Duck.Lake.East,3,2,0
Duck.Lake.East,3,2,11
Duck.Lake.East,3,2,1
Duck.Lake.East,3,2,1
Duck.Lake.East,4,1,0
Duck.Lake.East,4,1,0
Duck.Lake.East,4,1,0
Duck.Lake.East,4,1,0
Duck.Lake.East,4,1,2
Duck.Lake.East,4,1,0
Duck.Lake.East,4,1,5
Duck.Lake.East,4,1,0
Duck.Lake.East,4,1,6
Duck.Lake.East,4,2,0
Duck.Lake.East,4,2,0
Duck.Lake.East,4,2,4
Duck.Lake.East,4,3,0
Duck.Lake.East,4,3,0
Duck.Lake.East,4,3,3
Duck.Lake.East,4,3,0
Duck.Lake.East,4,3,30
Duck.Lake.East,4,4,1
Duck.Lake.East,4,4,0
Duck.Lake.East,4,4,1
Duck.Lake.East,4,4,3
Duck.Lake.East,4,5,0
Duck.Lake.East,4,5,0
Duck.Lake.East,4,5,1
Duck.Lake.East,4,5,1
Duck.Lake.East,5,1,1
Duck.Lake.East,5,1,0
Duck.Lake.East,5,1,0
Duck.Lake.East,5,1,1
Duck.Lake.East,5,2,1
Duck.Lake.East,5,2,1
Duck.Lake.East,5,2,0
Duck.Lake.East,5,2,0
Duck.Lake.East,5,2,5
Duck.Lake.East,5,2,0
Duck.Lake.East,5,3,0
Duck.Lake.East,5,3,2
Duck.Lake.East,5,3,0
Duck.Lake.East,5,3,0
Duck.Lake.East,5,4,3
Duck.Lake.East,5,4,1
Duck.Lake.East,5,4,4
Duck.Lake.East,5,4,95
Duck.Lake.East,5,5,1
Duck.Lake.East,5,5,50
Duck.Lake.East,5,5,60
Duck.Lake.East,5,5,30
Duck.Lake.East,5,5,3
Field.Lab.West,1,1,0
Field.Lab.West,1,1,0
Field.Lab.West,1,1,0
Field.Lab.West,1,1,0
Field.Lab.West,1,1,1
Field.Lab.West,1,1,1
Field.Lab.West,1,1,10
Field.Lab.West,1,2,0
Field.Lab.West,1,2,0
Field.Lab.West,1,2,0
Field.Lab.West,1,2,0
Field.Lab.West,1,2,1
Field.Lab.West,1,2,2
Field.Lab.West,1,3,1
Field.Lab.West,1,3,1
Field.Lab.West,1,3,1
Field.Lab.West,1,3,1
Field.Lab.West,1,3,5
Field.Lab.West,1,4,1
Field.Lab.West,1,4,5
Field.Lab.West,1,4,7
Field.Lab.West,1,4,1
Field.Lab.West,1,5,0
Field.Lab.West,1,5,0
Field.Lab.West,1,5,0
Field.Lab.West,1,5,0
Field.Lab.West,1,5,1
Field.Lab.West,1,5,1
Field.Lab.West,1,5,1
Field.Lab.West,1,5,4
Field.Lab.West,1,5,2
Field.Lab.West,1,5,5
Field.Lab.West,1,5,0
Field.Lab.West,1,5,1
Field.Lab.West,2,1,1
Field.Lab.West,2,1,1
Field.Lab.West,2,2,1
Field.Lab.West,2,2,1
Field.Lab.West,2,3,0
Field.Lab.West,2,3,0
Field.Lab.West,2,3,1
Field.Lab.West,2,3,2
Field.Lab.West,2,3,2
Field.Lab.West,2,4,5
Field.Lab.West,2,4,1
Field.Lab.West,2,4,1
Field.Lab.West,2,4,1
Field.Lab.West,2,4,1
Field.Lab.West,2,4,0
Field.Lab.West,2,5,5
Field.Lab.West,2,5,1
Field.Lab.West,2,5,1
Field.Lab.West,3,1,2
Field.Lab.West,3,1,1
Field.Lab.West,3,1,1
Field.Lab.West,3,1,1
Field.Lab.West,3,1,1
Field.Lab.West,3,1,0
Field.Lab.West,3,1,0
Field.Lab.West,3,2,5
Field.Lab.West,3,2,4
Field.Lab.West,3,2,1
Field.Lab.West,3,2,1
Field.Lab.West,3,2,0
Field.Lab.West,3,2,0
Field.Lab.West,3,3,3
Field.Lab.West,3,3,3
Field.Lab.West,3,3,0
Field.Lab.West,3,3,0
Field.Lab.West,3,3,1
Field.Lab.West,3,4,2
Field.Lab.West,3,4,1
Field.Lab.West,3,4,1
Field.Lab.West,3,4,1
Field.Lab.West,3,4,1
Field.Lab.West,3,4,1
Field.Lab.West,3,4,1
Field.Lab.West,3,4,1
Field.Lab.West,3,4,1
Field.Lab.West,3,4,0
Field.Lab.West,3,5,30
Field.Lab.West,3,5,25
Field.Lab.West,3,5,15
Field.Lab.West,4,1,1
Field.Lab.West,4,1,1
Field.Lab.West,4,1,1
Field.Lab.West,4,1,1
Field.Lab.West,4,1,1
Field.Lab.West,4,1,4
Field.Lab.West,4,2,0
Field.Lab.West,4,2,0
Field.Lab.West,4,2,0
Field.Lab.West,4,3,1
Field.Lab.West,4,3,1
Field.Lab.West,4,3,20
Field.Lab.West,4,4,1
Field.Lab.West,4,4,1
Field.Lab.West,4,4,1
Field.Lab.West,4,4,1
Field.Lab.West,4,4,1
Field.Lab.West,4,4,0
Field.Lab.West,4,5,1
Field.Lab.West,4,5,2
Field.Lab.West,4,5,0
Field.Lab.West,5,1,1
Field.Lab.West,5,1,0
Field.Lab.West,5,2,1
Field.Lab.West,5,2,1
Field.Lab.West,5,2,1
Field.Lab.West,5,2,0
Field.Lab.West,5,3,1
Field.Lab.West,5,3,1
Field.Lab.West,5,3,1
Field.Lab.West,5,3,2
Field.Lab.West,5,3,2
Field.Lab.West,5,4,0
Field.Lab.West,5,4,1
Field.Lab.West,5,4,1
Field.Lab.West,5,4,1
Field.Lab.West,5,5,1
Field.Lab.West,5,5,0
Field.Lab.East ,1,1,0
Field.Lab.East ,1,1,0
Field.Lab.East ,1,1,1
Field.Lab.East ,1,2,0
Field.Lab.East ,1,2,0
Field.Lab.East ,1,2,0
Field.Lab.East ,1,2,1
Field.Lab.East ,1,2,7
Field.Lab.East ,1,2,5
Field.Lab.East ,1,3,0
Field.Lab.East ,1,3,0
Field.Lab.East ,1,3,0
Field.Lab.East ,1,3,0
Field.Lab.East ,1,4,0
Field.Lab.East ,1,4,0
Field.Lab.East ,1,4,0
Field.Lab.East ,1,4,0
Field.Lab.East ,1,4,1
Field.Lab.East ,1,4,1
Field.Lab.East ,1,4,2
Field.Lab.East ,1,4,5
Field.Lab.East ,1,5,1
Field.Lab.East ,1,5,1
Field.Lab.East ,1,5,1
Field.Lab.East ,1,5,0
Field.Lab.East ,1,5,0
Field.Lab.East ,2,1,0
Field.Lab.East ,2,1,0
Field.Lab.East ,2,1,0
Field.Lab.East ,2,1,0
Field.Lab.East ,2,1,0
Field.Lab.East ,2,1,0
Field.Lab.East ,2,2,1
Field.Lab.East ,2,2,0
Field.Lab.East ,2,2,1
Field.Lab.East ,2,2,0
Field.Lab.East ,2,2,0
Field.Lab.East ,2,2,1
Field.Lab.East ,2,2,0
Field.Lab.East ,2,2,1
Field.Lab.East ,2,2,2
Field.Lab.East ,2,2,0
Field.Lab.East ,2,2,2
Field.Lab.East ,2,3,0
Field.Lab.East ,2,3,0
Field.Lab.East ,2,3,2
Field.Lab.East ,2,4,0
Field.Lab.East ,2,4,0
Field.Lab.East ,2,4,0
Field.Lab.East ,2,4,0
Field.Lab.East ,2,5,0
Field.Lab.East ,2,5,0
Field.Lab.East ,2,5,0
Field.Lab.East ,2,5,1
Field.Lab.East ,3,1,0
Field.Lab.East ,3,1,0
Field.Lab.East ,3,1,2
Field.Lab.East ,3,1,1
Field.Lab.East ,3,2,0
Field.Lab.East ,3,2,10
Field.Lab.East ,3,2,1
Field.Lab.East ,3,3,3
Field.Lab.East ,3,3,0
Field.Lab.East ,3,3,1
Field.Lab.East ,3,3,12
Field.Lab.East ,3,4,0
Field.Lab.East ,3,4,0
Field.Lab.East ,3,4,0
Field.Lab.East ,3,4,0
Field.Lab.East ,3,4,1
Field.Lab.East ,3,5,0
Field.Lab.East ,3,5,1
Field.Lab.East ,3,5,2
Field.Lab.East ,3,5,1
Field.Lab.East ,3,5,1
Field.Lab.East ,3,5,0
Field.Lab.East ,3,5,0
Field.Lab.East ,4,1,0
Field.Lab.East ,4,1,2
Field.Lab.East ,4,1,0
Field.Lab.East ,4,1,0
Field.Lab.East ,4,2,0
Field.Lab.East ,4,2,20
Field.Lab.East ,4,2,0
Field.Lab.East ,4,2,0
Field.Lab.East ,4,3,1
Field.Lab.East ,4,3,1
Field.Lab.East ,4,3,0
Field.Lab.East ,4,3,0
Field.Lab.East ,4,3,0
Field.Lab.East ,4,4,0
Field.Lab.East ,4,4,0
Field.Lab.East ,4,4,0
Field.Lab.East ,4,4,2
Field.Lab.East ,4,4,0
Field.Lab.East ,4,5,0
Field.Lab.East ,4,5,0
Field.Lab.East ,4,5,0
Field.Lab.East ,4,5,0
Field.Lab.East ,5,1,0
Field.Lab.East ,5,1,1
Field.Lab.East ,5,1,0
Field.Lab.East ,5,1,1
Field.Lab.East ,5,2,1
Field.Lab.East ,5,2,1
Field.Lab.East ,5,2,2
Field.Lab.East ,5,2,0
Field.Lab.East ,5,3,0
Field.Lab.East ,5,3,0
Field.Lab.East ,5,3,1
Field.Lab.East ,5,3,0
Field.Lab.East ,5,4,0
Field.Lab.East ,5,4,0
Field.Lab.East ,5,4,1
Field.Lab.East ,5,4,2
Field.Lab.East ,5,5,0
Field.Lab.East ,5,5,0
Field.Lab.East ,5,5,3
No.Till.South,1,1,0
No.Till.South,1,1,3
No.Till.South,1,1,0
No.Till.South,1,2,0
No.Till.South,1,2,1
No.Till.South,1,3,1
No.Till.South,1,3,1
No.Till.South,1,3,1
No.Till.South,1,4,3
No.Till.South,1,4,5
No.Till.South,1,4,0
No.Till.South,1,4,0
No.Till.South,1,5,0
No.Till.South,1,5,0
No.Till.South,2,1,0
No.Till.South,2,1,1
No.Till.South,2,1,40
No.Till.South,2,1,25
No.Till.South,2,2,1
No.Till.South,2,2,1
No.Till.South,2,2,0
No.Till.South,2,3,0
No.Till.South,2,3,0
No.Till.South,2,3,0
No.Till.South,2,3,1
No.Till.South,2,3,10
No.Till.South,2,4,1
No.Till.South,2,4,1
No.Till.South,2,4,0
No.Till.South,2,4,0
No.Till.South,2,5,1
No.Till.South,2,5,1
No.Till.South,3,1,1
No.Till.South,3,1,25
No.Till.South,3,1,0
No.Till.South,3,1,0
No.Till.South,3,2,1
No.Till.South,3,2,1
No.Till.South,3,2,2
No.Till.South,3,3,3
No.Till.South,3,3,1
No.Till.South,3,3,0
No.Till.South,4,avg,3.142857143
No.Till.South,5,avg,3.142857143
No.Till.North,1,1,2
No.Till.North,1,1,10
No.Till.North,1,1,1
No.Till.North,1,2,0
No.Till.North,1,2,1
No.Till.North,1,2,1
No.Till.North,1,2,5
No.Till.North,2,1,0
No.Till.North,2,1,5
No.Till.North,2,1,1
No.Till.North,2,2,0
No.Till.North,2,2,0
No.Till.North,2,2,0
No.Till.North,2,2,0
No.Till.North,2,3,1
No.Till.North,2,3,0
No.Till.North,2,4,1
No.Till.North,2,4,0
No.Till.North,3,1,1
No.Till.North,3,1,0
No.Till.North,3,1,0
No.Till.North,3,2,0
No.Till.North,3,2,0
No.Till.North,3,2,1
No.Till.North,3,3,1
No.Till.North,3,3,0
No.Till.North,3,3,2
No.Till.North,3,4,0
No.Till.North,3,4,0
No.Till.North,3,5,0
No.Till.North,3,5,95
No.Till.North,4,1,0
No.Till.North,4,1,0
No.Till.North,4,2,0
No.Till.North,4,2,1
No.Till.North,4,2,0
No.Till.North,5,avg,3.583333333
LTER.Pot.Hole.North,1,1,10
LTER.Pot.Hole.North,1,1,5
LTER.Pot.Hole.North,1,1,0
LTER.Pot.Hole.North,1,1,1
LTER.Pot.Hole.North,1,1,2
LTER.Pot.Hole.North,1,2,1
LTER.Pot.Hole.North,1,2,1
LTER.Pot.Hole.North,1,2,1
LTER.Pot.Hole.North,1,2,0
LTER.Pot.Hole.North,1,2,0
LTER.Pot.Hole.North,1,2,2
LTER.Pot.Hole.North,1,2,5
LTER.Pot.Hole.North,1,3,1
LTER.Pot.Hole.North,1,3,1
LTER.Pot.Hole.North,1,3,1
LTER.Pot.Hole.North,1,3,2
LTER.Pot.Hole.North,1,3,2
LTER.Pot.Hole.North,1,3,0
LTER.Pot.Hole.North,1,3,0
LTER.Pot.Hole.North,1,4,1
LTER.Pot.Hole.North,1,4,1
LTER.Pot.Hole.North,1,4,0
LTER.Pot.Hole.North,1,5,0
LTER.Pot.Hole.North,1,5,0
LTER.Pot.Hole.North,1,5,0
LTER.Pot.Hole.North,1,5,2
LTER.Pot.Hole.North,1,5,5
LTER.Pot.Hole.North,1,5,1
LTER.Pot.Hole.North,1,5,50
LTER.Pot.Hole.North,2,1,0
LTER.Pot.Hole.North,2,1,0
LTER.Pot.Hole.North,2,1,0
LTER.Pot.Hole.North,2,1,1
LTER.Pot.Hole.North,2,1,1
LTER.Pot.Hole.North,2,1,1
LTER.Pot.Hole.North,2,1,5
LTER.Pot.Hole.North,2,1,2
LTER.Pot.Hole.North,2,1,30
LTER.Pot.Hole.North,2,2,0
LTER.Pot.Hole.North,2,2,0
LTER.Pot.Hole.North,2,2,0
LTER.Pot.Hole.North,2,2,15
LTER.Pot.Hole.North,2,2,3
LTER.Pot.Hole.North,2,2,1
LTER.Pot.Hole.North,2,2,1
LTER.Pot.Hole.North,2,2,1
LTER.Pot.Hole.North,2,3,2
LTER.Pot.Hole.North,2,3,4
LTER.Pot.Hole.North,2,3,0
LTER.Pot.Hole.North,2,3,0
LTER.Pot.Hole.North,2,3,1
LTER.Pot.Hole.North,2,3,5
LTER.Pot.Hole.North,2,4,1
LTER.Pot.Hole.North,2,3,1
LTER.Pot.Hole.North,2,4,2
LTER.Pot.Hole.North,2,4,1
LTER.Pot.Hole.North,2,4,2
LTER.Pot.Hole.North,2,5,2
LTER.Pot.Hole.North,2,5,7
LTER.Pot.Hole.North,2,5,0
LTER.Pot.Hole.North,2,5,0
LTER.Pot.Hole.North,2,5,0
LTER.Pot.Hole.North,3,1,2
LTER.Pot.Hole.North,3,1,2
LTER.Pot.Hole.North,3,1,1
LTER.Pot.Hole.North,3,1,1
LTER.Pot.Hole.North,3,1,0
LTER.Pot.Hole.North,3,1,50
LTER.Pot.Hole.North,3,2,3
LTER.Pot.Hole.North,3,2,5
LTER.Pot.Hole.North,3,2,10
LTER.Pot.Hole.North,3,3,1
LTER.Pot.Hole.North,3,3,1
LTER.Pot.Hole.North,3,3,1
LTER.Pot.Hole.North,3,3,1
LTER.Pot.Hole.North,3,3,0
LTER.Pot.Hole.North,3,4,0
LTER.Pot.Hole.North,3,4,1
LTER.Pot.Hole.North,3,4,2
LTER.Pot.Hole.North,3,4,5
LTER.Pot.Hole.North,3,5,0
LTER.Pot.Hole.North,3,5,1
LTER.Pot.Hole.North,3,5,0
LTER.Pot.Hole.North,3,5,0
LTER.Pot.Hole.North,3,5,0
LTER.Pot.Hole.North,4,1,2
LTER.Pot.Hole.North,4,1,1
LTER.Pot.Hole.North,4,1,1
LTER.Pot.Hole.North,4,1,0
LTER.Pot.Hole.North,4,1,0
LTER.Pot.Hole.North,4,1,0
LTER.Pot.Hole.North,4,1,0
LTER.Pot.Hole.North,4,2,1
LTER.Pot.Hole.North,4,2,1
LTER.Pot.Hole.North,4,2,0
LTER.Pot.Hole.North,4,3,1
LTER.Pot.Hole.North,4,3,1
LTER.Pot.Hole.North,4,3,1
LTER.Pot.Hole.North,4,3,1
LTER.Pot.Hole.North,4,3,0
LTER.Pot.Hole.North,4,3,0
LTER.Pot.Hole.North,4,3,0
LTER.Pot.Hole.North,4,3,0
LTER.Pot.Hole.North,4,3,0
LTER.Pot.Hole.North,4,3,0
LTER.Pot.Hole.North,4,3,0
LTER.Pot.Hole.North,4,3,40
LTER.Pot.Hole.North,4,3,25
LTER.Pot.Hole.North,4,4,1
LTER.Pot.Hole.North,4,4,2
LTER.Pot.Hole.North,4,4,0
LTER.Pot.Hole.North,4,4,0
LTER.Pot.Hole.North,4,4,0
LTER.Pot.Hole.North,4,4,20
LTER.Pot.Hole.North,4,5,0
LTER.Pot.Hole.North,4,5,1
LTER.Pot.Hole.North,4,5,0
LTER.Pot.Hole.North,5,1,20
LTER.Pot.Hole.North,5,1,5
LTER.Pot.Hole.North,5,1,2
LTER.Pot.Hole.North,5,2,1
LTER.Pot.Hole.North,5,2,3
LTER.Pot.Hole.North,5,2,0
LTER.Pot.Hole.North,5,3,2
LTER.Pot.Hole.North,5,3,0
LTER.Pot.Hole.North,5,3,1
LTER.Pot.Hole.North,5,3,1
LTER.Pot.Hole.North,5,4,1
LTER.Pot.Hole.North,5,4,1
LTER.Pot.Hole.North,5,4,1
LTER.Pot.Hole.North,5,4,1
LTER.Pot.Hole.North,5,4,0
LTER.Pot.Hole.North,5,4,2
LTER.Pot.Hole.North,5,5,1
LTER.Pot.Hole.North,5,5,2
LTER.Pot.Hole.North,5,5,2
LTER.Pot.Hole.North,5,5,0
LTER.Pot.Hole.North,5,5,0
LTER.Pot.Hole.South,1,1,0
LTER.Pot.Hole.South,1,1,0
LTER.Pot.Hole.South,1,1,0
LTER.Pot.Hole.South,1,1,0
LTER.Pot.Hole.South,1,2,4
LTER.Pot.Hole.South,1,2,5
LTER.Pot.Hole.South,1,2,3
LTER.Pot.Hole.South,1,3,0
LTER.Pot.Hole.South,1,3,10
LTER.Pot.Hole.South,1,3,5
LTER.Pot.Hole.South,1,3,0
LTER.Pot.Hole.South,1,3,1
LTER.Pot.Hole.South,1,4,0
LTER.Pot.Hole.South,1,4,8
LTER.Pot.Hole.South,1,4,0
LTER.Pot.Hole.South,1,4,1
LTER.Pot.Hole.South,1,4,0
LTER.Pot.Hole.South,1,4,0
LTER.Pot.Hole.South,1,4,4
LTER.Pot.Hole.South,1,4,0
LTER.Pot.Hole.South,1,4,1
LTER.Pot.Hole.South,1,5,12
LTER.Pot.Hole.South,1,5,4
LTER.Pot.Hole.South,1,5,0
LTER.Pot.Hole.South,1,5,0
LTER.Pot.Hole.South,1,5,0
LTER.Pot.Hole.South,1,5,1
LTER.Pot.Hole.South,1,5,13
LTER.Pot.Hole.South,2,1,1
LTER.Pot.Hole.South,2,1,0
LTER.Pot.Hole.South,2,1,1
LTER.Pot.Hole.South,2,1,20
LTER.Pot.Hole.South,2,2,1
LTER.Pot.Hole.South,2,2,0
LTER.Pot.Hole.South,2,2,0
LTER.Pot.Hole.South,2,2,1
LTER.Pot.Hole.South,2,2,1
LTER.Pot.Hole.South,2,3,1
LTER.Pot.Hole.South,2,3,1
LTER.Pot.Hole.South,2,3,3
