"scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","source_citation","project_pi","verbatim_family","verbatim_scientific_name","name_submitted","family_matched","name_matched","name_matched_author","higher_plant_group","tnrs_warning","matched_taxonomic_status","scrubbed_taxonomic_status","scrubbed_family","scrubbed_genus","scrubbed_specific_epithet","scrubbed_taxon_name_no_author","scrubbed_taxon_canonical","scrubbed_author","scrubbed_taxon_name_with_author","scrubbed_species_binomial_with_morphospecies","access","id"
"Populus tremuloides","diameter at breast height (1.3 m)","15.748","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29650
"Populus tremuloides","diameter at breast height (1.3 m)","26.416","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29652
"Populus tremuloides","diameter at breast height (1.3 m)","12.954","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29654
"Populus tremuloides","diameter at breast height (1.3 m)","23.876","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29658
"Populus tremuloides","diameter at breast height (1.3 m)","35.56","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29660
"Populus tremuloides","diameter at breast height (1.3 m)","14.478","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29670
"Populus tremuloides","diameter at breast height (1.3 m)","17.018","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29680
"Populus tremuloides","diameter at breast height (1.3 m)","19.304","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29683
"Populus tremuloides","diameter at breast height (1.3 m)","22.86","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29688
"Populus tremuloides","diameter at breast height (1.3 m)","14.478","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29689
"Populus tremuloides","diameter at breast height (1.3 m)","22.352","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29691
"Populus tremuloides","diameter at breast height (1.3 m)","22.352","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29700
"Populus tremuloides","diameter at breast height (1.3 m)","12.7","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29701
"Populus tremuloides","diameter at breast height (1.3 m)","36.068","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29702
"Populus tremuloides","diameter at breast height (1.3 m)","13.716","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29711
"Populus tremuloides","diameter at breast height (1.3 m)","3.556","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29712
"Populus tremuloides","diameter at breast height (1.3 m)","13.716","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29713
"Populus tremuloides","diameter at breast height (1.3 m)","12.7","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29714
"Populus tremuloides","diameter at breast height (1.3 m)","14.986","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29715
"Populus tremuloides","diameter at breast height (1.3 m)","17.018","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29718
"Populus tremuloides","diameter at breast height (1.3 m)","2.54","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29727
"Populus tremuloides","diameter at breast height (1.3 m)","22.352","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29741
"Populus tremuloides","diameter at breast height (1.3 m)","39.878","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29755
"Populus tremuloides","diameter at breast height (1.3 m)","22.606","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29757
"Populus tremuloides","diameter at breast height (1.3 m)","29.21","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29759
"Populus tremuloides","diameter at breast height (1.3 m)","4.064","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29772
"Populus tremuloides","diameter at breast height (1.3 m)","20.828","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29773
"Populus tremuloides","diameter at breast height (1.3 m)","15.24","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29785
"Populus tremuloides","diameter at breast height (1.3 m)","44.196","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29786
"Populus tremuloides","diameter at breast height (1.3 m)","15.24","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29787
"Populus tremuloides","diameter at breast height (1.3 m)","18.288","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29793
"Populus tremuloides","diameter at breast height (1.3 m)","20.32","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29798
"Populus tremuloides","diameter at breast height (1.3 m)","22.098","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29800
"Populus tremuloides","diameter at breast height (1.3 m)","34.29","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29801
"Populus tremuloides","diameter at breast height (1.3 m)","30.48","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29811
"Populus tremuloides","diameter at breast height (1.3 m)","30.988","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29812
"Populus tremuloides","diameter at breast height (1.3 m)","13.97","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29834
"Populus tremuloides","diameter at breast height (1.3 m)","28.956","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29845
"Populus tremuloides","diameter at breast height (1.3 m)","19.304","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29846
"Populus tremuloides","diameter at breast height (1.3 m)","2.54","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29853
"Populus tremuloides","diameter at breast height (1.3 m)","16.256","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29854
"Populus tremuloides","diameter at breast height (1.3 m)","23.876","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29860
"Populus tremuloides","diameter at breast height (1.3 m)","15.748","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29861
"Populus tremuloides","diameter at breast height (1.3 m)","13.97","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29862
"Populus tremuloides","diameter at breast height (1.3 m)","35.56","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29864
"Populus tremuloides","diameter at breast height (1.3 m)","18.542","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29866
"Populus tremuloides","diameter at breast height (1.3 m)","7.874","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29871
"Populus tremuloides","diameter at breast height (1.3 m)","13.208","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29880
"Populus tremuloides","diameter at breast height (1.3 m)","5.842","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29881
"Populus tremuloides","diameter at breast height (1.3 m)","40.894","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29883
"Populus tremuloides","diameter at breast height (1.3 m)","14.224","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29887
"Populus tremuloides","diameter at breast height (1.3 m)","18.034","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29891
"Populus tremuloides","diameter at breast height (1.3 m)","12.954","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29892
"Populus tremuloides","diameter at breast height (1.3 m)","13.462","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29896
"Populus tremuloides","diameter at breast height (1.3 m)","5.08","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29899
"Populus tremuloides","diameter at breast height (1.3 m)","13.716","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29901
"Populus tremuloides","diameter at breast height (1.3 m)","24.638","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29904
"Populus tremuloides","diameter at breast height (1.3 m)","14.478","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29911
"Populus tremuloides","diameter at breast height (1.3 m)","3.302","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29912
"Populus tremuloides","diameter at breast height (1.3 m)","4.318","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29913
"Populus tremuloides","diameter at breast height (1.3 m)","5.08","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29918
"Populus tremuloides","diameter at breast height (1.3 m)","27.178","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29919
"Populus tremuloides","diameter at breast height (1.3 m)","30.48","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29928
"Populus tremuloides","diameter at breast height (1.3 m)","7.112","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29929
"Populus tremuloides","diameter at breast height (1.3 m)","3.302","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29933
"Populus tremuloides","diameter at breast height (1.3 m)","2.54","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29949
"Populus tremuloides","diameter at breast height (1.3 m)","14.224","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29952
"Populus tremuloides","diameter at breast height (1.3 m)","5.334","cm",NA,NA,NA,NA,NA,NA,"Greg Reams",NA,"Populus tremuloides Michx.","Salicaceae Populus tremuloides Michx.","Salicaceae","Populus tremuloides","Michx.","flowering plants",NA,"Accepted","Accepted","Salicaceae","Populus","tremuloides","Populus tremuloides","Populus tremuloides","Michx.","Populus tremuloides Michx.","Populus tremuloides","public",29953
