Species Name,Environment,Latitude,Longitude,Elevation (m),Exposition,Maturity,Life History,Functional Group,Trait Name,Trait Value,Data Flag
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),109,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Specific Leaf Area (cm2/g),97.21118563,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf N (%),2.78,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf P (%),0.34,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Stem Specific Density (mg/mm3),0.236096719,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Dry Matter Content (g/g),0.151626443,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Thickness (mm),0.67,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Osmotic Potential (MPa),-0.431244,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Individual Leaf Area (cm2),0.965,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Toughness (N),3.455,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Cellulose (%),19.51,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Lignin (%),5.09,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),88,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Specific Leaf Area (cm2/g),85.08581799,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf N (%),3.14,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf P (%),0.35,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Stem Specific Density (mg/mm3),0.472216025,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Dry Matter Content (g/g),0.1493309,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Thickness (mm),0.57,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Individual Leaf Area (cm2),1.435,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Toughness (N),3.053,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Cellulose (%),19.94,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Lignin (%),1.95,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),92,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Specific Leaf Area (cm2/g),114.3217302,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf N (%),2.96,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Dry Matter Content (g/g),0.107781283,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Thickness (mm),0.79,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Individual Leaf Area (cm2),1.61,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Toughness (N),3.4,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),95,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Specific Leaf Area (cm2/g),97.86919101,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf N (%),3.12,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Dry Matter Content (g/g),0.159646739,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Thickness (mm),0.69,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Individual Leaf Area (cm2),0.79,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Toughness (N),3.025,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),113,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Specific Leaf Area (cm2/g),104.9071435,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf N (%),3.09,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Dry Matter Content (g/g),0.14173998,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Thickness (mm),0.705,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Individual Leaf Area (cm2),1.045,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Toughness (N),3.089,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),125,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Specific Leaf Area (cm2/g),95.17707354,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf N (%),2.92,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Dry Matter Content (g/g),0.126345019,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Thickness (mm),0.695,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Individual Leaf Area (cm2),1.19,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Toughness (N),3.32,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),84,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Specific Leaf Area (cm2/g),98.01372357,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf N (%),2.43,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Dry Matter Content (g/g),0.141189759,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Thickness (mm),0.805,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Individual Leaf Area (cm2),1.2625,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Leaf Toughness (N),2.756,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),79,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),74,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),136,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),68,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),89,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),91,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),46,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),107,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),59,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),87,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Plant Height (mm),84,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Senescence Date (DOY),166,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Senescence Date (DOY),160,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Senescence Date (DOY),166,
Allium textile,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Forb,Senescence Date (DOY),152,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),235.1333333,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),2.07,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Stem Specific Density (mg/mm3),0.757983651,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.371342836,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.19,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Osmotic Potential (MPa),-1.4518548,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Pubescence (%),89.04837541,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.073479167,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),0.588,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Cellulose (%),26.22,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Lignin (%),1.58,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),231,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),197.5428571,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),1.81,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf P (%),0.3,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Stem Specific Density (mg/mm3),0.604986212,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.328382176,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.135,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Osmotic Potential (MPa),-0.8720712,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Pubescence (%),85.72971554,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.089212903,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),0.861,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Cellulose (%),27.92,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Lignin (%),5.29,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),185,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),201.6846847,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),1.95,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Stem Specific Density (mg/mm3),0.569159776,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.339295108,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.2,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Osmotic Potential (MPa),-0.898425,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Pubescence (%),82.76286931,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.086103846,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),1.298,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Cellulose (%),30.98,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Lignin (%),2.82,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),153,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),214.8202247,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),1.69,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Stem Specific Density (mg/mm3),0.729205393,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.325081433,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.185,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Osmotic Potential (MPa),-1.0373814,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Pubescence (%),92.84584569,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.053108333,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Cellulose (%),31.57,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Lignin (%),2.1,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),225,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),234.9058824,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),1.9,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Stem Specific Density (mg/mm3),0.594794153,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.332621083,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.195,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Osmotic Potential (MPa),-1.3440438,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Pubescence (%),89.33660025,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.066556667,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),1.096,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Cellulose (%),31.69,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Lignin (%),0.34,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),265,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),198.5519481,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),2.06,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.368475992,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.12,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Osmotic Potential (MPa),-1.5740406,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.071109302,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),0.451,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),240,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),226.5136986,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),2.05,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.375876578,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.125,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Osmotic Potential (MPa),-1.2266496,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.07036383,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),0.594,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),212,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),225.2335766,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),1.74,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.347843611,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.125,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Osmotic Potential (MPa),-1.6842474,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.055101786,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),0.883,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),215,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),186.8602941,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),2.02,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.367919534,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.095,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.066876316,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),1.104,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),326,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Specific Leaf Area (cm2/g),215.0241546,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf N (%),2.24,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Dry Matter Content (g/g),0.332159624,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Thickness (mm),0.26,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Individual Leaf Area (cm2),0.120297297,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Leaf Toughness (N),1.112,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),263,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),261,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),247,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),391,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),244,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),303,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),260,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),270,
Artemisia frigida,Mixedgrass,41.183333,-104.9,1930,natural environment,mature,Perennial,Subshrub,Plant Height (mm),275,
